name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval
Jawandsons Pvt. Ltd.,jawandsons-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jawandsons-pvt-ltd.html,India,,"Ludhiana, Punjab",141123,"B31-1147/5/18D, Chandigrah Road, Mundian, Village Bholapur",,9914430022,,balwant.jawsons@osterindia.com,https://www.osterindia.com,,,8.0,H8.0-D51,,,,,,,,,,,,,,,,,,,2025-10-28T11:55:23
JAY Franco Europe Limited,jay-franco-europe-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jay-franco-europe-limited.html,Great Britain and Northern Ireland,,Newcastle Upon Tyne,NE1 1JF,"1st Floor, 2 Collingwood Street",,+1 718-916-2507,,damien@jfranco.com,http://jayfranco.com,,"Jay Franco has been operating in the Licensed Home Textiles industry for nearing on 100 years, and is trusted by the most...",5.1,H5.1-C38,,,"Bed, Bath & Living",,,"licensed home textiles; bedding, bath & Beach; Lego; Minecraft; Disney",,,,https://www.instagram.com/jayfranco.home,,,,,,,,company_pictures/10000000202501/0052380413/1637684419769_company-20pic.jpg,2026-03-08T04:26:10
Jayanita UK Ltd.,jayanita-uk-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jayanita-uk-ltd.html,Great Britain and Northern Ireland,,London,EC1N 8LE,63-66 Hatton Garden,,,,,,,Jayanita is the largest manufacturer of window covering solutions in Asia. The brands product line includes: * Curtain/ Drapery...,3.0,H3.0-F64,,,Window & Interior Decoration,,,Curtain Poles; Curtains; Roller Blinds; Drapery Rods; Window Covering Solutions,,,,,,,,,,,,,2026-03-08T05:10:36
JBY Creation SAS,jby-creation-sas,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jby-creation-sas.html,France,,Rognac,13340,"277 Avenue Laurent Lavoisier, ZI Nord",,+33 4 42 50 37 08,+33 4 42 50 37 10,info@jbycreation.fr,https://www.jbycreation.fr,,,3.0,H3.0-F97,,,Decorative & Furniture Fabrics; Window & Interior Decoration,,,READY-MADE CURTAINS; CUSHION; VOILES; CURTAIN; BLANKETS,,,,,,,,,,,,,2025-11-28T13:05:02
JC International,jc-international,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jc-international.html,India,,Noida,201301,"J-64, Sector 63 Guttam Buddhnagar",,+91 120 423 5940,+91 120 423 5943,documents@jcinternational.co.in,,,,10.1,H10.1-C51,,,,,,,,,,,,,,,,,,,2025-11-13T15:08:01
JEEA AHSEN TEXTILES (PVT.) LIMITED,jeea-ahsen-textiles-pvt-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jeea-ahsen-textiles-pvt-limited.html,Pakistan,,Faisalabad,37020,"Chak No. 7 J.B, Inside Zafar Fabrics (Pvt.) Limited",,+92 41 881 2380,,asif@jeeaahsen.com,https://www.jeeaahsen.com,,,8.0,H8.0-C59,,,,,,,,,,,https://www.linkedin.com/company/jeea-ahsen-textiles,,,,,,923000771212,,2025-11-25T12:16:28
Jeev Tcf Solutions,jeev-tcf-solutions,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jeev-tcf-solutions.html,Australia,,Crows Nest NSW,2065,Hume St 53,,+61 409 590 964,,cmanna@jeev.com.au,https://www.jeev.com.au,,,9.0,H9.0-F33,,,,,,,,,,,,,,,,,,,2025-09-25T08:01:46
Jerry Fabrics s.r.o.,jerry-fabrics-sro,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jerry-fabrics-sro.html,Czech Republic,,Jesenice,252 42,Topolova 485,,+420 605 063 812,+420 241 405 646,tesarova@jfabrics.cz,https://www.jfabrics.cz,,Jerry Fabrics is a trading company specialized in home textile products. Our main articles are printed fabrics and ready...,5.1,H5.1-C28,,,"Bed, Bath & Living",,,Licensed products; Special treatment; Printed fabric; Bedding; Towels,,,,,,,,,,,,,2026-03-08T04:26:10
Jey Key Rugs,jey-key-rugs,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jey-key-rugs.html,India,,Bikaner,334001,E 55 / 56 Bichwal Industrial Area,,,,,,,,11.0,H11.0-E60,,,,,,,,,,,,,,,,,,,2026-03-08T04:24:53
"Jiande City Yaoxin Knitting & Textiles Co., Ltd.",jiande-city-yaoxin-knitting--textiles-coltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiande-city-yaoxin-knitting--textiles-coltd.html,China,Zhejiang,Jiande Zhejiang,311616,No. 88 Yinglie Road Dayang Development District,No. 88 Yinglie Road,,,,,,,9.1,H9.1-A10L,,,"Bed, Bath & Living; Smart Bedding",,,,,,,,,,,,,,,,2025-10-23T10:35:27
"Jiande Jiajin Import and Export Co., Ltd.",jiande-jiajin-import-and-export-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiande-jiajin-import-and-export-co-ltd.html,China,Zhejiang,Jiande Zhejiang,311618,Guocun Village Lianhua Town,Guocun Village,+86(571)64732666,,cleoliao@jdxinghaijing.com,http://www.cnbeautex.com/,,"JIANDE JIAJIN IMPORT&EXPORT CO.,LTD established on 2004 ,we are specilise. We are specialised in hometextile industry for...",9.1,H9.1-H31C,,,"Bed, Bath & Living",,,Electrical warming blankets; Heated throw blanket; Plush throw blanket; Sherpa throw blanket; Ultra soft plush throw blanket,,,,,,,,,,,,,2025-10-24T09:43:28
"Jiande Longma Hometextiles Co., Ltd.",jiande-longma-hometextiles-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiande-longma-hometextiles-co-ltd.html,China,Zhejiang,Jiande Zhejiang,311606,98 Jiaoshuwan Industrial Zone Xiaya,98 Jiaoshuwan Industrial Zone,+86 571 6472 1342,+86 571 6471 4812,juebingjiang@gmail.com,,,"Established in 2010, Jiande Longma Hometextiles Co., Ltd is a BSCI and OEKO-TEX certified manufacturer based in Jiande, Zhejiang...",8.0,H8.0-L35D,,,"Bed, Bath & Living",,,Blanket; Throws; Bedsets; Cushions; Plaids,,,,,,,,,,,,,2025-12-23T03:44:05
"Jiangsu Alen Home Textile Co., Ltd.",jiangsu-alen-home-textile-coltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-alen-home-textile-coltd.html,China,Jiangsu,Zhenjiang Jiangsu,212300,"No. 48 Jinxi Road North Daoshu Town, Danyang",No. 48 Jinxi Road North,,,,,,,9.1,H9.1-G30J,,,"Bed, Bath & Living",,,,,,,,,,,,,,,,2025-10-24T09:38:49
"Jiangsu Boyang Home Textile Technology Co., Ltd.",jiangsu-boyang-home-textile-technology-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-boyang-home-textile-technology-co-ltd.html,China,Jiangsu,Taixing Jiangsu,225499,No. 6-8 West Extension of Changzheng Street Industrial Park Jiangsu Province,No. 6-8 West Extension of,,,,,,"BOYANG GROUP Boyang Group Founded in 1997, we have our own Supply Chain from Raw material to finished product. Supply Chain...",9.1,H9.1-H21B,,,"Decorative & Furniture Fabrics; Fibres and Yarns, Textile Materials, Finishing",,,Linen; Hemp; Bedding,,,,,,,,,,,,,2025-11-27T14:23:54
"Jiangsu Changxin Weaving Co., Ltd.",jiangsu-changxin-weaving-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-changxin-weaving-co-ltd.html,China,Jiangsu,Changzhou Jiangsu,213213,"Yaotang County, Jintan District","Yaotang County, Jintan District",,,janetzhang@sntouch.com,,,Integration of industry and trade. Equiped with advanced jacquard woven machine and knitting machine. Srtong technique and...,8.0,H8.0-H57,,,"Bed, Bath & Living",,,Throw; Pillow; Baby blanket; Manufacturer; Originality,,,,,,,,,,,,,2026-03-08T04:32:32
Jiangsu Etex Textile Corp,jiangsu-etex-textile-corp,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-etex-textile-corp.html,China,Jiangsu,Jingjiang Jiangsu,214500,No. 201 Jijiang Road,No. 201 Jijiang Road,,,yang@e-tex.com.cn,https://www.e-tex.com.cn,,Jiangsu ETEX Textile Corp. was founded in 2001. We manufacture high-end textile for the global market.Our main products...,8.0,H8.0-A17,,,"Bed, Bath & Living",,,Towel; EMBROIDERY TOWEL; KITCHEN TOWEL; BATHROBE; TERRY TOWELLING,,,,,,,,,,,,,2025-11-28T10:17:31
"Jiangsu Goostars Hometextiles Co., Ltd.",jiangsu-goostars-hometextiles-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-goostars-hometextiles-co-ltd.html,China,Jiangsu,Suzhou Jiangsu,215500,"Rm 1202, Unit B, Changshu International Trading Center, No. 12 Huanghe Road, Changshu",,,,61075@suzhou-stars.com,http://goostars.en.alibaba.com,,"Jiangsu Goostars Hometextiles Company, founded 17 years ago, is a prosperous company that exports fabrics for home textiles...",8.0,H8.0-N56C,,,"Bed, Bath & Living; Smart Bedding",,,Sofa cover; Comforter; Blanket; Curtain; Fabric,,,,,,,,,,,,,2025-11-18T10:43:49
"Jiangsu Hengmao New Materials Technology Co., Ltd.",jiangsu-hengmao-new-materials-technology-coltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-hengmao-new-materials-technology-coltd.html,China,Jiangsu,Yancheng Jiangsu,224100,No. 98 Zhangjian West Road Dafeng District,No. 98 Zhangjian West Road,,,,,,,9.1,H9.1-H46B,,,Decorative & Furniture Fabrics; Smart Bedding,,,,,,,,,,,,,,,,2025-10-24T10:53:58
"JIANGSU HUATUO TEXTILE TECHNOLOGY CO., LTD.",jiangsu-huatuo-textile-technology-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-huatuo-textile-technology-co-ltd.html,China,Jiangsu,Suqian Jiangsu,223700,Economic Development Zone Siyang County,,+86 187 6837 6531,,jackshi08@163.com,,,,9.1,H9.1-A35,,,"Bed, Bath & Living",,,,,,,,,,,,,,,,2025-11-06T07:35:45
"Jiangsu Jex Imp./Exp. Trade Co., Ltd.",jiangsu-jex-import--export-trade-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-jex-import--export-trade-co-ltd.html,China,,Shanghai,201101,"Room 216-217, Building 31 No. 1333 Xinlong Road Minhang District","Room 216-217, Building 31",+86 21 6181 2932,,will@sinojex.com,,,,8.0,H8.0-L32,,,"Bed, Bath & Living",,,,,,,,,,,,,,,,2025-11-04T07:50:00
"Jiangsu Jiajia Textile Technology Co., Ltd.",jiangsu-jiajia-textile-technology-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-jiajia-textile-technology-co-ltd.html,China,Jiangsu,Suzhou Jiangsu,215000,Tanqiu Zhongxu Testing Center 4f Shengze Town Wujiang District,Tanqiu Zhongxu Testing Center 4f,+86 512 6395 0529,+86 512 6395 0529,jiangsujiajia@163.com,,,,10.3,H10.3-C21D,,,Decorative & Furniture Fabrics,,,,,,,,,,,,,,,,2025-11-03T07:32:41
"Jiangsu Junlin Textiles Technology Corp., Ltd.",jiangsu-junlin-textiles-technology-corp--ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-junlin-textiles-technology-corp--ltd.html,China,Jiangsu,Yancheng Jiangsu,224199,"No. 199, Nanxiang Road, Dafeng Economic Development Zone","No. 199, Nanxiang Road, Dafeng Economic",,,haze.wei@jynantai.com,https://www.unlintextile.com,,,10.1,H10.1-D93,,,Decorative & Furniture Fabrics,,,,,,,,,,,,,,,,2025-10-27T05:23:47
"Jiangsu Kaili Carpet Co., Ltd.",jiangsu-kaili-carpet-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-kaili-carpet-co-ltd.html,China,Jiangsu,Liyang Jiangsu,213300,"Building 2, Building 1 Kunlun N. Road","Building 2, Building 1",0519-68096809,,jexiling@kailicarpet.com,https://www.kailicarpet.com,,"In the past 30 years, Kaili Carpet seized the historical opportunities brought by China's reform and opening up and the rapid...",11.1,H11.1-E11B,,,Carpets & Rugs,,,Kaili carpet; Wilton; Carpet rugs; Carpet tiles; Flat blanket,,,,,,,,,,,,,2025-11-03T09:24:49
"Jiangsu Mana Co., Ltd",jiangsu-mana-coltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-mana-coltd.html,China,Jiangsu,Nanjing Jiangsu,210002,"Room 506, Fortune International Bldg. 359 Hongwu Road, Qinhuai","Room 506, Fortune International Bldg.",+86-25 66776833,,jack@jsmana.com,https://www.jsmana.com,,"Jiangsu Mana Co.,Ltd. was founded in the year 2002, located in Nanjing, China. Through 22 years of development, we have become...",9.1,H9.1-G10F,,,"Bed, Bath & Living",,,blankets; throws; kids blankets; pillows; travel blankets,,,,,,,,,,,,,2025-11-05T04:02:57
"Jiangsu Manope Hometextile Co., Ltd.",jiangsu-manope-hometextile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-manope-hometextile-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226100,No. 765 Nanhai Road Haimen,No. 765 Nanhai Road,,,jack@manope.com,https://www.manope.com,,,8.0,H8.0-M34B,,,Smart Bedding,,,,,,,,,,,,,,,,2025-11-03T05:29:21
"Jiangsu Mengjini Technology Group Co., Ltd.",jiangsu-mengjini-technology-group-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-mengjini-technology-group-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226351,192 Yuwan Middle Road Shigang Town Tongzhou,192 Yuwan Middle Road,,,,,,"Jiangsu Mengjini Technology Group Co., LTD., founded in 2005, registered capital of RMB 34,000,000 , is a professional manufacturer...",8.0,H8.0-M34C,,,Smart Bedding,,,comforter; sheet set; quilt; solid; printing,,,,,,,,,,,,,2025-10-27T03:15:40
"Jiangsu Mingyuan Textile Co., Ltd.",jiangsu-mingyuan-textile-coltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-mingyuan-textile-coltd.html,China,Jiangsu,Yancheng Jiangsu,224233,Xinyuan Industrial Park Tangyang Town Dongtai,Xinyuan Industrial Park,,,sales@mingyuantextile.com,https://www.mingyuanfabric.com,,,9.1,H9.1-G10H,,,"Bed, Bath & Living",,,,,,,,,,,,,,,,2025-10-24T08:59:40
"Jiangsu Ousiman Textile Co., Ltd",jiangsu-ousiman-textileco-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-ousiman-textileco-ltd.html,China,Jiangsu,Yancheng Jiangsu,224300,Linhai Industrial Zone Shuangyue Road Sheyang,Linhai Industrial Zone,+86 515 8253 0288,,katrina@langsum.cn,https://www.langsum.cn,,,10.3,H10.3-D41A,,,Decorative & Furniture Fabrics,,,,,,,,,,,,,,,,2025-10-27T10:07:14
"Jiangsu Real Textile Co., Ltd.",jiangsu-real-textile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-real-textile-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226300,"No. 6 Tonghe Road, Zhongxing Street Chongchuan District","No. 6 Tonghe Road, Zhongxing Street",,,,,,"Real Textile Co.,LTD was founded in 1998. It is located in Nangtong city, which is well- known as the manufacturing center...",9.1,H9.1-E40D,,,"Bed, Bath & Living",,,"Covers and pillow cases; Quilts, comforters; Bedsheets; Fabrics for bed linen; Bed linen",,,,,,,,,,,,,2025-12-04T08:01:45
"Jiangsu Redsun Textile Co., Ltd.",jiangsu--redsun-textile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu--redsun-textile-co-ltd.html,China,,"Nanjing, Jiangsu",211100,"Room 602, 6th Floor, Building 8, No. 99 Shengtai Road, Moling Street, Jiangjing","Room 602, 6th Floor, Building 8, No. 99",,,,,,,9.1,H9.1-H11G,,,"Bed, Bath & Living; Smart Bedding",,,,,,,,,,,,,,,,2025-11-03T11:31:22
"Jiangsu Serica Textile Technology Co., Ltd.",jiangsu-serica-textile-technology-co--ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-serica-textile-technology-co--ltd.html,China,Jiangsu,Xuzhou Jiangsu,221000,"No. 15, Jindi Wood Park, Goushang Village, Tashan Town, Jiawang District","No. 15, Jindi Wood Park, Goushang Village,",,,,,,,9.1,H9.1-F40B,,,"Bed, Bath & Living",,,,,,,,,,,,,,,,2025-10-31T09:06:32
"Jiangsu Smart Textiles Co., Ltd.",jiangsu-smart-textiles-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-smart-textiles-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226000,"No. 188 Xiongshi Road, Chang'an Textile Area, Hai'an Economic Technology Development Zone",,+86 181 1278 1713,,sales3@smtfzp.com,,,,9.1,H9.1-B21,,,"Bed, Bath & Living; Decorative & Furniture Fabrics",,,,,,,,,,,,,,,,2025-11-25T10:22:56
"JIANGSU TANGHUANG GROUP CO., LTD.",jiangsu-tanghuang-group-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-tanghuang-group-co-ltd.html,China,Jiangsu,Danyang Jiangsu,212327,,,+86 511 8663 9702,+86 511 8663 9108,jessica@tevel.cn,https://www.tevel.cn,,,9.1,H9.1-B21,,,"Bed, Bath & Living; Smart Bedding",,,,,,,,,,,,,,,,2025-11-20T06:58:56
"Jiangsu Union-Smart Textile Technology Co., Ltd.",jiangsu-union-smart-textile-technology-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-union-smart-textile-technology-co-ltd.html,China,Jiangsu,Changzhou Jiangsu,213022,"Rm 3123, No. 217 Jinling Road Xinbei District","Rm 3123, No. 217 Jinling Road",,,jensen@union-smart.cn,https://www.union-smart.cn,,"Jiangsu Union-Smart Textile Technology Co., Ltd., has a history of about 15 years.We have 200 plus workers, and 91 machines...",9.1,H9.1-G41J,,,"Bed, Bath & Living",,,Blanket ; bathrobe ; comforter ; hoodie ; knit blanket,,,,,,,,,,,,,2025-10-24T08:43:21
"Jiangsu Yichengtianhong International Trade Co., Ltd.",jiangsu-yichengtianhong-international-trade-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-yichengtianhong-international-trade-co-ltd.html,China,Jiangsu,Wuxi Jiangsu,214100,"5th Floor Block A Yuye Building, No. 8 Tansuo Road, Huishan",,,,sales3@huahongde.com,https://www.ruikasi.com,,YCTH is a leading home textile manufacturer with 10 years of industry experience. Our global reach extends to Europe (Germany...,9.1,H9.1-G41A,,,"Bed, Bath & Living; Smart Bedding",,,duvet cover set ; bedding sheet; fitted sheet sets; Coverlets and bedspreads;,,,,,,,,,,,,,2025-12-29T10:02:50
"Jiangsu Yizhen Textile Technology Co., Ltd.",jiangsu-yizhen-textile-technology-co--ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-yizhen-textile-technology-co--ltd.html,China,Jiangsu,Nantong Jiangsu,226322,"Industrial Park Dongshe, Tongzhou",,,,qinwei@jsyizhen.com,,,JIANGSU YIZHEN was established in 2012 and is located in Jiangsu Nantong. We are a factory specializing in memory foam products...,8.0,H8.0-Q56E,,,Smart Bedding,,,Memory foam pillow; neck pillow; leg memory foam pillow; Aircraft special memory foam pillow; microfiber seat cushion,,,,,,,,,,,,,2025-12-11T03:33:22
"Jiangsu Yuzhirui Textile Technology Co., Ltd.",jiangsu-yuzhirui-textile-technology-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-yuzhirui-textile-technology-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226600,"19th Qinzheng Road Libao Town, Haian",19th Qinzheng Road,,,,,,"Founded in 2015 and located in Nantong, Jiangsu Province, the world home textile base.Jiangsu Yuzhirui Textile Technology...",9.1,H9.1-G41E,,,Textile Technology,,,JIANGSU; Blanket; Throw; Rug; Fleece Blanket,,,,,,,,,,,,,2025-12-19T05:23:59
"JIANGSU ZHENGTAI PLUSH CO., LTD.",jiangsu-zhengtai-plush-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangsu-zhengtai-plush-co-ltd.html,China,Jiangsu,Changshu Jiangsu,215500,9-1# Jiulong Road Shajiabang Town,,+86 512 5250 6276,,gavin@zttextiles.com,https://www.zt-fakefur.com,,,9.1,H9.1-D21,,,"Bed, Bath & Living; Carpets & Rugs",,,Blanket; Mat; Pillow,,,,,,,,,,,,,2025-11-06T07:14:34
"Jiangxi Zhuoya Smart Home Co., Ltd.",jiangxi-zhuoya-smart-home-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangxi-zhuoya-smart-home-co-ltd.html,China,Jiangxi,Shangrao Jiangxi,334202,New Industrial Park in Dexing High-Tech Industrial Park,New Industrial Park in Dexing High-Tech,+86 180 6959 1593,,zhuoyablind@jiangxizhuoya.com,,,,10.1,H10.1-E14,,,Window & Interior Decoration,,,,,,,,,,,,,,,,2025-11-25T14:42:24
"Jiangyin City Xueke Plastic Products Co., Ltd.",jiangyin-city-xueke-plastic-products-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangyin-city-xueke-plastic-products-co-ltd.html,China,Jiangsu,Wuxi Jiangsu,214401,"No. 1603, Xicheng Road Qingyangzhen Jiangyin","No. 1603, Xicheng Road",+86 510 8651 3118,,k501@xuekefloor.com,,,,11.1,H11.1-E21C,,,Carpets & Rugs,,,,,,,,,,,,,,,,2025-11-03T09:29:28
"Jiangyin Hongliu Bedsheet Co., Ltd.",jiangyin-hongliu-bedsheet-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangyin-hongliu-bedsheet-co-ltd.html,China,,"Jiangyin, Jiangsu",214432,No. 15 Huadong Road,No. 15 Huadong Road,,,abbyliu@hongliu.js.cn,https://www.hongliu.js.cn,,"1. Founded in 1965 we are a privately held company with a strong Financial position.  2. Located in Jiangyin China, 2 hours...",8.0,H8.0-A52,,,Smart Bedding,,,fabric; comforter; sheet set; bed sheet; pillow,,,,,,,,,,,,,2025-10-24T10:59:57
"Jiangyin Zhonghe Houseware Co., Ltd.",jiangyin-zhonghe-houseware-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiangyin-zhonghe-houseware-co-ltd.html,China,Jiangsu,Wuxi Jiangsu,214421,"No. 38 Sanqianghe Rd. Longhe Industrial Park Huashi Town, Jiangyin",No. 38 Sanqianghe Rd.,+86 137 7322 3315,,simmonzhang@zhmats.com,,,,10.3,H10.3-D75B,,,Carpets & Rugs,,,,,,,,,,,,,,,,2025-10-28T03:16:08
"Jiaolu Textile (Nantong) Co., Ltd.",jiaolu-textile-nantong-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaolu-textile-nantong-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226300,Xiting Industrial Area Tongzhou District,,+86 513 6811 8538,+86 513 6891 7155,sales005@jiaolutex.com,,,,9.1,H9.1-D21,,,Smart Bedding,,,bedding,,,,,,,,,,,,,2026-01-13T22:52:50
"Jiashan Rich Upholstery Textile Co., Ltd.",jiashan-rich-upholstery-textile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiashan-rich-upholstery-textile-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314111,"No. 111 Dongxin Road Yangmiao Industry Area of Tianning Town, Jiashan",No. 111 Dongxin Road,+86 21 3209 8522,+86 21 6470 6235,nisha@freetex.cn,https://www.richleather.com.cn,,"Jiashan Rich Upholstery Textile Co.,Ltd is one leading supplier with more than 25 years' experience for operating Artificial...",10.3,H10.3-C11D,,,Decorative & Furniture Fabrics,,,FABRIC; ARTIFICIAL LEATHER; CONTRACT LEATHER; INDOOR & OUTDOOR; SILICON,,,,,,,,,,,,,2025-12-29T05:56:41
"Jiaxing Bascolor Imp & Exp Co., Ltd.",jiaxing-bascolor-imp--exp-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-bascolor-imp--exp-co-ltd.html,China,Zhejiang,Jiaxing Zhejiang,314000,"Floor 16 C-D, Haizhou Star Building Hongxing Road Xiuzhou District","Floor 16 C-D, Haizhou Star Building",,,,https://bascolor.en.alibaba.com,,,10.3,H10.3-A09C,,,Decorative & Furniture Fabrics,,,,,,,,,,,,,,,,2025-10-27T05:52:10
"Jiaxing Comfort Home Textile Co., Ltd.",jiaxing-comfort-home-textile-co-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-comfort-home-textile-co-ltd.html,China,,"Tongxiang, Zhejiang",314513,"No. 416 Middle School Road, Zhouquan Town",,+86 573 8857 6028,,wanghq88@126.com,https://www.shujutex.com,,"Founded in 2007 with an area of 6600 square meters,Jiaxing Comfort Home Textile Co.,Ltd is a professional manufacturer of...",10.1,H10.1-A91,,,Decorative & Furniture Fabrics,,,SOFA FABRIC; WOVEN FABRIC; UPHOLSTERY FABRIC,,,,,,,,,,,,,2025-11-27T09:39:55
Jiaxing Fuda Chemical Fibre Factory,jiaxing-fuda-chemical-fibre-factory,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/jiaxing-fuda-chemical-fibre-factory.html,China,Zhejiang,Jiaxing Zhejiang,314005,Seat of Zhulin Market Town Xinfeng Town Nanhu,Seat of Zhulin Market Town,,,,https://www.fuda-fiber.com,,"Jiaxing Fuda Chemical Fiber Factory is located in Jiaxing Zhejiang, which is less than 100 kilometers away from Shanghai...",9.1,H9.1-C44D,,,"Fibres and Yarns, Textile Materials, Finishing",,,fibre; synthetic fibre; PSF; polyester fibre; bicomponent fibre,,,,,,,,,,,,,2026-01-12T07:24:42
