name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval,email_source,website_source
Layo Imp. & Exp. (Jiaxing) / YoYo Fashion Imp. & Exp. (Jiaxing),jiaxing-layo-imp--exp-coltd-a,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-layo-imp--exp-coltd-a.html,China,Zhejiang,Jiaxing,315192,No.2500 Dongsheng East Roadno.2500 Dongsheng East Road,,+86 135 0573 2728,,zyf@layogroup.com,https://www.layogarments.com,,,3,H3-C321,All About Her,,,,,,,,,,,,,,,,,,2026-01-05T11:30:21,api,api
Layo Imp. & Exp. Group (Jiaxing),jiaxing-winlong-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-winlong-trading-coltd.html,China,Zhejiang,Jiaxing,314033,No 2500Dongsheng East Rd Layo Building,,+86 573 8207 6669,,mgf@layogroup.com,https://www.layogroup.com/part02,,,3,H3-D348,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T06:15:04,api,api
Leadown Fashion (Jiaxing),jiaxing-leadown-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-leadown-fashion-coltd.html,China,Zhejiang,Jiaxing,315192,"No 1601 ,Building 2 ,Modern Square",,+86 573 8268 3386,+86 573 8268 5005,sherry_shen@leadown.com,https://www.chinaleadown.com,,,4,H4-E467,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:09:48,api,api
Leno Tex,leno-tex-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/leno-tex-ltd.html,Bangladesh,,Dhaka,1206,"House#5 17/3, Sth Floor, Road-10 Barishara DOHS",,+880 1715-822165,,maruf@lenotexbd.com,https://www.lenotexbd.com,,,3,H3-A325,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:44,api,api
Levina Industrial,levina-industrial-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/levina-industrial-limited.html,Hong Kong,,Hong Kong,,G/F 10 Fuk Wa Street Sham Shui Po,,+852 9384 0208,,don@levina.com,,,,4,H4-H526,Intimate,New Exhibitor; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-03-12T12:07:01,api,
Liang Yi Xuan Ying Fashion,liang-yi-xuan-ying-fashion-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/liang-yi-xuan-ying-fashion-co-ltd.html,Hong Kong,,Hong Kong,,"18 Floor Winsan Toxer, 98 Thomson Road, Wanchai",,+852 6859 4476,,p3t123456@163.com,,,,3,H3-D364,All About Her,New Exhibitor,,,,,,,,,,,,,,,,,2026-01-21T12:37:01,api,
Lianxing Packing Products (Guangzhou),guangzhou-lianxing-packing-products-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangzhou-lianxing-packing-products-co-ltd.html,China,Guangdong,Guangzhou,315192,"Room 509,2# Yili Centre, Jianpeng Road No.12,Baiyun District",,+86 20 3627 8318,,flora@hklianxing.com,https://WWW.HKLIANXING.COM,,,4,H4-G545,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-29T16:25:08,api,api
Lichen Garment & Accessories (Shengzhou),shengzhou-lichen-garment--accessories-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shengzhou-lichen-garment--accessories-coltd.html,China,Zhejiang,Shaoxing,315192,No.125 Dachen Road Shengzhou City,,+86 139 6751 9350,,candy@lichen-sz.com,https://lichengarment.en.alibaba.com,,,4; null,H4-G540; Hnull,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T19:07:48,api,api
Lingzhi Garment (Shanghai),lingzhi-garment-shanghai-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/lingzhi-garment-shanghai-co-ltd.html,China,Shanghai,Shanghai,201400,"No. 5089, Nanfeng Highway, Fengxian District",,+86 135 1683 1102,,jenniferzhu@high-pink.com,,,,3,H3-C354,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:16:10,api,
Longlan International Trading (Ningbo),ningbo-longlan-international-trading-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-longlan-international-trading-co-ltd.html,China,Zhejiang,Ningbo,315192,"No.1513, Yinxiangwan, Yinzhou District",,+86 152 5785 5632,,lily@longlanfs.com,https://www.longlantrading.com,,,4,H4-G469,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:12:17,api,api
Longyi Import And Export (Weihai),weihai-longyi-import-and-export-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/weihai-longyi-import-and-export-co-ltd.html,China,Shandong,Weihai,264200,"Haibin South Road,","Room 706, Jiahe Mansion, No.55",+86 631 537 1888,+86 631 536 0555,mavis@long-yi.net,,,,3,H3-B353,All About Her,,,,,,,,,,,,,,,,,,2025-12-26T17:07:22,api,
Lucky Green Fashion (Jiangyin),jiangyin-lucky-green-fashion-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiangyin-lucky-green-fashion-co-ltd.html,China,Jiangsu,Wuxi,214443,"No.1 Yishan Road Shengangtown, Jiangyin City",,+86 8613584174445,+86 510 6883 5572,apple.han@luckygreenfashion.com,https://www.luckygreenfashion.com,,,3,H3-A359,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:22:11,api,api
Luomi Garments (Shengzhou),shengzhou-luomi-garments-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shengzhou-luomi-garments-coltd.html,China,Zhejiang,Shengzhou,315192,No.108# Gaoxiang Road Pukou Street,,+86 575830039,,seasan@romi.ac.cn,https://WWW.LUOMI.COM.CN,,,4,H4-G484,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:09:02,api,api
M&A Group,ma-composite-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ma-composite-limited.html,Bangladesh,,Dhaka,1230,"House 06, Road 12, Sector 09",,+880 1993-672513,,monir@mnasourcing.com,https://www.mnasourcing.com,,,3,H3-B322,Knitted,,,,,,,,,,,,,,,,,,2025-12-24T15:53:45,api,api
Ma'am Arts,maam-arts,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/maam-arts.html,India,Rajasthan,Jaipur,302022,Sitapura Industrial Area,"G1-51,",+91 98293 52052,,jigar.dewan@maamarts.com,https://www.maamarts.com,,"Our Director, Mr. Rajiv Dewan started this special journey of hard work and success, back in 1988, and having seen potential...",3; null,H3-B371; Hnull,All About Her,,,,,,,,,,,,,,,,,company_pictures/10000073202601/AR4U9A004KTR/1735892450610_554381323.png,2026-01-05T12:50:06,api,api
MAA Garment,maa-garment,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/maa-garment.html,Ethiopia,,Mekelle,,"Kebire Entreprise PLC (MAA Garment Textile Factory), Quiha Subcity, PO BX 1976",,+251 91 337 7734,,fikramba2015@gmail.com,,,,3,H3-B318,Casual & Sports,,,,,,,,,,,,,,,,,,2026-03-03T12:03:38,api,
Maantown Industrial (Shanghai),shanghai-maantown-industrial-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-maantown-industrial-co-ltd.html,China,Shanghai,Shanghai,201615,"14F, Building 1, No339, Jiuxin Highway, Jiuting Town, Songjiang District",,+86 186 2118 0415,,sales@maantown.com,https://www.maantown.com,,,4,H4-H496,Kids,,,,,,,,,,,,,,,,,,2025-12-19T12:14:04,api,api
Marco Garment (Ningbo),ningbo-marco-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-marco-garment-coltd.html,China,Zhejiang,Ningbo,315192,No255 Chengxin East Road Yinzhou,,+86 137 8009 0927,,xiao.mandy@marcogroup.com.cn,,,,4,H4-H499,Kids,,,,,,,,,,,,,,,,,,2025-12-19T12:17:35,api,
Marco Star,yurt-tekstil-gida-in-paz-san-ve-di-tic-ltd-ti,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/yurt-tekstil-gida-in-paz-san-ve-di-tic-ltd-ti.html,Türkiye,,Istanbul,34197,Merkez mahallesi sinirli sokak no 5/3,,+90 532 634 66 48,,yurtex@hotmail.com,,,,4,H4-G404,Tailored,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-24T14:52:22,api,
Market Fit Garment (Suzhou),market-fit-garment-suzhou-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/market-fit-garment-suzhou-co-ltd.html,China,Jiangsu,"Suzhou City, Jiangsuprovince",315192,"Est Side Of Pubei Road,Luxu Pubei Industrialdevelopment Zone, Lilitown, Wujiang District",,,,jenny@fastentex.com,,,,3,H3-C353,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:22:12,api,
MBK Garment,mbk-company-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/mbk-company-limited.html,Myanmar,,YANGON,11181,"240-242, Seik Kan Thar Street",,,,newinnaing24@gmail.com,https://www.mbk-garment.com,,"We are modern art manufacturing & exporting apparel unit to Europe, Japan, Korea & U.S. specializing in value added the jackets...",3,H3-A307,All About Her,,,,,,,,,,,,,,,,,company_pictures/10000073202601/511590/1769763000252_3295218620.png,2026-02-02T12:33:45,api,api
Meidao Garment (Hubei),hubei-meidao-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hubei-meidao-garment-co-ltd.html,China,Hubei,Huangshi,435000,1 East Jinshan Avenue(Meidao Industrial Park),,+86 714 651 0109,,jichuang@meidao-group.com,https://WWW.MEIDAO.COM,,,4,H4-F417,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:28:28,api,api
Merry Imp. & Exp. (Ningbo),ningbo-merry-impexp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-merry-impexp-co-ltd.html,China,Zhejiang,Ningbo,315192,Floor16 Floor11 No685 Shiji Avenue,,+86 574 8781 9255,,leon@merrytrade.com,,,,3,H3-C348,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:22:53,api,
Merrytextile (Nantong),nantongmerrytextile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nantongmerrytextile-coltd.html,China,Jiangsu,Nantong,226007,"27F Nantong Hotel Fortune Center,No.81 Qingnian Road East",,+86 513 8522 7868,,martinjin@vip.163.com,,,,4,H4-F407,Tailored,,,,,,,,,,,,,,,,,,2025-12-29T16:41:54,api,
Mhc International (Shanghai),mhc-international-shanghai-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/mhc-international-shanghai-co-ltd.html,China,Shanghai,Shanghai,315192,"Unit 316, Building 3, No. 255, Meiqiang Road, Minhang District",,+86 21 5432 3781,,heather@mhc-shanghai.com,,,,4,H4-G448,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:15:49,api,
Min Heng Apparel,min-heng-apparel-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/min-heng-apparel-ltd.html,Hong Kong,,Kowloon,,Nos 609 Tai Nan West Street,"Unit C, 10/F, Easy Tower,",+852 281726666,,arthurchan@mhpenga.com,,,,4,H4-G532,Fashion Accessories,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-20T06:10:08,api,
Mincan Textile (Hangzhou),hangzhou-mincan-textile-co-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-mincan-textile-co-limited.html,China,Zhejiang,Hangzhou,315192,"4Th Floor Shentong Building,No.56, Tianmushan West Road",,+86 138 6748 1863,,aska@invidia-textile.com,https://www.invidia-textile.com,,,3; null,H3-A358; Hnull,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:26:04,api,api
Minerva Knitted Fashion (Wuxii),wuxi-minerva-knitted-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/wuxi-minerva-knitted-fashion-coltd.html,China,Jiangsu,Wuxi,315192,"189Liangdong Road Liangxi District,Wx",,+86 510 8540 8069,,wxl@minerva.com.cn,,,,4,H4-F514,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-29T16:25:08,api,
Mingcheng Knitting (Yiwu),yiwu-mingcheng-knitting-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/yiwu-mingcheng-knitting-co-ltd.html,China,Zhejiang,Yiwu,315192,4Th Floor No.126 Damo Road,,+86 8618501658926,,mingcheng@vip.126.com,,,,4,H4-F511,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-29T16:28:01,api,
Mingshi Imp. & Exp. (Weihai),weihai-mingshi-imp--exp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/weihai-mingshi-imp--exp-coltd.html,China,Shandong,Weihai,264200,NO.100-6 Hengtai Street,,+86 631 569 0080,,jim@weihaimingshi.com,,,,3,H3-B355,All About Her,New Exhibitor,,,,,,,,,,,,,,,,,2025-12-26T17:07:48,api,
Mingzhuo Clothing （Huzhou）,huzhou-mingzhuo-clothing-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/huzhou-mingzhuo-clothing-co-ltd.html,China,Zhejiang,Huzhou,315192,"Room 701-9, Block A, Zhongnan Mansion, Longxi Street",,+86 150 6727 8977,,hedy@mingzhuoknits.com,,,,3,H3-A342,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:12:17,api,
Miracle Knitting Factory (Tongxiang),tongxiang-miracle-knitting-factory-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/tongxiang-miracle-knitting-factory-coltd.html,China,Zhejiang,Tongxiang,314500,"Bldg13, No 2 Industrial Area Economic Development Zone",,+86 573 8810 8996,+86 573 8810 5725,susie@miracleknitting.net,,,,4,H4-G490,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:27:43,api,
Miranda Garment (Jiaxing),jaxing-miranda-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jaxing-miranda-garment-coltd.html,China,Zhejiang,Jiaxing,314000,"Room 1610-1612, Jingrun Building,No 2017 West Zhongshanroad",,+86 8613967337121,,teresa@meco-fashion.com,,,,4,H4-H489,Knitted,,,,,,,,,,,,,,,,,,2025-12-29T16:40:28,api,
Modak / Dexa Group,modak-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/modak-ltd.html,Bulgaria,,Kardzhali,6649,5 Detelina St,,+359 88 589 8600,,,https://www.modak.eu,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:23:02,,api
Modern Star Silk,nanjing-modern-star-enterprise-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nanjing-modern-star-enterprise-coltd.html,Great Britain and Northern Ireland,,London,E10 6AE,778 High Road,"Studio 8A, Leyton Green Studios,",+44 7727 337171,,aaron@modernstarsilk.co.uk,https://www.modernstarsilk.com,,,3,H3-B348,All About Her,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-03-03T12:03:26,api,api
Modimeks Tekstil,modimeks-tekstil,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/modimeks-tekstil.html,Türkiye,,Istanbul,,No. 13 Güneşli/Bağcılar,Bağlar Mah. Mehmet Akif Cad.,,,ufuky@modimeks.com,https://pro.foursource.com/modimeks-textile,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:39:27,api,api
Mondiland Fashions (Ningbo),ningbo-mondiland-fashions-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-mondiland-fashions-coltd.html,China,Zhejiang,Ningbo,315505,"No.105-107, Xiwu South Roadfenghua District",,+86 574 8866 0088,+86 574 8866 1999,liubo@mondiland.com,https://www.mondiland.com,,,4,H4-H410,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:11:13,api,api
Mountex Shirt Manufacturer (Ningbo),ningbo-mountex-trading-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-mountex-trading-co-ltd.html,China,Zhejiang,Ningbo,315192,"Rm.1501/1502, Building 10, Financial Silicon Valleyno.39 Ruiqing Rd",,+86 574 8773 0160,,maggie@mountexshirt.com,,,,4,H4-G401,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:23:36,api,
MRI Group,mri-group,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/mri-group.html,Pakistan,,Sialkot,51310,Main Road Chowni Sulehrian,,+92 336 7347413,,info@masonicregaliaintl.com,https://www.mrigroup.com.pk,,,4,H4-H514,Fashion Accessories,New Exhibitor; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-22T15:32:36,api,api
Nepal Pashima Industries Association (NPIA),nepal-pashima-industries-association-npia,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nepal-pashima-industries-association-npia.html,Nepal,Bagmati,Kathmandu,44600,,,+977 985-1027670,,npia2000@gmail.com,,,,3,H3-A302,Pavillion Organizer,New Exhibitor,,,,,,,,,,,,,,,,,2025-12-29T15:40:02,api,
New Concept Fashion (Jiaxing),jiaxing-new-concept-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-new-concept-fashion-coltd.html,China,Zhejiang,Jiaxing,315192,Room 1306-1307No 5 Taisheng Plazazhuangqian Road,,+86 86057382689367,,jackjin@ncfashion.cn,,,,4,H4-E503,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:31:01,api,
New Milan Imp. & Exp. (Xiamen),xiamen-new-milan-import-and-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/xiamen-new-milan-import-and-export-coltd.html,China,Fujian,Xiamen,315192,"Room 2301, No.3, Zhongzhai Road, Huli District",,+86 592 516 2319,+86 592 516 2763,stanley@newmilan.net,https://www.newmilan.net,,,4,H4-F503,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:21:07,api,api
New Vision Enterprise,new-vision-enterprise-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/new-vision-enterprise-limited.html,China,Shanghai,Shanghai,315192,"Room 701, No 205 Gao Ji Road,Si Jing Town, Song Jiang",,+86 21 5787 5580,,michael@newvisiontex.com,https://NEWVISIONTEX.COM,,,4,H4-G446,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:23:58,api,api
New Voice (Shaoxing),shaoxing-new-voice-import--export-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-new-voice-import--export-co-ltd.html,China,Zhejiang,Shaoxing,312030,Qianqing Street,155-2 Baimashan Village,+86 575 8851 9961,+86 575 8851 9961,pan@newvoice-sx.com,,,,3,H3-C395,All About Her,,,,,,,,,,,,,,,,,,2026-01-05T11:30:20,api,
Newfine Industry (Zhejiang),zhejiang-newfine-industry-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-newfine-industry-co-ltd.html,China,Zhejiang,Jiaxing,314000,No.225 Dongqing Road,,+86 158 5730 9916,,tiffanylin@163.com,https://www.newfine.com.cn,,,3,H3-A334,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:12:17,api,api
Newleaf Foreign (Shaoxing),shaoxing-newleaf-foreign-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-newleaf-foreign-coltd.html,China,Zhejiang,Shaoxing,312000,"6Th Floor,Lingsheng Building,511 East Yan An Road",,+86 139 0675 6216,,jack@newleaf.com,https://newleaf.en.alibaba.com,,,3,H3-B338,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:13:01,api,api
Newtex (Group),jiaxing-newtex-impexp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-newtex-impexp-coltd.html,China,Zhejiang,Jiaxing,314001,"No.521,Changsheng Road",,+86 573 8369 8702,+86 573 8391 5401,surui@newtexchina.com,https://www.newtexchina.com.com,,,4,H4-F467,Knitted,,,,,,,,,,,,,,,,,,2026-01-26T14:38:24,api,api
Nexgen Apparel,nexgen-apparel-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nexgen-apparel-ltd.html,Bangladesh,,Gazipur,1704,"Maleker Bari,","02, Hazi City Complex,",+880 2-8412323,,nexgenkamruzzaman@gmail.com,https://nexgenapparelbd.com,,,3,H3-A331,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:01,api,api
Ningbo Datong Garment,ningbo-datong-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-datong-garment-co-ltd.html,China,Zhejiang,Ningbo,315192,"Datong Bridage, Qiucun Town, Fenghua",,+86 05740,+86 574 8774 4198,peter@nbdt.com.cn,https://WWW.NBDT.COM.CN,,,4,H4-H429,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:22:32,api,api
Ningteng International Trade (Ningbo),ningbo-ningteng-international-trade-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-ningteng-international-trade-coltd.html,China,Zhejiang,Ningbo,315192,No985 Duanmei Road Fengshuigang Gulin Town,,+86 188 6865 0698,,jfeng@ntzz.net,,,,3,H3-C389,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:29:08,api,
Noble,ningbo-noble-woolen-garments-industrial-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-noble-woolen-garments-industrial-coltd.html,China,Zhejiang,Ningbo,315141,Nantou Village Xianxiang Town Yinzhou District,,+86 574 8840 7248,,ningbonoblesweater@hotmail.com,https://www.noblesweater.com,,,4,H4-H481,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:24:19,api,api
Nomads (Shanghai),shanghai-hanjun-garments-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-hanjun-garments-co-ltd.html,China,Shanghai,Shanghai,201702,"Add:Room 405,Bullding A,No.966,Huaxu Road,Qingpu District,",,+86 189 3978 7271,,sales1@sh-hanjun.com,https://www.sh-hanjun.com,,,4,H4-F543,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T19:20:56,api,api
Oceantex Industries,oceantex-industries-hk-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/oceantex-industries-hk-ltd.html,Hong Kong,,Kwun Tong,,418 Kwun Tong Road,"Unit 12B, 16/F, BEA Tower of Millennium City",+852 9125 5208,,sng@oceantexindhk.com,https://www.oceantexindhk.com.hk,,,3,H3-D362,All About Her,,,,,,,,,,,,,,,,,,2026-03-12T12:23:02,api,api
Omega Fashion / L. Grantas,omega-fashion--l-grantas,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/omega-fashion--l-grantas.html,Greece,,Thessaloniki,560 10,7th Km Thessaloniki,,,,lgrantas@yahoo.gr,https://pro.foursource.com/omega-fashion-group,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-30T16:24:01,api,api
Only For U Designs,only-for-you-designs-pvt-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/only-for-you-designs-pvt-ltd.html,India,Maharashtra,Mumbai,400013,Sun Mill Compound,104 Aamir Industrial Estate,+91 22 6140 5402,+91 22 3040 4140,akshat@ofudesign.com,https://www.ofudesigns.com,,,3,H3-B362,All About Her,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-01-02T13:29:38,api,api
Opera Clothing,opera-clothing-p-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/opera-clothing-p-ltd.html,India,Maharashira,Mumbai,400013,"Unit N°2, A/2 Shah & Nahar Industrial Estate, S.J Marg Lower Parel (West)",,+91 22 4076 9000,+91 22 2497 3391,jigar.sheth@operaclothing.com,https://www.operaclothing.com,,,4,H4-G408,Tailored,,,,,,,,,,,,,,,,,,2026-01-06T06:09:47,api,api
Orient Holya Imp. & Exp. (Zhe Jiang ),zhe-jiang-orient-holya-ie-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhe-jiang-orient-holya-ie-co-ltd.html,China,Zhejiang,Hangzhou,315192,"Room 1913, Building A No12, West Lake Avenue",,+86 158 5813 7425,,apparel02@h-orient.com,,,,4,H4-G482,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:28:27,api,
Orient Spring Imp. & Exp. (Hangzhou),hangzhou-orient-spring-import-and-export-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-orient-spring-import-and-export-co-ltd.html,China,Zhejiang,Hangzhou,311052,"Room 507, Wanli Building, 398 South Jianghong Road, Binjiang District",,+86 571 8265 1196,,justin@ostex.cn,https://www.ostex.cm,,,4,H4-F427,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:15:50,api,api
