company_name,domain,website,linkedin_url,company_email,phone,country,city,industry_keywords,source_show
Lakshmi International,lakhmiintl.com,https://www.lakhmiintl.com,,info@lakshmiintl.com,+91 98370 60914,India,Moradabad,FIRE PLACE ACCESSORIES; FIRE SET; LOG HOLDERS; FIRE SCREENS; LOG BUCKET,Ambiente 2026
LAL Industries,lalindustries.com,https://www.lalindustries.com,,usman@lal1999.com,+92 61 6741134,Pakistan,Multan,Lal Industries; lal; Lal Industry; Indus; Lall,Heimtextil 2026
Lale Mefrusat Sanayi Ticaret ve Pazarlama Anonim Sirketi,la-teks.com.tr,https://www.la-teks.com.tr,,info@la-teks.com,+90 212 789 27 07,Türkiye,Istanbul,Jaquard fabric; curtain fabric; woven fabric; knitted fabric; sustainable,Heimtextil 2026
Lalee OHG,lalee.de,https://www.lalee.de,,info@lalee.de,+49 2421 555900,Germany,Düren,"Teppich, Carpet, Tapis, Rug, Hali, Alfombra; Decke, Blanket; Kissen, Cushion; Badematte, Bathmat, Bath mat; Outdoor, Indoor",Heimtextil 2026
Lamacom Group,lamacom.ma,https://www.lamacom.ma,https://fr.linkedin.com/company/lamacom,smili@lamacom.ma,+212 671-231853,Morocco,Nouaceur,cookware; kitchenware; tabelware; cutlery; utensils,Ambiente 2026
Lamart S.r.l.,lamart.it,https://www.lamart.it,,lamart@lamart.it,+39 011 640 8280,Italy,Moncalieri,Porcelain; Ceramic; Design; Gift; Table,Ambiente 2026
"Lameirinho - Indústria Textil, S.A.",lameirinho.pt,https://www.lameirinho.pt,https://pt.linkedin.com/company/lameirinho,marketing@lameirinho.pt,+351 253 422 000,Portugal,Guimaraes,bedlinen; hometextiles; duvet cover; sheets; factory,Heimtextil 2026
LAMELA sp. z o.o.,lamela.pl,https://www.lamela.pl,,biuro@lamela.pl,+48 46 830 96 00,Poland,Lowicz,watering system; garden; balcony troughts; plant pots; flower box,Ambiente 2026
Lami-Ace Corporation,lamiace.com,https://www.lamiace.com,,webmaster@lamiace.com,+82 2-2605-2616,"Korea, the Republic of (South)",Gimpo,LAMINATOR; LAMINATING FILM,Ambiente 2026
Laminats Orient S.L.,laminatesorient.eu,https://www.laminatesorient.eu,https://www.linkedin.com/company/orient-coatings-&-laminates-textile-solutions,orient@laminatesorient.eu,+34 972 86 40 00,Spain,Hostalric,coatings; laminates; technical textiles; waterproof; mattress protector,Heimtextil 2026
Lamoon Fashion,,,,chung@lamoonfashion.com,+852 3575 9225,Hong Kong,Hong Kong,,Apparel Sourcing Paris Spring 2026
Lampa Lights Ltd,lampalights.com,https://www.lampalights.com,,amit@lampalights.com,+972 54-451-1441,Israel,Tel Aviv-Jaffa,LAMPA LIGHTS; HORECA Table lamps; table lamps; interior design; Rechargeable Lamps,Ambiente 2026
Lanerossi Home Textile - Div. of Marzotto Lab S.r.l.,lanerossi.com,https://lanerossi.com/,,info@lanerossi.com,+39 0445 693625,Italy,Valdagno,Lanerossi; Marzotto Group; Italian heritage; Wool blankets; Cashmere throws; Premium quality; Sustainability; Blanket; Throw; Sleeping System,Heimtextil 2026
Lanjia Fashion (Jiaxing),,,,jenny_chao@foxmail.com,+86 138 1909 9445,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
Lanling Textile (Zhangjiagang),,,,carol@lanlingtex.com,+86 51213812876225,China,Zhangjiagang,,Apparel Sourcing Paris Spring 2026
Lansheng Trading (Shaoxing),thechinatailor.com,https://www.thechinatailor.com,,shaoxinglansheng@163.com,+86 575 8864 0289,China,Shaoxing,,Apparel Sourcing Paris Spring 2026
Lares Blechwarenfabrikation GmbH,lares-gmbh.de,https://www.lares-gmbh.de,,info@lares-gmbh.de,+49 7263 4009818,Germany,Waibstadt,"Tortenringe, gateau rings, cercle à tarte; Backen, baking, Einkochen, preserving; Back- und Tortenzubehör, baking equipment; Made in Germany, Dampferzeuger, steam generator; Backformen & Backrahmen, Baking frames, Ausstechformen",Ambiente 2026
Last Road SL,pepitaviajera.com,https://www.pepitaviajera.com,https://www.linkedin.com/company/pepitaviajera/,paco@pepitaviajera.com,+34 655 59 96 70,Spain,Elda,Gifts; Travel; Geschenke; Reisen; Stationery,Ambiente 2026
LASTVA d.o.o.,lastva.rs,https://www.lastva.rs,,nikola.djukanovic@lastva.rs,+381 63 8675538,Serbia,Cacak,notebooks; printing; diaries; agendas; notepads,Ambiente 2026
Latif Textile Mills (Pvt) Ltd.,latif.com.pk,https://latif.com.pk,,info@latif.com.pk,,Pakistan,Karachi,,Heimtextil 2026
Laura Beer Ltd,laurabeer.co.uk,https://www.laurabeer.co.uk,https://www.linkedin.com/in/laura-beer-b64259198,laura@laurabeer.co.uk,+44 7533 318575,Great Britain and Northern Ireland,Radcliffe,,Heimtextil 2026
Lauren Wan Design,laurenwan.com,https://www.laurenwan.com/,https://www.linkedin.com/in/lauren-wan-marca-59a09861,lauren@laurenwan.com,+1 201-218-2868,United States,Demarest New Jersey,Textile Design,Heimtextil 2026
Lauren-Spencer Limited,lauren-spencer.cn,https://www.lauren-spencer.cn,,helen@lauren-spencer.cn,+852 3905 1390,Hong Kong,"Kwun Tong, Kowloon",Geschenkartikel Gifts; Schmuck Jewellery; Strandschmuck Beach Jewellery; Männerschmuck Men's Jewellery; Kinderschmuck Kids Jewellery,Ambiente 2026
LAV / LAV HORECA,lav.com.tr,https://www.lav.com.tr,,events@lav.com.tr,+90 537 317 06 44,Türkiye,Kutahya,Stemware; Tumbler; Glassware; Glass; Beer and Cocktail Glasses,Ambiente 2026
Lava,lavaegypt.com,https://www.lavaegypt.com,,wzayed@lavaegypt.com,+20 109 043 5600,Egypt,Giza,cookware; cast aluminium; ceramic coating; semi products; contract manufacturing; Lava; privat label; non-stick; owenware; die casting,Ambiente 2026
Lava Metal Dokum San. Tic. A.S.,lavametal.com.tr,https://www.lavametal.com.tr,https://www.linkedin.com/company/lavacookware/,erkan.tazegul@lavametal.com.tr,+90 216 312 26 53,Türkiye,Istanbul,cast iron; enameled cast iron; cookware; horeca; cook & serve,Ambiente 2026
Lavanya Design,lavanyadesign.in,https://www.lavanyadesign.in,,pradeep@lavanyadesign.in,+91 98993 35534,India,Saharanpur,Kitchen linen; Throws; Decorative Cushions; Tote Bags; Table linen,Heimtextil 2026
Lavatelli S.r.l.,lavatelli.com,https://www.lavatelli.com/,https://www.linkedin.com/company/lavatelli-s.r.l/,lavatelli@lavatelli.com,+39 011 470 1543,Italy,Torino,Organizer; Gift; backpack; vacuum; Home Organizing,Ambiente 2026
Lavie Imp. & Exp. (Jiaxing),,,,ivan@jx-lavie.com,+86 186 6836 7888,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
Layo Imp. & Exp. (Jiaxing),,,,zyf@layogroup.com,+86 136 0683 2222,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
Layo Imp. & Exp. (Jiaxing),layogarments.com,https://www.layogarments.com,,zyf@layogroup.com,+86 1225997893,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
Layo Imp. & Exp. Group (Jiaxing),layogroup.com,https://www.layogroup.com/part02,,mgf@layogroup.com,+86 573 8207 6669,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
"LBC Trading Vietnam Co., Ltd",,,,vm01@homededp.com,+84 96 237 65 86,Vietnam,Thu dau Mot,,Ambiente 2026
LDS PRODUCTION,lds.mk,https://www.lds.mk,,office@lds.mk,+389 71 260 553,North Macedonia,Shtip,Foam Products; Sleeping Solution; Ergonomic Pillow; Mattress Toppers; Foam Accessories,Heimtextil 2026
Le Cadeau Berbere,,,,artfolk2000@gmail.com,+212 661-312100,Morocco,Marrakech,,Heimtextil 2026
Le Chocolat des Français,lechocolatdesfrancais.fr,https://www.lechocolatdesfrancais.fr,https://www.linkedin.com/company/le-chocolat-des-fran%C3%A7ais,carolina@lechocolatdesfrancais.fr,,France,Paris,Chocolate; Gifts; Artwork; Chocolate bars; Souvenirs,Ambiente 2026
Le Coq Français,le-coq-francais.fr,https://www.le-coq-francais.fr/,https://www.linkedin.com/company/83168619/admin/,commercial@le-coq-francais.fr,+33 7 87 19 02 49,France,Thiers,Knife; Cutlery; Table knife; French; Messer,Ambiente 2026
Le MAS Du Roseau Sarl.,masduroseau.com,https://masduroseau.com/,,,,France,St Chamas,Soap; Cosmetics; Organic; Fragrances; Hand made,Ambiente 2026
LE.GA.S.P.A.,lega.it,https://www.lega.it,https://it.linkedin.com/company/lega-spa,marketing@lega.it,+39 081 786 8111,Italy,Napoli,PLASTIC HOUSEWARES; STORAGE BOXES; FOOD CONTAINERS; RECYCLE BINS; CLEANING,Ambiente 2026
Leaderart Industries (M) Sdn. Bhd.,leaderart.com.my,https://www.leaderart.com.my,,lscheh@leaderart.com.my,+60 7-236 4012,Malaysia,"Johor Bahru, Johor",Permanent Marker; Whiteboard Marker; Office Products; Children Products; Washable Marker,Ambiente 2026
Leaders Export,leadersexport.com,https://www.leadersexport.com,,leadersexport@gmail.com,+91 591 249 1104,India,Moradabad,Statues; Box; Statues; Wall Racks; Box,Ambiente 2026
Leadown Fashion (Jiaxing),chinaleadown.com,https://www.chinaleadown.com,,sherry_shen@leadown.com,+86 573 8268 3386,China,Jiaxing,,Apparel Sourcing Paris Spring 2026
"LEAF TILE Co., Ltd.",leaftile.com,https://www.leaftile.com,,,,"Korea, the Republic of (South)",Gyeongsan-si,LeafHome; sustainable ceramics; nachhaltige Keramik; bathroom accessories; Bad-Accessoires,Ambiente 2026
Leagras (Tianjin) Import & Export Corporation Ltd.,,,,joe.z@leagras.com,,China,Tianjin,Quilted Pillow Cover; Sanitized Pillow; Cooling Blanket; Mattress Protection; PCM Fabric,Heimtextil 2026
"Lealea Enterprise Co., Ltd.",lealeagroup.com.tw,https://www.lealeagroup.com.tw/,,jackson@lealea.com.tw,+886 2 2100 2188,Taiwan,Taipei City,Cool&Dry Nylon Yarn; Flam Retardant PET Yarn; Recycled Solution Dyed Yarn; Recycled PET Yarn; Dyeable Heat Warm Polyester Yarn,Heimtextil 2026
"Leather Mine Co., Ltd.",leathermine.com,https://www.leathermine.com,,,+66 2 432 4888,Thailand,"Bangkruai, Nonthaburi",,Ambiente 2026
LEBER S.r.l.,lebergroup.com,https://www.lebergroup.com,,info@lebersrl.com,+39 030 206 1844,Italy,Castegnato,KITCHEN TOOLS & GADGETS; NON-STICK BAKEWARE,Ambiente 2026
Lebez Spa,lebez.com,https://www.lebez.com/,,info@lebez.com,+39 0522 642410,Italy,Correggio,gift; school; pens; pencil; stationery,Ambiente 2026
Leblon Delienne SAS,leblon-delienne.com,https://www.leblon-delienne.com,https://fr.linkedin.com/company/leblon-delienne,e.carbillet@leblon-delienne.com,+33 6 29 18 22 77,France,Neufchatel-En-Bray,interior design; Designer collaborations Designer-Kooperationen; Exclusive creations Exklusive Kreationen; French design house Französisches Designhaus; Contemporary sculpture Zeitgenössische Skulptur,Ambiente 2026
Lech Fabrics Sp. z o.o.,lechfabrics.com,https://www.lechfabrics.com,https://pl.linkedin.com/company/lech-fabrics,lech@lechfabrics.com,+48 61 817 21 99,Poland,Kostrzyn,Möbelstoffe; Upholstery fabrics; Artificial leather; Printed fabrics; Decorative fabrics,Heimtextil 2026
Ledesma SAAI,ledesma.com.ar,https://www.ledesma.com.ar,,robruiz@ledesma.com.ar,+54 9 11 5844-2601,Argentina,Buenos Aires,Sugarcane; Copy Paper; Sustainability; Natural; Printing,Ambiente 2026
Lee Design Studio,leedesignstudio.kr,https://www.leedesignstudio.kr,,lee.studio@hotmail.com,+82 70-7500-5891,"Korea, the Republic of (South)",Seoul,Textile Design; Wall Decoration,Heimtextil 2026
Lee Tat Handbags Manufactory,leetat.com,https://www.leetat.com,,kennethlee@leetat.com.hk,+852 2773 1001,Hong Kong,"Hung Hom, Kowloon",Wallet; Wallet; Backpack; Backpack; Hangbag,Ambiente 2026
Lee Yuen Housewares Co. Ltd.,lyh.co,https://www.lyh.co,https://www.linkedin.com/company/leeyuen-ltd/,bon.leung@lyh.co,+852 2793 2500,Hong Kong,Kowloon,housewares; baking accessories; hospitality; tea accessories; kitchen gadgets,Ambiente 2026
Leerdam Crisal Glass,lcglass.com,https://www.lcglass.com,,info@lcglass.com,+31 345 671 611,Netherlands,Leerdam,stemware; glassware; cocktail glasses; wine glasses; tumblers,Ambiente 2026
Lefebvre Textile SAS,today.fr,https://www.today.fr,https://www.linkedin.com/company/12657892/admin,gregory.bricout@today.fr,+33 3 20 62 24 18,France,Seclin,Bedlinen; Duvet; Towel; Curtain; Tablecloth,Heimtextil 2026
"Lefph Industrial & Trading Co., Limited",chinalef.com,https://www.chinalef.com,,admin@chinalef.com,+86 351 836 6133,Hong Kong,Kwun Tong,Glassware; Borosilicate Glass; Handmade Glass; Glass Gift; Hand-painted glass,Ambiente 2026
Legami S.p.A. Societa' Benefit,legami.com,https://www.legami.com,,christian.termeer@legami.com,+39 035 534168,Italy,Azzano San Paolo,Notebooks; gifts; Diaries; stationery; Calendars,Ambiente 2026
Legnoart Srl,legnoart.com,https://www.legnoart.com,,info@legnoart.it,,Italy,Milano,"Peppermills, Pfeffermühlen; Cutting boards, Schneidebretter; Cheese knives, Käsemesser, Steak knives , Steakmesser; Corkscrews, Korkenzieher, Decanters, Dekanter; Bread bin, Brotkästen",Ambiente 2026
LEIFHEIT AG,leifheit-group.com,https://www.leifheit-group.com,https://www.linkedin.com/company/1347627/admin/,info@leifheit.com,+49 2604 9770,Germany,Nassau,"Bodenwischer, Wischbezüge; Wäschespinnen, Standtrockner; Fenstersauger, Fensterreiniger; Küchenhelfer, Backzubehör; Bügeltische",Ambiente 2026
Leno Tex,lenotexbd.com,https://www.lenotexbd.com,,maruf@lenotexbd.com,+880 1715-822165,Bangladesh,Dhaka,,Apparel Sourcing Paris Spring 2026
Lenzing AG,lenzing.com,https://www.lenzing.com,https://www.linkedin.com/company/lenzinggroup,infomarketing@lenzing.com,+43 7672 7010,Austria,Lenzing,fibers; sustainability; circularity; bed; TENCEL,Heimtextil 2026
Leo Rugs,leorugs.com,https://leorugs.com/,,a.hamed@leorugsco.com,,Egypt,10th of Ramadan,rugs ; Matt; scatter ; carpet;  printed,Heimtextil 2026
Leone srl,leonehoreca.com,https://www.leonehoreca.com,https://www.linkedin.com/company/leone-srl/,export@leonehoreca.com,+39 0545 24262,Italy,Lugo,Melamine; Buffet ware; Bamboo & Acacia tableware; Risers & displays; Take-away palm leaf & Sugarcane plates,Ambiente 2026
Les Artistes Paris Maxili SAS,lesartistesparis.com,https://www.lesartistesparis.com,https://fr.linkedin.com/company/les-artistes-paris,export@lesartistesparis.com,+33 1 76 71 07 07,France,Paris,stainless steel bottles; thermal flasks; travel mug; insulated bottles; thermos bottles,Ambiente 2026
LES JARDINS DE LA COMTESSE,lesjardinsdelacomtesse.com,https://www.lesjardinsdelacomtesse.com,,herve@ljcinternational.com,+33 1 41 38 26 62,France,Suresnes,picnic basket; outdoor; tableware; backpack; tablecloth,Ambiente 2026
LES SECRETS DE LEONTINE,lessecretsdeleontine.fr,https://lessecretsdeleontine.fr/fr/,https://www.linkedin.com/company/les-secrets-de-l%C3%A9ontine/,gregory@cbstock.fr,+33 6 29 28 05 70,France,Villeneuve D'Ascq,Home care / Häusliche Pflege; Cleaning products / Reinigungsprodukte; Household products / Haushaltsprodukte; Laundry products / Wäscheprodukte; Natural ingredients / Natürliche Inhaltsstoffe,Ambiente 2026
Les Ventes Murray Inc,msc-international.com,https://www.msc-international.com,,customerservice@msc-international.com,+1 514-781-7926,Canada,Saint-Laurent,Kitchen Gadgets; Novelty; Food Storage; Cleaning; Impulse,Ambiente 2026
Letshelter Srl,letshelter.com,https://letshelter.com/,https://www.linkedin.com/company/letshelter/,hello@letshelter.com,+39 349 459 4233,Italy,Bassano del Grappa,ceramic hooks; radiator hooks; towel holders; Keramikhaken; Heizkörperhaken,Ambiente 2026
LEUCHTTURM1917 GmbH,leuchtturm1917.de,https://www.leuchtturm1917.de,,info@leuchtturm.com,,Germany,Geesthacht,Notizbücher; notebooks; Schreibgeräte; pens; Kalender,Ambiente 2026
Levina Industrial,,,,don@levina.com,+852 9384 0208,Hong Kong,Hong Kong,,Apparel Sourcing Paris Spring 2026
Lexi Home LLC,lexihome.com,https://www.lexihome.com,,bunty@lexihome.com,+1 310-533-1177,United States,Torrance California,,Ambiente 2026
Lexon Hali Dis Ticaret Anonim Sirketi,,,,,,Türkiye,Istanbul,,Heimtextil 2026
Lexsz Plastics Ltd.,lexsz.com,https://www.lexsz.com,,info@lexsz.com,+234 911 456 6379,Nigeria,Mowe,Fiber; PET Flakes; Polyester staple fibers; Recycled; rPET,Heimtextil 2026
"Li Peng Enterprise Co., Ltd.",lipeng.com.tw,https://www.lipeng.com.tw,,crystal@lipeng.com.tw,+886 2210021882246,Taiwan,Taipei City,Curtains; Sheet Fabrics; Tablecloths Fabrics; Recycle; Sofa Fabrics,Heimtextil 2026
Liana Création Madagascar,liana-creation-artisanat.com,https://www.liana-creation-artisanat.com,,lianahanta@hotmail.com,+261 33 15 064 59,Madagascar,Antananarivo,Handcrafted Raffia Products; Raffia Home Décor; Fair Trade Home Accessories; Sustainable Artisanal Products; Ethical Artisan Creations,Ambiente 2026
Liang Yi Xuan Ying Fashion,,,,p3t123456@163.com,+852 6859 4476,Hong Kong,Hong Kong,,Apparel Sourcing Paris Spring 2026
Lianxing Packing Products (Guangzhou),hklianxing.com,https://WWW.HKLIANXING.COM,,flora@hklianxing.com,+86 20 3627 8318,China,Guangzhou,,Apparel Sourcing Paris Spring 2026
"Lianyungang Jindian Textile Technology Co., Ltd.",yingyoutextile.en.alibaba.com,https://yingyoutextile.en.alibaba.com,,suki@jindiantextile.com,,China,Lianyungang Jiangsu,"Blanket ; Throw ; Decorative cushions ; Travel blankets, rugs ; Blankets for children",Heimtextil 2026
"Liaocheng Rongxin Trading Co., Ltd.",,,,,,China,Liaocheng Shandong,"Bed, Bath & Living",Heimtextil 2026
"Liaocheng Xinxing Shangyu Feather Products Co., Ltd.",,,,,,China,Liaocheng Shandong,Feather; Down; Down Comforter; RDS Certificate; RDS Certificate,Heimtextil 2026
"Liaoning Yimeng ZiWang Carpet Co., Ltd.",ymzt.com,https://www.ymzt.com,,helen@ymzt.com,+86 419 239 0988,China,Liaoyang,door mat;  runner rugs; non-slip mat;  ;,Heimtextil 2026
Libeco NV,libeco.be,https://www.libeco.be,,info@libeco.be,+32 51 48 89 21,Belgium,Meulebeke,Linen & Hemp; Sheers; Upholstery fabrics; Decorative fabrics; Linen for technical applications,Heimtextil 2026
Liberta / Inthebox (Maison),maison.gr,https://maison.gr/,https://www.linkedin.com/company/maison-concept-objet/,lili@liberta.com.gr,+30 261 036 1680,Greece,Patras,Furniture; Deco; Paintings; Outdoor furniture; Sofas,Ambiente 2026
Liberty Mills Ltd.,libertymillslimited.com,https://www.libertymillslimited.com,https://www.linkedin.com/company/liberty-mills-limited,muneer.ahmed@libertymillslimited.com,+92 21 32578103,Pakistan,Karachi,Sustainable; Climate Concious; Women Empowerment; Comfort; Functional,Heimtextil 2026
Lichen Garment & Accessories (Shengzhou),lichengarment.en.alibaba.com,https://lichengarment.en.alibaba.com,,candy@lichen-sz.com,+86 139 6751 9350,China,Shaoxing,,Apparel Sourcing Paris Spring 2026
Life Style India,lifestylesindia.net,https://www.lifestylesindia.net,,virender@lifestylesindia.net,+91 94160 18526,India,Panipat,Bath Mats; Carpets and rugs; Braided rugs; Baskets; Dhurry,Ambiente 2026
"Lifefun International Trade Co., Limited",rainbowhomefashion.com,http://rainbowhomefashion.com,,zj@rainbow555.com,+86 515 8352 5257,Hong Kong,Kowloon,comforter; Sheet set; Sofa protector; cushions; biab,Heimtextil 2026
Lifetime Brands Europe Ltd.,lifetimebrandseurope.com,https://www.lifetimebrandseurope.com,,saleseu@lifetimebrands.com,+44 121 604 6000,Great Britain and Northern Ireland,Birmingham,Bakeware; Kitchenware; Dinnerware; Kitchen Tools & Gadgets; Serveware,Ambiente 2026
Liffy Industry Ltd.,liffy.hk,https://www.liffy.hk,,berrychow@liffy.hk,+852 2338 9779,Hong Kong,"Cheung Sha Wan, Kowloon",Wall Décor; Candle Holder; Side table; Home Décor,Ambiente 2026
Lighten Up Life Inc.,ltuplife.com,https://www.ltuplife.com,,joseph@ltuplife.com,+1 929-388-7666,United States,New York,Wine Glasses; Candle holder; Coffee Maker; Whiskey Glasses; Plates and Bowls,Ambiente 2026
Lightmakers B.V. Light & Living,light-living.de,https://www.light-living.de,,info@light-living.com,+31 71 361 5576,Netherlands,Noordwijk,,Ambiente 2026
"Lika Enterprises Group, Inc.",lika-enterprises-group.com,https://www.lika-enterprises-group.com,,likaenterprises@hotmail.com,+1 773-814-1588,United States,Chicago Illinois,Ceramic; Glassware; Cup; Crystal Glass,Ambiente 2026
"Like-it Co., Ltd.",likestore.like-it.jp,https://likestore.like-it.jp/,,likeit_oversea@yoshikawakuni.co.jp,+81 745-77-3225,Japan,"Katsuragi, Nara",Storage; Kitchen; Gift; Sustainable; Eco-friendly,Ambiente 2026
LILI GRAFFITI Sarl,liligraffiti.fr,https://www.liligraffiti.fr,https://www.linkedin.com/in/lili-graffiti-955068258,nathalie@liligraffiti.fr,+33 3 66 97 96 06,France,Ronchin,Textile Design,Heimtextil 2026
"Liling Gaodeng Ceramic Industry Co., Ltd.",chinaceramicmug.com,https://www.chinaceramicmug.com,,kelly.xie@lilingceramics.com,,China,Zhuzhou Hunan,ceramic mug; dinnerware; promotion mug; gift mug; ceramic tea pot,Ambiente 2026
"Liling Guanqian Ceramic Manufacture Co., Ltd.",llguanqian.com,https://www.llguanqian.com,,manager@llguanqian.com,,China,Zhuzhou Hunan,ceramic dinnerware; ceramic tableware; ceramic mug; ceramic bowl; ceramic plate,Ambiente 2026
Liling Jingtao Ceramic Corporation Ltd.,jtceramic.com,https://www.jtceramic.com,,sales@jtceramic.com,,China,"Liling, Jiangsu Hunan",porcelain mug; general ceramic; dinner set; ceramic mug; porcelain,Ambiente 2026
"Liling Kaiwei Ceramic Co., Ltd.",kaiweiceramic.com,http://www.kaiweiceramic.com,,livy@hnkaiwei.cn,,China,Zhuzhou Hunan,Ceramics; dinnerware; coffee mug,Ambiente 2026
"Liling Kalring Household Ceramics Co., Ltd.",kalring.com,https://www.kalring.com,,menucai@kalring.com,,China,"Zhuzhou, Hunan",ceramic mug; ceramic coffee cup; ceramic dinnerware; ceramic teapot; ceramic cup with saucer,Ambiente 2026
"Liling Liangsheng Ceramic Manufacture Co., Ltd.",liangshengceramic.com,https://www.liangshengceramic.com,,,,China,Zhuzhou Hunan,ceramic mug; ceramic bowl; ceramic cup; Dinnerset; mug,Ambiente 2026
"Liling Rongxiangceramic Co., Ltd.",rongxiangceramic.com.cn,https://www.rongxiangceramic.com.cn,,rongxiangceramic@vip.163.com,,China,Zhuzhou Hunan,"CERAMIC MUG,CUP, BOWL,PLATE; PORCELAIN MUG, CUP,BOWL,PLATE; CERAMIC DINNERWARE; CERAMIC COFFEE MUG,CUP; PORCELAIN DINNERWARE",Ambiente 2026
"Liling Top Collection Industrial Co., Ltd.",topcollection.com.cn,https://www.topcollection.com.cn,,trade@topcollection.com.cn,,China,Liling Hunan,dinnerware; stoneware; ceramic; tableware; ceramic mugs,Ambiente 2026
Lime Tree Design,limetreecollection.com,https://www.limetreecollection.com,,studio@limetreecollection.com,+44 1636 894043,Great Britain and Northern Ireland,Newark,Pyjamas; Handkerchief; Lavender sachet; Cotton Robe; Jewellery,Ambiente 2026
LINARI GmbH,linari.com,https://www.linari.com,,info@linari.com,+49 40 756685000,Germany,Hamburg,"Room Fragrances, Raumdüfte, Parfums d'ambiance; Eaux des Parfums, Perfume, EdP, Eau de Parfum; Room Spray, Raumspray, vaporisateur d'ambiance; Scented candles, Duftkerzen, Kerzen, Candles, bougies, bougies parfumées",Ambiente 2026
Linc Limited,linclimited.com,https://www.linclimited.com,https://www.linkedin.com/company/linc-pen-,exportsales@linclimited.com,+91 33 6826 2100,India,"Kolkata, West Bengal",Ball pen; Gel Pen; Writing Instruments; Stationery; Office Supplies,Ambiente 2026
LIND DNA,linddna.com,https://www.linddna.com,,info@linddna.com,+45 31 12 29 26,Denmark,Aarhus,Recycled leather; Tabletop Products; Interior; Hospitality; Table Mat; Decoration; Danish Design; Tray; Menu Folder; Placemat,Ambiente 2026
"Lindauer Schreibgeräte & Lesehilfen, Ludwig Lipp GmbH",lindauer.li,https://www.lindauer.li,,info@lindauer.li,+49 8382 6208,Germany,Lindau (Bodensee),Schreibgeräte; Füllfederhalter; Kugelschreiber; Lesehilfen; Lindauer,Ambiente 2026
LINDER SA,linder.fr,https://www.linder.fr,https://www.linkedin.com/company/linder-sa,linder@linder.fr,+33 4 74 63 99 66,France,Violay,Decorative fabrics; Flame-retardant; Outdoor; Industrial weaver; ready-made,Heimtextil 2026
Lindocastelli S.r.l.,lindocastelli.it,https://www.lindocastelli.it,https://www.linkedin.com/company/plesk,jorida.shabanaj@lindocastelli.it,+39 349 124 0024,Italy,San Paolo d'Argon,,Ambiente 2026
Lineasette S.A.S. Di Emanuele Bucco & C.,lineasette.com,https://www.lineasette.com,,emanuele@lineasette.com,+39 0424 75487,Italy,Marostica,Ceramics; Bespoke; Design; Made in Italy; Outdoor,Ambiente 2026
Linee Design & Production Srl,nevaposateriacreativa.it,https://www.nevaposateriacreativa.it,,marina@lineedesign.it,+39 030 871802,Italy,Lumezzane,MADE IN ITALY CUTLERY; DECORATED CUTLERY; COLORED CUTLERY; KITCHEN UTENSILS; CUSTOM CUTLERY,Ambiente 2026
Linen and More India Private Limited,lamlinen.com,https://www.lamlinen.com,,senthil@lamlinen.com,+91 95663 80568,India,Tirupur,Bedlinen; Duvet Cover; Sheet Set & Mattress Protector; Bettwäsche; Blankets & Throws,Heimtextil 2026
Linen Home,linenhome.com.pk,https://www.linenhome.com.pk,,ahsan@linenhome.com.pk,+92 41 8766411,Pakistan,Faisalabad,Bedding; Home textiles; Fabrics; Hotel Linen; Ready Made Curtain,Heimtextil 2026
LinenMe,linenme.com,https://www.linenme.com,,info@linenme.com,+370 686 00856,Lithuania,Vilnius,linen tablecloth; linen towels; linen bedding; linen curtains; throws and blankets,Ambiente 2026
"Lineplus Co., Ltd.",lineplus.com,https://www.lineplus.com,,lineplus@lineplus.com,+82 31-907-9861,"Korea, the Republic of (South)","Danyang-gun, Chungcheongbuk-do",Marker; Ball point pen; Writing Instrument; Highlighter; Fabric Marker,Ambiente 2026
Lines And Designs,linesndesigns.in,https://www.linesndesigns.in,,linesndesignspnp@gmail.com,+91 99960 14056,India,Karnal,,Heimtextil 2026
Lingzhi Garment (Shanghai),,,,jenniferzhu@high-pink.com,+86 135 1683 1102,China,Shanghai,,Apparel Sourcing Paris Spring 2026
Linkfair Household (HK) Limited,linkfair.com,https://www.linkfair.com,,info@linkfair.com,+852 2770 9313,Hong Kong,"Sha Tin, New Territories",pan; cookware; MAKE COOKING A PLEASURE; kitchen; Pot,Ambiente 2026
"Linshu Qinglang Arts & Crafts Co., Ltd.",qlbasket.com,https://www.qlbasket.com,,monty@qlbasket.com,+86 539 626 0778,China,Linyi Shandong,Storage baskets; Flower pot; Gift basket; Laundry baskets; Fileplae baskets,Ambiente 2026
"Linshu Teng AO Arts & Crafts Co., Ltd.",teng-ao.com,https://www.teng-ao.com,,artware@teng-ao.com,,China,Linyi Shandong,basket; willow; packing; gift; household,Ambiente 2026
Linuo Pharmaceutical Packaging (Hong Kong) Limited,linuo-pharma.com,https://www.linuo-pharma.com,,unachen@linuo-glass.com,+86 189 0544 8030,Hong Kong,"Tsim Sha Tsui, Kowloon",Glass Food Storage Container; Glass Baking Dish; Glass Mixing Bowl; Glass Measuring Cup; Glass Food Storage Canister,Ambiente 2026
