Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes,Fair,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Clinical Sciences Exchange ClinSciX on August 27, 2026 in Sydney, Australia - Conference Index","Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Location:  Sydney, Australia",,"Oncology, Nursing, Nuclear Medicine, Nephrology, Infectious Diseases, Immunology, Occupational Medicine, Hematology, Laboratory Medicine, Geriatrics, Veterinary Medicine, Emergency Medicine, Ophthalmology, Dermatology, Orthopedics, Dentistry, Gynecology, Cardiology, Pediatrics, Gastroenterology, Family Medicine, Pulmonology, Urology, Pharmacy, Medical, Dental, Health, Internal Medicine, Healthcare, Public Health, Microbiology, Epidemiology, Surgery, Forensic Medicine, Medicine, Anesthesia, Psychiatry, Sports Medicine, Pathology, Radiology, Neurology, Rehabilitation Medicine, Obstetrics, Anesthesiology, Endocrinology",partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8 9,1 2 3 4 5 6 7 8 9,,,https://conferenceindex.org/event/international-conference-on-environmental-microbiology-icem-2026-may-istanbul-tr,International Conference on Environmental Microbiology (ICEM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sustainability education environmental compliance natural resources management carbon dioxid",100,Hot,,,"International Conference on Environmental Microbiology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to presen | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-control-systems-and-transportation-engineering-iccste-2026-may-istanbul-tr,International Conference on Control Systems and Transportation Engineering (ICCSTE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: robust control automatic control control systems intelligent control control engineering Des",90,Hot,,,"International Conference on Control Systems and Transportation Engineering scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-agricultural-technology-and-precision-agriculture-icatpa-2026-may-rome-it,International Conference on Agricultural Technology and Precision Agriculture (ICATPA),Organizer,iry farming methods and technologies Agricultural machinery Precision agriculture Food science and technology Automation technology Farming vehicles and fuels Livestock t,90,Hot,,,"International Conference on Agricultural Technology and Precision Agriculture scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pract | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Agricultural Technology and Precision Agriculture ICATPA on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Agricultural Technology and Precision Agriculture scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Agroinformatics, Precision Livestock Farming, Agricultural Innovation, Precision Agriculture, Precision Farming, Smart Farming, Biosystems Engineering, Agricultural Engineering, Aquaculture Technology, Sustainable Agriculture",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-integrated-and-human-geography-icihg-2026-may-rome-it,International Conference on Integrated and Human Geography (ICIHG),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: early modern history applied social psychology hume family dynamics family relationships cul",90,Hot,,,"International Conference on Integrated and Human Geography scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Integrated and Human Geography ICIHG on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Integrated and Human Geography scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Early Modern History, Applied Social Psychology, Hume, Family Dynamics, Family Relationships, Cultural Geography, British History, Ageism, Employee Engagement, Job Analysis, Medical Sociology, Occupational Science, Tranng  Development, The Human Environment, Social Sciences, Social Development, Questions of Identity, Peacebuilding and Development, Human Migration, Human Development, Family Studies, Marriage and Couples, Pregnant Women, Families",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-oil-reserves-and-energy-systems-icores-2026-may-rome-it,International Conference on Oil Reserves and Energy Systems (ICORES),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: grids Description Organization Geopolitics of oil and natural gas Oil and gas transportation",90,Hot,,,"International Conference on Oil Reserves and Energy Systems scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to presen | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Oil Reserves and Energy Systems ICORES on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Oil Reserves and Energy Systems scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,Grids,partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-cognitive-psychology-and-neuroscience-iccpn-2026-may-istanbul-tr,International Conference on Cognitive Psychology and Neuroscience (ICCPN),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: cognitive computing neuron neuroinformatics neurocomputing cognitive development systems neu",90,Hot,,,"International Conference on Cognitive Psychology and Neuroscience scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-bioenergy-biogas-and-biogas-production-icbbbp-2026-may-rome-it,"International Conference on Bioenergy, Biogas and Biogas Production (ICBBBP)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: wood microbiology geomicrobiology Description Organization Objectives of producing and using",90,Hot,,,"International Conference on Bioenergy, Biogas and Biogas Production scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners t | Industry: Robotics | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Bioenergy, Biogas and Biogas Production ICBBBP on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Bioenergy, Biogas and Biogas Production scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Wood Microbiology, Geomicrobiology",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-precision-agriculture-and-crop-monitoring-icpacm-2026-may-rome-it,International Conference on Precision Agriculture and Crop Monitoring (ICPACM),Organizer,agronomy agrometeorology agriculture agricultural machinery agricultural entomology agricultural engineering entomology growing indigenous assets crop science Description,90,Hot,,,"International Conference on Precision Agriculture and Crop Monitoring scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Precision Agriculture and Crop Monitoring ICPACM on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Precision Agriculture and Crop Monitoring scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Agricultural machinery Precision agriculture around the world Crop science Environmental protection Improve decision-making Foster greater traceability Prescriptive planting Geolocation of data Observing, measuring and responding to inter and intra-field variability in crops Characterizing variability Decision-making – two strategies for dealing with variability Implementing practices to address variability Economic and environmental impacts Satellite crop monitoring Multi- and hyper-spectral aerial Precision livestock farming",,"Economic Entomology, Applied Entomology, Plant Production, Agrophysics, Icelandic Agriculture, Horttechnology, Hortscience, Pasture Science, Developmental Rural Studies, Entomological, Enology and Viticulture, Allelopathy, Beekeeping, Integrative Agriculture, New Crops, Crop Management, Crop Genetics, Agricultural Biodiversity, Agroinformatics, Integrated Pest Management, Precision Livestock Farming, Agricultural Innovation, Farm Management, Agricultural Policy, Precision Agriculture, Agricultural Education, Soil Erosion, Organic Farming, Precision Farming, Smart Farming, Wheat, Nursery, Food Traceability, Food Production, Pest Management, Food Security, Biosystems Engineering, Agronomy, Agrometeorology, Agriculture, Agricultural Machinery, Agricultural Entomology, Agricultural Engineering, Entomology, Growing Indigenous Assets, Crop Science",partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-early-childhood-development-and-science-education-icecdse-2026-may-istanbul-tr,International Conference on Early Childhood Development and Science Education (ICECDSE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: educational psychology early childhood child development science education early interventio",90,Hot,based instruction Funding and publishing the scholarship of teaching and learning Creating domain specific pedagogy Civi,,"International Conference on Early Childhood Development and Science Education scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-instructions-and-effective-education-strategies-iciees-2026-may-singapore-sg,International Conference on Instructions and Effective Education Strategies (ICIEES),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: education innovation distance learning distance education digital learning educational psych",90,Hot,based instruction Funding and publishing the scholarship of teaching and learning Creating domain specific pedagogy Civi,,"International Conference on Instructions and Effective Education Strategies scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and universit | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Instructions and Effective Education Strategies ICIEES on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Instructions and Effective Education Strategies scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Education Innovation, Distance Learning, Distance Education, Digital Learning, Educational Psychology, Instructional Design, Learning Technology, Curriculum Development, Student Centered Learning, Collaborative Learning, Classroom Management, Cooperative Learning, Problem Solving, Blended Learning, Teacher Training, Educational Planning, Teaching Tools, Teaching Capability, Teaching and Learning, Teacher Education, Student Engagement, Pedagogy, Online Learning, Learning Theory, Elearning, Educational Technologies, Educational Systems, Educational Strategies, Education Research, Education Reform",partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-humanities-languages-and-social-sciences-ichlss-2026-may-istanbul-tr,"International Conference on Humanities, Languages and Social Sciences (ICHLSS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sport history hermeneutics comparative religion critical thinking english literature politic",90,Hot,,,"International Conference on Humanities, Languages and Social Sciences scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-advanced-teaching-instructions-icati-2026-may-singapore-sg,International Conference on Advanced Teaching Instructions (ICATI),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: employment counseling biological education educational studies in mathematics educational cu",90,Hot,based instruction Funding and publishing the scholarship of teaching and learning Creating domain specific pedagogy Civi,,"International Conference on Advanced Teaching Instructions scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners t | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Advanced Teaching Instructions ICATI on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Advanced Teaching Instructions scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Employment Counseling, Biological Education, Educational Studies in Mathematics, Educational Culture, Educational Philosophy, Preschool Education, Physiology Education, Chemical Education, Euro-global Conference on Pediatrics and Neonatology, Psychiatric Education, Psychoeducation, Christian Education, Future of Education, Knowledge Transfer, Rural Education, Human Rights Education, Biology Education, Vocational Education, Environmental Education, Physics Education, Curriculum Development, Engineering Education, Health Education, Patient Education, Classroom Management, Nurse Education, Training, Statistics Education, Social Work Education, Elementary Education, Blended Learning, Information Literacy, Academic Education, Special Needs Education, Dance Education, Organizational Learning, Medical Education, Language Teaching, Knowledge, Education Systems, Youth, Teaching Tools, Teaching Capability, Teaching and Learning, Teaching, Student, Science Education, School Age Intervention, Research and Education, Religious Education, Philosophy of Education, Pedagogy, Music Education, Media Education Research, Mathematics Education, Learning Theory, Learning, Language Teacher Education, Islamic Education, History of Education, Higher Education Teaching, Higher Education Strategy, Higher Education, Educational Systems, Educational Sciences, Educational Science, Educational, Education Innovation, Education and Society, Education, Distance Education, Curriculum, Creative Education, Educational Psychology, Healthcare Education, Practice, Nursing Education",partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-energy-efficiency-and-renewable-energy-iceeret-2026-may-istanbul-tr,International Conference on Energy Efficiency and Renewable Energy (ICEERET),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: artificial photosynthesis thermal mass biogas biodiesel engineering green energy Description",90,Hot,,,"International Conference on Energy Efficiency and Renewable Energy scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-dentistry-and-oral-health-icdoh-2026-may-rome-it,International Conference on Dentistry and Oral Health (ICDOH),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: pediatric dentistry dental science periodontology endodontics esthetic dentistry prosthodont",90,Hot,,,"International Conference on Dentistry and Oral Health scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present rese | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Dentistry and Oral Health ICDOH on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Dentistry and Oral Health scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Pediatric Dentistry, Dental Science, Periodontology, Endodontics, Esthetic Dentistry, Prosthodontics, Cosmetic Dentistry, Oral Oncology, Oral Pathology, Oral Health, Dentistry, Dental",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-virtual-rehabilitation-icvr-2026-may-rome-it,International Conference on Virtual Rehabilitation (ICVR),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: wearable design embodied rehabilitation engineering assistive technology Description Organiz",90,Hot,,,"International Conference on Virtual Rehabilitation scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present researc | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Virtual Rehabilitation ICVR on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Virtual Rehabilitation scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Wearable Design, Embodied, Rehabilitation Engineering, Assistive Technology",partial
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-architecture-building-and-civil-engineering-icabce-2026-may-singapore-sg,"International Conference on Architecture, Building and Civil Engineering (ICABCE)",Organizer,Technology Science Architectural Environment and Equipment Engineering Green Building Materials Ecological Architecture Computers in Architecture Sustainable Architectur,100,Hot,,,"International Conference on Architecture, Building and Civil Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Architecture, Building and Civil Engineering ICABCE on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Architecture, Building and Civil Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Architectural Conservation, Building Engineering, Building Information Modelling, Fire Safety Engineering",partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-science-cybersecurity-and-information-technology-iccscit-2026-may-istanbul-tr,"International Conference on Computer Science, Cybersecurity and Information Technology (ICCSCIT)",Organizer,"n Computer Science, Cybersecurity and Information Technology ICCSCIT on May 04-05, 2026 in Istanbul, Turkey - Conference Index Conference Index Submit Your Event for FREE",90,Hot,,,"International Conference on Computer Science, Cybersecurity and Information Technology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and un | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-zoology-and-wild-animals-iczwa-2026-may-singapore-sg,International Conference on Zoology and Wild Animals (ICZWA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: zoology wildlife medicine venomous animals theriology primatology mammalogy ethology avian p",90,Hot,,,"International Conference on Zoology and Wild Animals scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pres | Industry: AI | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Zoology and Wild Animals ICZWA on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Zoology and Wild Animals scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Zoology, Wildlife Medicine, Venomous Animals, Theriology, Primatology, Mammalogy, Ethology, Avian Pathology, Avian Diseases, Avian Conservation, Animal Welfare, Animal Science, Animal Behavior",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-oral-health-and-maxillofacial-surgery-icohms-2026-may-rome-it,International Conference on Oral Health and Maxillofacial Surgery (ICOHMS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: reconstructive surgery orthodontics oral surgery implantology dental radiology dental implan",90,Hot,,,"International Conference on Oral Health and Maxillofacial Surgery scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Oral Health and Maxillofacial Surgery ICOHMS on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Oral Health and Maxillofacial Surgery scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Reconstructive Surgery, Orthodontics, Oral Surgery, Implantology, Dental Radiology, Dental Implants, Dental Biomaterials",partial
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-artificial-neural-networks-systems-icanns-2026-may-singapore-sg,International Conference on Artificial Neural Networks Systems (ICANNS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: human-machine interaction cyber-physical systems (cps) Description Organization Artificial N",100,Hot,,,"International Conference on Artificial Neural Networks Systems scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Artificial Neural Networks Systems ICANNS on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Artificial Neural Networks Systems scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Human-machine Interaction, Cyber-physical Systems (cps)",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-aesthetics-ica-2026-may-rome-it,International Conference on Aesthetics (ICA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: aesthetic education german literature cultural axiology kansei engineering theoretical philo",90,Hot,,,"International Conference on Aesthetics scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities | Industry: AI | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Aesthetics ICA on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Aesthetics scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Aesthetic Education, German Literature, Cultural Axiology, Kansei Engineering, Theoretical Philosophy, Photography, Philosophy, Islamic Arts and Cinema, Global Contemporary Art, Film Studies",partial
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-physical-therapy-science-and-novel-physiotherapies-icptsnp-2026-may-singapore-sg,International Conference on Physical Therapy Science and Novel Physiotherapies (ICPTSNP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sport medicine physical health physical fitness kinesiology human movement exercise science",90,Hot,,,"International Conference on Physical Therapy Science and Novel Physiotherapies scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and univer | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Physical Therapy Science and Novel Physiotherapies ICPTSNP on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Physical Therapy Science and Novel Physiotherapies scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Sport Medicine, Physical Health, Physical Fitness, Kinesiology, Human Movement, Exercise Science, Adapted Physical Activity, Sports Injury, Sports Physiotherapy",partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-composite-structures-iccs-2026-may-istanbul-tr,International Conference on Composite Structures (ICCS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: polymer nanocomposites polymer materials piezoelectric materials multifunctional materials m",90,Hot,,,"International Conference on Composite Structures scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present rese | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-psychiatry-icp-2026-may-singapore-sg,International Conference on Psychiatry (ICP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: attention disorders group psychotherapy community mental health comprehensive psychiatry cog",90,Hot,,,"International Conference on Psychiatry scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research a | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Psychiatry ICP on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Psychiatry scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Attention Disorders, Group Psychotherapy, Community Mental Health, Comprehensive Psychiatry, Cognitive Psychotherapy, Orthopsychiatry, Sexual Behavior, Neuropsychobiology, Fluency Disorders, Addictive Behaviors, Mental Illness, Social Psychiatry, Military Psychiatry, Environmental Psychiatry, Global Mental Health, Cultural Psychiatry, Community Psychiatry, Psychiatric Social Work, Personality Disorders, Obsessive-compulsive Disorder (ocd), Bipolar Disorder, Schizophrenia, Mood Disorders, Cognitive Psychiatry, Biopsychosocial Model, Art Therapy, Military Psychology, Physical Abuse, Sexual Boundaries, Mental Health and Law, Clinical Hypnosis, Neuropsychiatry, Depression, Energy Psychology, Psychopathology, Behavioral Disorders, Behavioral Health, Addiction, Intellectual Disabilities, Psychotherapy, Psychology, Mental Health, Medical Psychology",partial
