Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-manufacturing-information-and-industrial-engineering-icmiie-2026-may-rome-it,"International Conference on Manufacturing, Information and Industrial Engineering (ICMIIE)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering technology production research manpower invention disclosure test industry remot",90,Hot,,,"International Conference on Manufacturing, Information and Industrial Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-molecular-biotechnology-and-bioinformatics-icmbb-2026-may-rome-it,International Conference on Molecular Biotechnology and Bioinformatics (ICMBB),Organizer,"International Conference on Molecular Biotechnology and Bioinformatics ICMBB on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Ev",90,Hot,,,"International Conference on Molecular Biotechnology and Bioinformatics scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-materials-science-engineering-and-manufacturing-icmsem-2026-may-rome-it,"International Conference on Materials Science, Engineering and Manufacturing (ICMSEM)",Organizer,"anufacturing Technology Manufacturing Systems and Equipment Automation, Control and Information Technology Manufacturing Engineering Manufacturing system and simulation M",90,Hot,,,"International Conference on Materials Science, Engineering and Manufacturing scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practi | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-mechanical-aeronautical-and-automotive-engineering-icmaae-2026-may-rome-it,"International Conference on Mechanical, Aeronautical and Automotive Engineering (ICMAAE)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: computational fluid mechanics aerospace division aerospace design actuators solid mechanics",90,Hot,,,"International Conference on Mechanical, Aeronautical and Automotive Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-mechanical-and-biomedical-engineering-icmbe-2026-may-rome-it,International Conference on Mechanical and Biomedical Engineering (ICMBE),Organizer,ology biomedical electronics cell therapy medical devices bioelectrical engineering microneedles biomedical sensors biomedical robotics cancer nanotechnology biomedicine,90,Hot,,,"International Conference on Mechanical and Biomedical Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Ophthalmology (ICCEO) -,"World Academy of Science, Engineering and Technology",IT,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-medical-science-technology-and-engineering-icmste-2026-may-rome-it,"International Conference on Medical Science, Technology and Engineering (ICMSTE)",Organizer,"Biomechanics Therapeutic and Diagnostic Systems, Devices and Technologies, Clinical Engineering Healthcare Information Systems,Telemedicine Bioinformatics and Biological",100,Hot,"HQM) - London, United Kingdom May 18, 2026 International Conference on Public Health (ICPH) - London, United Kingdom Aug",,"International Conference on Medical Science, Technology and Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-physics-mathematics-and-computer-science-icpmcs-2026-may-rome-it,"International Conference on Physics, Mathematics and Computer Science (ICPMCS)",Organizer,"ation Protection and Safety Issues Semiconductors devices and Photonics, Opto-electronics, Quantum Electronics Soft and granular matter Solid State Physics Surfaces, Inte",90,Hot,,,"International Conference on Physics, Mathematics and Computer Science scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-engineering-and-technology-management-icetm-2026-may-istanbul-tr,International Conference on Engineering and Technology Management (ICETM),Organizer,"International Conference on Engineering and Technology Management ICETM on May 04-05, 2026 in Istanbul, Turkey - Conference Index Conference Index Submit Your Event",90,Hot,,,"International Conference on Engineering and Technology Management scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-pharmaceutical-science-technology-and-engineering-icpste-2026-may-rome-it,"International Conference on Pharmaceutical Science, Technology and Engineering (ICPSTE)",Organizer,"ternational Conference on Pharmaceutical Science, Technology and Engineering ICPSTE on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Even",90,Hot,,,"International Conference on Pharmaceutical Science, Technology and Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university prac | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-software-science-and-technology-icsst-2026-may-rome-it,International Conference on Software Science and Technology (ICSST),Organizer,"International Conference on Software Science and Technology ICSST on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Event for FREE Confer",90,Hot,,,"International Conference on Software Science and Technology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to presen | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-social-network-analysis-and-mining-icsnam-2026-may-rome-it,International Conference on Social Network Analysis and Mining (ICSNAM),Organizer,"zation Adoption of new services on social network platforms Agent based social simulation, agent based computational models Anomaly detection in social network evolution",90,Hot,,,"International Conference on Social Network Analysis and Mining scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pre | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-pharmacology-and-pharmaceutical-technology-icppt-2026-may-rome-it,International Conference on Pharmacology and Pharmaceutical Technology (ICPPT),Organizer,"nal Conference on Pharmacology and Pharmaceutical Technology ICPPT on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Event for FREE Confer",90,Hot,,,"International Conference on Pharmacology and Pharmaceutical Technology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-transport-science-and-technology-ictst-2026-may-rome-it,International Conference on Transport Science and Technology (ICTST),Organizer,"International Conference on Transport Science and Technology ICTST on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Event for FREE Confer",90,Hot,,,"International Conference on Transport Science and Technology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to prese | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-structural-engineering-and-technology-icset-2026-may-rome-it,International Conference on Structural Engineering and Technology (ICSET),Organizer,"national Conference on Structural Engineering and Technology ICSET on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Event for FREE Confer",90,Hot,hquake engineering building architectural failures structural failures structural engineering structural analysis constr,,"International Conference on Structural Engineering and Technology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-pharmacology-medicinal-and-pharmaceutical-sciences-icpmps-2026-may-rome-it,"International Conference on Pharmacology, Medicinal and Pharmaceutical Sciences (ICPMPS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: psychedelic medicine pharmacy pharmacology respiratory drug delivery inhalation drug deliver",90,Hot,,,"International Conference on Pharmacology, Medicinal and Pharmaceutical Sciences scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-autonomous-agents-and-multiagent-systems-icaams-2026-may-singapore-sg,International Conference on Autonomous Agents and Multiagent Systems (ICAAMS),Organizer,"pment environments Programming languages P2P, web services, grid computing Software engineering (agent- or multi agent-oriented) Agreement Technologies Argumentation Coll",90,Hot,,,"International Conference on Autonomous Agents and Multiagent Systems scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university pract | Industry: Software | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Management (ICEOPM) -,"World Academy of Science, Engineering and Technology",IT,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-production-and-industrial-engineering-icpie-2026-may-rome-it,International Conference on Production and Industrial Engineering (ICPIE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering technology production research manpower invention disclosure test industry block",100,Hot,,,"International Conference on Production and Industrial Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-artificial-intelligence-and-technology-icait-2026-may-singapore-sg,International Conference on Artificial Intelligence and Technology (ICAIT),Organizer,"ational Conference on Artificial Intelligence and Technology ICAIT on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Event for FR",90,Hot,,,"International Conference on Artificial Intelligence and Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-business-banking-and-finance-icbbf-2026-may-singapore-sg,"International Conference on Business, Banking and Finance (ICBBF)",Organizer,nvesting digital insurance open finance financial services innovation smart banking fintech ecosystems financial fraud detection financial technology adoption central ban,90,Hot,,,"International Conference on Business, Banking and Finance scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-fluid-mechanics-and-thermodynamics-icfmt-2026-may-rome-it,International Conference on Fluid Mechanics and Thermodynamics (ICFMT),Organizer,Engineering Heat Transfer Heat and Mass Transfer Equipment Laminar and Turbulent Flow Boundary Layer and Free Surface Flows Industrial Fluid Mechanics Thermal-Fluids Mac,90,Hot,,,"International Conference on Fluid Mechanics and Thermodynamics scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pre | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8 9,1 2 3 4 5 6 7 8 9,,,https://conferenceindex.org/event/international-conference-on-water-sciences-engineering-and-technology-icwset-2026-may-rome-it,"International Conference on Water Sciences, Engineering and Technology (ICWSET)",Organizer,"nal Conference on Water Sciences, Engineering and Technology ICWSET on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Event for FREE Confe",100,Hot,,,"International Conference on Water Sciences, Engineering and Technology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Management (ICEOPM) -,"World Academy of Science, Engineering and Technology",IT,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-advances-in-industrial-and-manufacturing-engineering-icaime-2026-may-rome-it,International Conference on Advances in Industrial and Manufacturing Engineering (ICAIME),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering technology production research greener manufacturing productivity improvement co",100,Hot,,,"International Conference on Advances in Industrial and Manufacturing Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-business-economics-marketing-and-management-icbemm-2026-may-rome-it,"International Conference on Business, Economics, Marketing and Management (ICBEMM)",Organizer,rategies digital insurance open finance financial services innovation smart banking fintech ecosystems financial fraud detection financial technology adoption central ban,90,Hot,,,"International Conference on Business, Economics, Marketing and Management scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-sport-and-exercise-medicine-icsem-2026-may-istanbul-tr,International Conference on Sport and Exercise Medicine (ICSEM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: applied physiology injury prevention exercise medicine sport performance exercise physiology",90,Hot,,,"International Conference on Sport and Exercise Medicine scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to prese | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-biomechanics-icbm-2026-may-singapore-sg,International Conference on Biomechanics (ICBM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: bioinspiration biotribology tissue science wearable design regenerative engineering embodied",90,Hot,,,"International Conference on Biomechanics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-biology-and-medical-sciences-icbms-2026-may-istanbul-tr,International Conference on Biology and Medical Sciences (ICBMS),Organizer,ri lead poisoning sepsis triage emergency medical services (ems) point-of-care ultrasound (pocus) 4d ultrasound neonatal ultrasound pediatric ultrasound vascular ultrasou,90,Hot,,,"International Conference on Biology and Medical Sciences scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pres | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-economics-and-business-market-management-icebmm-2026-may-singapore-sg,International Conference on Economics and Business Market Management (ICEBMM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: economic evaluation world commerce economic development global wealth market intelligence sp",90,Hot,,,"International Conference on Economics and Business Market Management scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university pract | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-applied-and-computational-mathematics-icacm-2026-may-istanbul-tr,International Conference on Applied and Computational Mathematics (ICACM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: automated reasoning algebraic geometry algebraic combinatorics wavelets multiresolution nume",90,Hot,,,"International Conference on Applied and Computational Mathematics scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-disaster-and-emergency-management-icdem-2026-may-singapore-sg,International Conference on Disaster and Emergency Management (ICDEM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: environmental compliance natural resources management resource engineering aquatic plant man",90,Hot,,,"International Conference on Disaster and Emergency Management scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-digital-information-processing-and-communications-icdipc-2026-may-singapore-sg,International Conference on Digital Information Processing and Communications (ICDIPC),Organizer,"Search Software Engineering Ubiquitous Computing, Services and Applications User Interfaces and Usability Issues form Mobile Applications User Interfaces, Visualization a",90,Hot,,,"International Conference on Digital Information Processing and Communications scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and univers | Industry: Software | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-image-processing-analysis-and-computer-vision-icipacv-2026-may-singapore-sg,"International Conference on Image Processing, Analysis and Computer Vision (ICIPACV)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: electronic imaging visual communication Description Organization Stereo Vision 3D Shape and",90,Hot,,,"International Conference on Image Processing, Analysis and Computer Vision scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-civil-environmental-engineering-and-technology-iceet-2026-may-singapore-sg,"International Conference on Civil, Environmental Engineering and Technology (ICEET)",Organizer,"onference on Civil, Environmental Engineering and Technology ICEET on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Event for FR",90,Hot,,,"International Conference on Civil, Environmental Engineering and Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and universit | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-civil-structural-and-earthquake-engineering-iccsee-2026-may-singapore-sg,"International Conference on Civil, Structural and Earthquake Engineering (ICCSEE)",Organizer,t Housing Construction Materials and Construction Equipment Construction Planning and Management Construction Management and Safety Cost and Project Management Disaster M,90,Hot,"hquake Engineering ICCSEE on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Eve",,"International Conference on Civil, Structural and Earthquake Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-economics-industrial-and-business-management-iceibm-2026-may-singapore-sg,"International Conference on Economics, Industrial and Business Management (ICEIBM)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: production planning sustainable manufacturing quality assurance total quality management pro",90,Hot,,,"International Conference on Economics, Industrial and Business Management scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,"on Procurement, Logistics","World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-business-systems-design-and-analysis-icbsda-2026-may-singapore-sg,International Conference on Business Systems Design and Analysis (ICBSDA),Organizer,Systems Design and Analysis Business Systems and Services: Modelling and Development Business Systems Analysis & Design Business Process Management (BPM) Service Oriente,100,Hot,,,"International Conference on Business Systems Design and Analysis scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Management (ICEOPM) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-industrial-and-production-engineering-icipe-2026-may-singapore-sg,International Conference on Industrial and Production Engineering (ICIPE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sustainable manufacturing quality engineering quality control circles productivity improveme",100,Hot,,,"International Conference on Industrial and Production Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-chemical-and-biochemical-engineering-iccbe-2026-may-singapore-sg,International Conference on Chemical and Biochemical Engineering (ICCBE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: cme Description Organization Clinical Chemistry Electrochemistry Food Chemistry Forensic Che",90,Hot,,,"International Conference on Chemical and Biochemical Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Pharmaceutical | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Management (ICEOPM) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-industrial-and-manufacturing-systems-engineering-icimse-2026-may-singapore-sg,International Conference on Industrial and Manufacturing Systems Engineering (ICIMSE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering technology production research manpower greener manufacturing productivity impro",100,Hot,,,"International Conference on Industrial and Manufacturing Systems Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and universi | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-cellular-and-molecular-biology-iccmb-2026-may-singapore-sg,International Conference on Cellular and Molecular Biology (ICCMB),Organizer,nsulin Resistance and Metabolic Disorders Medical Devices Micro/Nano-biotechnology Mitotic Checkpoint and Chromosome Segregation Molecular biology Molecular Systems Biolo,90,Hot,,,"International Conference on Cellular and Molecular Biology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners t | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-biochemical-engineering-and-bioengineering-icbeb-2026-may-singapore-sg,International Conference on Biochemical Engineering and Bioengineering (ICBEB),Organizer,"Methods and Algorithms Biomedical Electronics and Devices Name: World Academy of Science, Engineering and Technology Website: https://waset.org/ Address: UAE World Academ",90,Hot,,,"International Conference on Biochemical Engineering and Bioengineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university pra | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-chemistry-icc-2026-may-singapore-sg,International Conference on Chemistry (ICC),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: stimuli-responsive materials materials chemistry hydrometallurgy electrochemical materials c",90,Hot,,,"International Conference on Chemistry scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research ac | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-electrical-power-and-energy-systems-icepes-2026-may-singapore-sg,International Conference on Electrical Power and Energy Systems (ICEPES),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: clean energy engineering battery safety energy internet photoenergy exergy renewable power g",90,Hot,,,"International Conference on Electrical Power and Energy Systems scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-chemical-and-molecular-engineering-iccme-2026-may-singapore-sg,International Conference on Chemical and Molecular Engineering (ICCME),Organizer,hemical reaction engineering Chemical engineering equipment design and process design Clean Coal Inorganic Chemistry Heavy Oil and Oil Sands Macromolecular Science and En,90,Hot,,,"International Conference on Chemical and Molecular Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-biology-icb-2026-may-singapore-sg,International Conference on Biology (ICB),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: plant hormones mitochondria marine natural products life sciences life science life homology",90,Hot,,,"International Conference on Biology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research acti | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
