Event Name,Category,Date,Location,Organizer,Venue,Event URL,Source,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
International Conference on Land Degradation and Sustainable Soil Management (ICLDSSM),Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-land-degradation-and-sustainable-soil-management-icldssm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Land Management and Economic Development (ICLMED),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-land-management-and-economic-development-iclmed-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on English Language and Linguistics (ICELL),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-english-language-and-linguistics-icell-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Language Endangerment: Methodologies and Challenges (ICLEMC),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-language-endangerment-methodologies-and-challenges-iclemc-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Language Futures: Languages in Higher Education (ICLFLHE),Education,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-language-futures-languages-in-higher-education-iclflhe-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Language Learning (ICLL),Education,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-language-learning-icll-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Languages, Literature and Linguistics (ICLLL)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-languages-literature-and-linguistics-iclll-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Civil and Geological Engineering (ICCGE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-civil-and-geological-engineering-iccge-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied Mechanics and Mathematics (ICAMM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-applied-mechanics-and-mathematics-icamm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Aviation Engineering and Technology (ICAET),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-aviation-engineering-and-technology-icaet-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Business and Information Engineering (ICBIE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-business-and-information-engineering-icbie-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information and Communication Engineering (ICICE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-information-and-communication-engineering-icice-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Intelligent Systems (ICIS),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-intelligent-systems-icis-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biological and Chemical Systems Engineering (ICBCSE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-biological-and-chemical-systems-engineering-icbcse-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computational Geometry and Computer Vision (ICCGCV),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computational-geometry-and-computer-vision-iccgcv-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Cognitive and Neural Systems Engineering (ICCNSE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-cognitive-and-neural-systems-engineering-iccnse-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied Chemistry and Chemical Engineering (ICACCE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-applied-chemistry-and-chemical-engineering-icacce-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Innovation, Engineering Management and Technology (ICIEMT)",Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-innovation-engineering-management-and-technology-iciemt-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computational Statistics and Data Analysis (ICCSDA),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computational-statistics-and-data-analysis-iccsda-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied Mathematics and Scientific Computing (ICAMSC),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-applied-mathematics-and-scientific-computing-icamsc-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Production, Energy and Reliability (ICPER)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-production-energy-and-reliability-icper-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Bioengineering and Pharmaceutical Sciences (ICBPS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-bioengineering-and-pharmaceutical-sciences-icbps-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Electronics and Communication Engineering (ICECE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-electronics-and-communication-engineering-icece-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Energy, Environment, Ecosystems and Sustainable Development (ICEEESD)",Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-energy-environment-ecosystems-and-sustainable-development-iceeesd-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Business, Economics, Management and Marketing (ICBEMM)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-business-economics-management-and-marketing-icbemm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Neural Networks and Engineering Applications (ICNNEA),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-neural-networks-and-engineering-applications-icnnea-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Civil, Structural and Construction Engineering (ICCSCE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-civil-structural-and-construction-engineering-iccsce-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Management Science and Engineering (ICMSE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-management-science-and-engineering-icmse-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information Theory (ICIT),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-information-theory-icit-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Machine Learning and Technology (ICMLT),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-machine-learning-and-technology-icmlt-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Management Engineering and Technology (ICMET),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-management-engineering-and-technology-icmet-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial Engineering and Management Sciences (ICIEMS),Manufacturing,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-industrial-engineering-and-management-sciences-iciems-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Manufacturing, Information and Industrial Engineering (ICMIIE)",Manufacturing,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-manufacturing-information-and-industrial-engineering-icmiie-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Materials Science, Engineering and Manufacturing (ICMSEM)",Manufacturing,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-materials-science-engineering-and-manufacturing-icmsem-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Mathematical Sciences, Engineering and Applications (ICMSEA)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mathematical-sciences-engineering-and-applications-icmsea-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Mechanical and Mechatronics Engineering (ICMME),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mechanical-and-mechatronics-engineering-icmme-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Mechanical, Aeronautical and Automotive Engineering (ICMAAE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mechanical-aeronautical-and-automotive-engineering-icmaae-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Mechatronics and Control Engineering (ICMCE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mechatronics-and-control-engineering-icmce-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Medical and Biological Systems Engineering (ICMBSE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-medical-and-biological-systems-engineering-icmbse-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Mechanical and Biomedical Engineering (ICMBE),Healthcare,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mechanical-and-biomedical-engineering-icmbe-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Medical Science, Technology and Engineering (ICMSTE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-medical-science-technology-and-engineering-icmste-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Molecular Biotechnology and Bioinformatics (ICMBB),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-molecular-biotechnology-and-bioinformatics-icmbb-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Pharmaceutical Science, Technology and Engineering (ICPSTE)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-pharmaceutical-science-technology-and-engineering-icpste-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Pharmacology, Medicinal and Pharmaceutical Sciences (ICPMPS)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-pharmacology-medicinal-and-pharmaceutical-sciences-icpmps-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Pharmacology and Pharmaceutical Technology (ICPPT),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-pharmacology-and-pharmaceutical-technology-icppt-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Physics, Mathematics and Computer Science (ICPMCS)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-physics-mathematics-and-computer-science-icpmcs-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Production and Industrial Engineering (ICPIE),Manufacturing,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-production-and-industrial-engineering-icpie-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Social Network Analysis and Mining (ICSNAM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-social-network-analysis-and-mining-icsnam-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Software Science and Technology (ICSST),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-software-science-and-technology-icsst-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Structural Engineering and Technology (ICSET),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-structural-engineering-and-technology-icset-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Transport Science and Technology (ICTST),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-transport-science-and-technology-ictst-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Water Sciences, Engineering and Technology (ICWSET)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-water-sciences-engineering-and-technology-icwset-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Engineering and Technology Management (ICETM),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-engineering-and-technology-management-icetm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Business, Banking and Finance (ICBBF)",Finance,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-business-banking-and-finance-icbbf-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biology and Medical Sciences (ICBMS),Healthcare,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-biology-and-medical-sciences-icbms-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Advances in Industrial and Manufacturing Engineering (ICAIME),Manufacturing,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-advances-in-industrial-and-manufacturing-engineering-icaime-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Business, Economics, Marketing and Management (ICBEMM)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-business-economics-marketing-and-management-icbemm-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Autonomous Agents and Multiagent Systems (ICAAMS),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-autonomous-agents-and-multiagent-systems-icaams-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied and Computational Mathematics (ICACM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-applied-and-computational-mathematics-icacm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Artificial Intelligence and Technology (ICAIT),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-artificial-intelligence-and-technology-icait-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Sport and Exercise Medicine (ICSEM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-sport-and-exercise-medicine-icsem-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biomechanics (ICBM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-biomechanics-icbm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Fluid Mechanics and Thermodynamics (ICFMT),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-fluid-mechanics-and-thermodynamics-icfmt-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Civil, Environmental Engineering and Technology (ICEET)",Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-civil-environmental-engineering-and-technology-iceet-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Digital Information Processing and Communications (ICDIPC),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-digital-information-processing-and-communications-icdipc-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Economics and Business Market Management (ICEBMM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-economics-and-business-market-management-icebmm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Disaster and Emergency Management (ICDEM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-disaster-and-emergency-management-icdem-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Civil, Structural and Earthquake Engineering (ICCSEE)",Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-civil-structural-and-earthquake-engineering-iccsee-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Business Systems Design and Analysis (ICBSDA),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-business-systems-design-and-analysis-icbsda-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Economics, Industrial and Business Management (ICEIBM)",Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-economics-industrial-and-business-management-iceibm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Image Processing, Analysis and Computer Vision (ICIPACV)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-image-processing-analysis-and-computer-vision-icipacv-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial and Production Engineering (ICIPE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-industrial-and-production-engineering-icipe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial and Manufacturing Systems Engineering (ICIMSE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-industrial-and-manufacturing-systems-engineering-icimse-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Chemical and Biochemical Engineering (ICCBE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-chemical-and-biochemical-engineering-iccbe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biochemical Engineering and Bioengineering (ICBEB),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-biochemical-engineering-and-bioengineering-icbeb-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Cellular and Molecular Biology (ICCMB),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-cellular-and-molecular-biology-iccmb-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Fluid Mechanics, Heat Transfer and Thermodynamics (ICFMHTT)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-fluid-mechanics-heat-transfer-and-thermodynamics-icfmhtt-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computational and Statistical Sciences (ICCSS),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computational-and-statistical-sciences-iccss-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Chemical and Molecular Engineering (ICCME),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-chemical-and-molecular-engineering-iccme-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Electrical Power and Energy Systems (ICEPES),Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-electrical-power-and-energy-systems-icepes-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial and Business Engineering (ICIBE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-industrial-and-business-engineering-icibe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biology (ICB),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-biology-icb-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Chemistry (ICC),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-chemistry-icc-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Control Science and Systems Engineering (ICCSSE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-control-science-and-systems-engineering-iccsse-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Construction Engineering and Management (ICCEM),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-construction-engineering-and-management-iccem-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Building, Architecture and Urbanism (ICBAU)",Real Estate,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-building-architecture-and-urbanism-icbau-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Fluid Dynamics and Thermodynamics (ICFDT),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-fluid-dynamics-and-thermodynamics-icfdt-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Electrical, Computer and Systems Engineering (ICECSE)",Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-electrical-computer-and-systems-engineering-icecse-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Communication, Visual and Performing Arts Studies (ICCVPAS)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-communication-visual-and-performing-arts-studies-iccvpas-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Communication, Visual Arts and Design (ICCVAD)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-communication-visual-arts-and-design-iccvad-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Civil, Construction and Geological Engineering (ICCCGE)",Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-civil-construction-and-geological-engineering-icccge-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Civil Engineering and Applied Mechanics (ICCEAM),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-civil-engineering-and-applied-mechanics-icceam-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Bioinformatics and Computational Molecular Biology (ICBCMB),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-bioinformatics-and-computational-molecular-biology-icbcmb-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Agricultural, Biotechnology, Biological and Biosystems Engineering (ICABBBE)",Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-agricultural-biotechnology-biological-and-biosystems-engineering-icabbbe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Mathematical, Computational and Statistical Sciences and Engineering (ICMCSSE)",Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-mathematical-computational-and-statistical-sciences-and-engineering-icmcsse-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Electrical, Computer, Electronics and Communication Engineering (ICECECE)",Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-electrical-computer-electronics-and-communication-engineering-icecece-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Business, Economics, Financial Sciences and Management (ICBEFSM)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-business-economics-financial-sciences-and-management-icbefsm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
