Company,Country,Stand,Profile URL,enrichment_status,score,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,description,phone,address,linkedin_url,industry
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Circle Foods  Exhibitor • United Kingdom • Stand N3951,Your trusted food partner,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572194,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Circle Foods  Exhibitor • United Kingdom • Stand N3951,Your trusted food partner,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572194,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cirulli Giuseppe & Figli Snc  Exhibitor • Italy • Stand N2050h,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282350,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cirulli Giuseppe & Figli Snc  Exhibitor • Italy • Stand N2050h,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282350,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
City Harvest  Exhibitor • United Kingdom • Stand N2380,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445057,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
City Harvest  Exhibitor • United Kingdom • Stand N2380,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445057,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cizmeci  Exhibitor • Turkey • Stand N1910a,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282439,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cizmeci  Exhibitor • Turkey • Stand N1910a,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282439,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Clarebout  Exhibitor • Belgium • Stand N2560,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572195,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Clarebout  Exhibitor • Belgium • Stand N2560,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572195,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CleverGoose  Exhibitor • United Kingdom • Stand S122,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572196,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CleverGoose  Exhibitor • United Kingdom • Stand S122,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572196,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Club Soda  Exhibitor • United Kingdom • Stand S2014,Functional alcohol-free drinks,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282442,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Club Soda  Exhibitor • United Kingdom • Stand S2014,Functional alcohol-free drinks,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282442,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cocomate  Exhibitor • Sri Lanka • Stand N2635,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282376,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cocomate  Exhibitor • Sri Lanka • Stand N2635,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282376,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Coconut and Cashew  Exhibitor • United Kingdom • Stand S2040,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282444,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Coconut and Cashew  Exhibitor • United Kingdom • Stand S2040,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282444,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COGEAT  Exhibitor • Algeria • Stand N1650,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16951467,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COGEAT  Exhibitor • Algeria • Stand N1650,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16951467,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COLONA  Exhibitor • Belgium • Stand N1970b,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282394,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COLONA  Exhibitor • Belgium • Stand N1970b,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282394,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COMENBABIA & ARTESA  Exhibitor • Spain • Stand N1630q,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445011,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COMENBABIA & ARTESA  Exhibitor • Spain • Stand N1630q,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445011,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Community Foods  Exhibitor • United Kingdom • Stand N900,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282356,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Community Foods  Exhibitor • United Kingdom • Stand N900,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282356,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Compagnia Olearia Italiana  Exhibitor • Italy • Stand N2030g,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282381,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Compagnia Olearia Italiana  Exhibitor • Italy • Stand N2030g,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282381,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Company Barakah Al Sanabil for Manufacturing  Exhibitor • Saudi Arabia • Stand N1750g,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572197,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Company Barakah Al Sanabil for Manufacturing  Exhibitor • Saudi Arabia • Stand N1750g,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572197,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Company Shop Group  Exhibitor • United Kingdom • Stand N2651,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282385,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Company Shop Group  Exhibitor • United Kingdom • Stand N2651,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282385,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COMPANY TAMARA FOR MANUFACTURING  Exhibitor • Saudi Arabia • Stand N1750h,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16624959,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COMPANY TAMARA FOR MANUFACTURING  Exhibitor • Saudi Arabia • Stand N1750h,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16624959,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Conapi - Mielizia  Exhibitor • Italy • Stand N2010e,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282407,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Conapi - Mielizia  Exhibitor • Italy • Stand N2010e,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282407,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CONFILETAS  Exhibitor • Spain • Stand N2200,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282446,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CONFILETAS  Exhibitor • Spain • Stand N2200,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282446,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CONSERVERIE DES DEUX MERS  Exhibitor • Morocco • Stand N4650,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16670525,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CONSERVERIE DES DEUX MERS  Exhibitor • Morocco • Stand N4650,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16670525,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Continental Tea (PVT) LTD  Exhibitor • Sri Lanka • Stand S1075,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282412,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Continental Tea (PVT) LTD  Exhibitor • Sri Lanka • Stand S1075,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282412,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COOPENOIX  Exhibitor • France • Stand N4510f,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282417,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
COOPENOIX  Exhibitor • France • Stand N4510f,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282417,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Coöperatie Hoogstraten CV  Exhibitor • Belgium • Stand N2350,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282299,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Coöperatie Hoogstraten CV  Exhibitor • Belgium • Stand N2350,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282299,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cooperl  Exhibitor • France • Stand N4401,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282360,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cooperl  Exhibitor • France • Stand N4401,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282360,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Corman SA  Exhibitor • Belgium • Stand N613,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282422,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Corman SA  Exhibitor • Belgium • Stand N613,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282422,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Coroos  Exhibitor • United Kingdom • Stand N3270,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16600526,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Coroos  Exhibitor • United Kingdom • Stand N3270,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16600526,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CORTE PARMA ALIMENTARE SRL  Exhibitor • Italy • Stand N3852,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282408,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CORTE PARMA ALIMENTARE SRL  Exhibitor • Italy • Stand N3852,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282408,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cossiga  Exhibitor • United Kingdom • Stand S220,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16804886,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cossiga  Exhibitor • United Kingdom • Stand S220,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16804886,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Costa Coffee  Exhibitor • United Kingdom • Stand S690,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16707528,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Costa Coffee  Exhibitor • United Kingdom • Stand S690,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16707528,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cosysense  Exhibitor • United Kingdom • Stand S3023,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16748485,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cosysense  Exhibitor • United Kingdom • Stand S3023,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16748485,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
