Company,City,Phone,Website,Category,Sector,Target Title (LinkedIn),LinkedIn Search String,Pitch Message,Status,Email,WhatsApp,LinkedIn,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score,Title,Fair,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,phone,linkedin_url
Gür GmbH Textil Näherei Großhandel,Wuppertal,+49 202 40868340,http://www.guertextil.com/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Gür GmbH Textil Näherei Großhandel"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@guertextil.com,,,STRATO - Domain reserved,,,,,,partial,2,,,True,True,False,2,0,email only,STRATO - Domain reserved,,
Jumbo-Textil GmbH & Co. KG,Sprockhövel,+49 2339 9293970,http://www.jumbo-textil.de/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Jumbo-Textil GmbH & Co. KG"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,sales@jumbo-textil.de,,https://de.linkedin.com/company/jumbo-textil-gmbh-&-co.-kg,JUMBO-Textil – IHR LÃSUNGSPARTNER FÃR HIGHTECH-TEXTILIEN,,49 2339 9293,,https://de.linkedin.com/company/jumbo-textil-gmbh-&-co.-kg,,partial,2,,,True,True,False,2,0,email only,JUMBO-Textil – IHR LÃSUNGSPARTNER FÃR HIGHTECH-TEXTILIEN,+49 2339 929397,
Müller Textil GmbH,Wiehl,+49 2262 8070,https://www.mullertextiles.com/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Müller Textil GmbH"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@mullertextiles.com,,https://www.linkedin.com/company/mueller-textil-gmbh/,Innovative Abstandsgewirke | MÜLLER TEXTIL,MÜLLER TEXTIL ist der führende Hersteller innovativer Abstandsgewirke und erfüllt als global tätiges Familienunternehmen höchste Ansprüche unterschiedlichster Branchen.,,,https://www.linkedin.com/company/mueller-textil-gmbh/,,partial,2,,,True,True,False,2,0,email only,Innovative Abstandsgewirke | MÜLLER TEXTIL,,https://www.linkedin.com/company/mueller-textil-gmbh/
Cristaltex Deutschland GmbH,Neuss,+49 2131 1538900,http://www.cristaltex.fashion123.de/,Wholesaler,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""Cristaltex Deutschland GmbH"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,shop@cristaltex.de,,,"Your & Self by Cristaltex GmbH | Modecenter, Label your & self Wholesale,","B2B | Your &amp; Self | Textilien Grosshandel, Grosshandel Bekleidung, Gro&#223;handel Textil, Fashion Wholesale, Mode Groothandel",49 176 6681,SHIPPING COSTS MUST BE REQUESTED BY TELEPHONE BEFORE ORDERING!  Bei Fragen/ any question feel free to contact us  +49 2131 1538901  ( Mo-Fr von 9-16 )   FOR  YOURSELF FRIENDS  ONLINE.   YOURSELF TEAM  shop@cristaltex.de,,"B2B | Your &amp; Self by Cristaltex GmbH | Textilien Grosshandel, Grosshandel Bekleidung, Gro&#223;handel Textil, Fashion Wholesale, Mode Groothandel",partial,2,,,True,True,False,2,0,email only,"Your & Self by Cristaltex GmbH | Modecenter, Label your & self Wholesale,",+49 176 6681 4474,
Akdogan Textil & Fabric & Textilagency,Hohenbrunn,+49 163 1409045,https://akdogantextilien.de/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Akdogan Textil & Fabric & Textilagency"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@akdogantextilien.de,,,Akdogan Textilien & Stoffe & Textilproduktion,"Textilproduktion Türkei, Textilproduktion Deutschland , Textilagentur,Stoffgroßhändler,Textilagency,Hoodies,T-Shirt,Jacke,Poloshirt,Regenjacke Produktion-",2003-2021,,,"Stoffe, T-shirt, Poloshirt, Sweatshirt, oversizeshirt, Großhandel Turkei, Textil Großhandel Deutschland, Textilhersteller Turkei, textilhersteller Deutshland, grosshandel textil, t shirt bedrucken, pullover bedrucken, t shirt druck, regenjacke, hoodies",partial,2,,,True,True,False,2,0,email only,Akdogan Textilien & Stoffe & Textilproduktion,2003-2021,
Textil-Grosshandel24.de,Hemer,+49 2372 9359625,http://www.textil-grosshandel24.de/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Textil-Grosshandel24.de"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@textil-grosshandel24.de,,,,,,,,,partial,1,,,True,False,False,1,0,skip,,,
B&D Textiles,Nuremberg,+49 911 8155440,https://bd-textiles.de/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""B&D Textiles"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@bd-textiles.de,,,Startseite | B&D Textiles,"Frische Farben, zeitlose Designs, langlebig und nachhaltig! Hochwertig, zuverlässig, strapazierfähig und individuell! Funktional, bequem, langlebig und mode ...",911 8155 440,,,,partial,2,,,True,True,False,2,0,email only,Startseite | B&D Textiles,911 8155 440,
Style Textilhandel GmbH Germany,Mörlenbach,+49 6209 794648,https://www.style-textilhandel.eu/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Style Textilhandel GmbH Germany"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@style-textilhandel.eu,,,Startseite - Style Textilhandel GmbH Germany,,,,,,partial,2,,,True,True,False,2,0,email only,Startseite - Style Textilhandel GmbH Germany,,
La Maglietta GmbH,Aachen,+49 241 9160680,http://www.la-maglietta.de/,Clothing wholesaler,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""La Maglietta GmbH"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,kontakt@la-maglietta.de,,,La Maglietta - Das T-Shirt,Offizieller Webshop der Marke La Maglietta,,,,,partial,2,,,True,True,False,2,0,email only,La Maglietta - Das T-Shirt,,
Ecotex Germany & Helppack | Altkleidersammlung und Textilverwertung | Used Clothing Collection & Recycling,Wuppertal,+49 202 273300,http://ecotexgroup.com/,Recycling center,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Ecotex Germany & Helppack | Altkleidersammlung und Textilverwertung | Used Clothing Collection & Recycling"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@ecotexgroup.com,,,,,,,,,partial,2,,,True,True,False,2,0,email only,,,
Cotty Textiles GmbH | Textilhersteller & Textil Manufaktur,Leverkusen,+49 15566 288306,https://www.cottytextiles.de/,Textile mill,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Cotty Textiles GmbH | Textilhersteller & Textil Manufaktur"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@cottytextiles.de,,,Cotty Textiles I Homepage,,49 155 6628,,,"cotty textiles,Clothing Manufacturer,Innovative Designs,garment,Clothing",partial,2,,,True,True,False,2,0,email only,Cotty Textiles I Homepage,+49 155 66288306,
Jansen Fashion Group GmbH,Wesseling,+49 2236 89210,http://www.jansen-fashiongroup.de/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""Jansen Fashion Group GmbH"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,recruiting@wuensche-sc.de,,,Jansen Fashion Group,,,,,,partial,2,,,True,True,False,2,0,email only,Jansen Fashion Group,,
WIMS TEXTILES GERMANY,Solingen,+49 212 65001564,http://www.wims-textiles.com/,Clothes and fabric manufacturer,Textile,CEO / Head of Supply Chain / Einkaufsleiter,"""WIMS TEXTILES GERMANY"" Germany","Hallo [Name], wir bauen KI-gestützte Supply-Chain-Infrastruktur für die deutsche Textilindustrie — Echtzeit-Logistik, Zoll und Compliance. Kurzes Gespräch? | Mian Muhammad Usman",To Contact,info@wims-textiles.com,,,WIMS,,49 212 6500,"Don’t hesitate, contact us for premium textile products and services.",,,partial,2,,,True,True,False,2,0,email only,WIMS,+49 212 65001564,
SUSE Software Solutions Germany GmbH,Nuremberg,+49 911 740530,http://www.suse.com/,Software company,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""SUSE Software Solutions Germany GmbH"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,benelux@suse.com,,https://www.linkedin.com/company/suse,Open Source Software Solutions for Enterprise Servers & Cloud | SUSE,"Modernize your infrastructure with SUSE Linux Enterprise servers, cloud technology for IaaS, and SUSE's software-defined storage.",,,https://www.linkedin.com/company/suse,"Linux, best linux server, enterprise Linux, Linux operating system, linux server os",partial,2,,,True,True,False,2,0,email only,Open Source Software Solutions for Enterprise Servers & Cloud | SUSE,,https://www.linkedin.com/company/suse
Hattrick Software GmbH,Herzogenrath,+49 2407 96000,https://www.hattrick24.de/,Software company,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""Hattrick Software GmbH"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,verkauf@hattrick24.de,,,Hattrick Software,,,,,,partial,2,,,True,True,False,2,0,email only,Hattrick Software,,
NürnbergMesse GmbH,Nuremberg,+49 911 86060,http://www.nuernbergmesse.de/,Exhibition and trade center,Food Expo/Fair,CEO / Veranstaltungsleiter / Head of Partnerships,"""NürnbergMesse GmbH"" Germany","Hallo [Name], Harvics HR und unsere KI-Supply-Chain-Plattform sind ideal für Messeaussteller — compliance-ready für Deutschland. Darf ich unser Memorandum teilen? | Mian Muhammad Usman",To Contact,info@nuernbergmesse.de,,https://www.linkedin.com/company/n-rnbergmesse-gmbh,Home | NürnbergMesse,"Discover NürnbergMesse: Current Exhibitions, Events, News, and Information about the Nuremberg Exhibition Centre!",,"Home | NürnbergMesse skip navigation mail Contact language EN   DEUTSCH     ENGLISH   search arrow_back_ios Back Company arrow_forward_ios arrow_back_ios Back NürnbergMesse Group arrow_forward_ios arrow_back_ios Back Facts & Figures arrow_back_ios Back Executive Board arrow_back_ios Back Location & Sales Partner arrow_back_ios Back Values & Strategy arrow_back_ios Back Our Success Story arrow_back_ios Back Annual Report arrow_back_ios Back Compliance arrow_back_ios Back Sustainability arrow_back_ios Back Events arrow_forward_ios arrow_back_ios Back Events Calendar arrow_back_ios Back Portfolio of Events arrow_forward_ios arrow_back_ios Back Building & Construction arrow_back_ios Back Electronics & Security arrow_back_ios Back Process Technology arrow_back_ios Back Retail & Consumer Goods arrow_back_ios Back Social & Public arrow_back_ios Back Subsidised Pavilions arrow_back_ios Back NürnbergMesse Start-up Hub arrow_back_ios Back Location & Services arrow_forward_ios arrow_back_ios Back Halls & Site arrow_back_ios Back Benefits & Services arrow_back_ios Back Travel & Accomodations arrow_back_ios Back Newsroom arrow_forward_ios arrow_back_ios Back News arrow_back_ios Back Trade Fair Magazine arrow_forward_ios arrow_back_ios Back Connecting People arrow_back_ios Back Experiencing Fairs arrow_back_ios Back Shaping the Future arrow_back_ios Back Inspiring Careers arrow_back_ios Back In Focus: Sustainability arrow_back_ios Back Press releases arrow_back_ios Back Images & Videos arrow_back_ios Back Media Contacts arrow_back_ios Back Career arrow_forward_ios arrow_back_ios Back Open Jobs arrow_back_ios Back Career Levels arrow_forward_ios arrow_back_ios Back Professionals arrow_back_ios Back Young Professionals arrow_back_ios Back Students arrow_back_ios Back Pupils mail Contact language EN arrow_forward_ios   DEUTSCH     ENGLISH   search Search Hello Opportunities Welcome to NürnbergMesse Our Location & Services We offer a wide range of services to ensure that your appearance at our events in Nuremberg and around the world is a complete success. Learn more about our location & services Our Events Soon PCIM Expo & Conference is taking place at the NürnbergMesse exhibition center. Find the next event Sustainability is our Compass Green electricity, LED lighting, less waste and resources - our aim is to make the ecological footprint of our events as small as possible. More about sustainability at NürnbergMesse News Change at the helm of NürnbergMesse Austria as Rosa Greul succeeds Inge Tremmel. Read more news International exhibitions, congresses, and other events focused on your industry: NürnbergMesse is one of the 15 largest exhibition companies in the world. We organize trade fairs in the fields of Building & Construction, Electronics & Security, Process Technology, Retail & Consumer Goods and Social & Public at the Exhibition Centre Nuremberg and worldwide. Exhibitors and visitors benefit from our international network and customized trade fair concepts. We align our actions with the 17 sustainability goals of the United Nations - because: Sustainability is our compass. Our events are important platforms for sustainable innovations, we make sure that trade fairs are held in the most resource-efficient way possible and that our exhibition grounds are sustainable. To make our actions transparent, we publish a voluntary sustainability report every year as part of our  annual report .  About the NürnbergMesse Group The NürnbergMesse Group was entered in the commercial register on 5 April 1974 as Nürnberger Messe- und Ausstellungsgesellschaft mbH (NMA), and is now one of the 15 largest exhibition companies worldwide. The Group employs more than 1200 people at 15 locations in Germany, Brazil, China, India, Italy, Greece, Austria and the USA. It also has a network of International Sales Partner in more than 100 countries. Its portfolio comprises some 120 national and international exhibitions and conferences held in person and as digital events, focusing on five general fields: Retail & Consumer Goods, Building & Construction, Process Technology, Electronics & Security, and Social & Public. The company has also been incorporating more and more aspects of sustainability into its trade fair concepts. Its events secure more than 12,000 jobs and generate billions of euros each year in purchasing power and tax revenue, making NürnbergMesse a major economic engine for the Nuremberg metropolitan region and Germany as a whole. As an employer and organizer of major events, NürnbergMesse assumes responsibility for people and the environment. It shapes its corporate actions in accordance with the 17 UN Sustainable Development Goals (SDGs) with the aim of achieving climate neutrality by 2028.   info@nuernbergmesse.de     +49 9 11 86 06-0   place NürnbergMesse GmbH Messezentrum 90471 Nuremberg Data protection Legal notices Declaration on accessibility © 2026 NürnbergMesse. All rights reserved.",https://www.linkedin.com/company/n-rnbergmesse-gmbh,NürnbergMesse Group,partial,2,,,True,True,False,2,0,email only,Home | NürnbergMesse,,https://www.linkedin.com/company/n-rnbergmesse-gmbh
MESSE ESSEN GmbH,Essen,+49 201 72440,http://www.messe-essen.de/,Event management company,Food Expo/Fair,CEO / Veranstaltungsleiter / Head of Partnerships,"""MESSE ESSEN GmbH"" Germany","Hallo [Name], Harvics HR und unsere KI-Supply-Chain-Plattform sind ideal für Messeaussteller — compliance-ready für Deutschland. Darf ich unser Memorandum teilen? | Mian Muhammad Usman",To Contact,karin.baumeister@messe-essen.de,,https://www.linkedin.com/company/messe-essen-gmbh,Messe Essen |  One location - countless possibilities,"With 50 trade fairs and exhibitions, including ten leading trade fairs, the Essen exhibition centre is among the top ten exhibition locations in Germany. An appealing mix of international, national and regional professional and consumer trade fairs attracts around 1.4 million visitors annually. MESSE ESSEN offers exhibitors the ideal environment to present their company and to establish important contacts with experts, key customers and opinion leaders.",,"With  roundabout 55 trade fairs and exhibitions , including  ten leading trade fairs , the Essen exhibition centre is among the top ten exhibition locations in Germany. An appealing mix of international, national and regional professional and consumer trade fairs attracts around 1.5 million visitors annually. MESSE ESSEN offers exhibitors the ideal environment to present their company and to establish important contacts with experts, key customers and opinion leaders.",https://www.linkedin.com/company/messe-essen-gmbh,"messe essen, congress center essen, grugahalle, leading trade fairs,key customers",partial,2,,,True,True,False,2,0,email only,Messe Essen |  One location - countless possibilities,,https://www.linkedin.com/company/messe-essen-gmbh
Messe Düsseldorf Halle 8b,Düsseldorf,+4902114560435,https://www.messe-duesseldorf.de/,Event venue,Food Expo/Fair,CEO / Veranstaltungsleiter / Head of Partnerships,"""Messe Düsseldorf Halle 8b"" Germany","Hallo [Name], Harvics HR und unsere KI-Supply-Chain-Plattform sind ideal für Messeaussteller — compliance-ready für Deutschland. Darf ich unser Memorandum teilen? | Mian Muhammad Usman",To Contact,berndtm@messe-duesseldorf.de,,https://www.linkedin.com/company/messe-dusseldorf-gmbh/,Startseite -- Messe Düsseldorf GmbH,"Entdecken Sie die Messe Düsseldorf: auf unseren Leitmessen in Düsseldorf, rund um den Globus und über unsere digitalen Angebote.",,,https://www.linkedin.com/company/messe-dusseldorf-gmbh/,,partial,2,,,True,True,False,2,0,email only,Startseite -- Messe Düsseldorf GmbH,,https://www.linkedin.com/company/messe-dusseldorf-gmbh/
Wellfairs GmbH,Meerbusch,+49 2132 5102240,http://wellfairs.de/,Event management company,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""Wellfairs GmbH"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,info@wellfairs.de,,https://www.linkedin.com/company/73098209/admin/dashboard/,Wellfairs GmbH,Internationaler Messeveranstalter,49 2132 5102,"Wellfairs Events verwandelt das Eventgelände Blumengroßmarkt vom 11. Juni bis 19. Juli 2026 in eine überdachte Fan-Location mit großem Screen, Stadion-Sound, Food & Drinks und garantierten Sitzplätzen.",https://www.linkedin.com/company/73098209/admin/dashboard/,,partial,2,,,True,True,False,2,0,email only,Wellfairs GmbH,+49 2132 5102,https://www.linkedin.com/company/73098209/admin/dashboard/
Messe Dortmund,Dortmund,+49 231 1204521,http://messe-dortmund.de/,Event venue,Food Expo/Fair,CEO / Veranstaltungsleiter / Head of Partnerships,"""Messe Dortmund"" Germany","Hallo [Name], Harvics HR und unsere KI-Supply-Chain-Plattform sind ideal für Messeaussteller — compliance-ready für Deutschland. Darf ich unser Memorandum teilen? | Mian Muhammad Usman",To Contact,guestevents@messe-dortmund.de,,,Messe Dortmund - Der Messeplatz in NRW | Messe Dortmund,Dortmund ist der perfekte Standort für Ihre Messe! Das Messegelände bietet Ihnen flexible Kapazitäten für Ihre Gastmesse - jetzt informieren!,0231 1204-272,,,,partial,2,,,True,True,False,2,0,email only,Messe Dortmund - Der Messeplatz in NRW | Messe Dortmund,0231 1204-272,
Messe Düsseldorf Halle 11,Düsseldorf,+4902114560435,https://www.messe-duesseldorf.de/,Event venue,Food Expo/Fair,CEO / Veranstaltungsleiter / Head of Partnerships,"""Messe Düsseldorf Halle 11"" Germany","Hallo [Name], Harvics HR und unsere KI-Supply-Chain-Plattform sind ideal für Messeaussteller — compliance-ready für Deutschland. Darf ich unser Memorandum teilen? | Mian Muhammad Usman",To Contact,berndtm@messe-duesseldorf.de,,https://www.linkedin.com/company/messe-dusseldorf-gmbh/,Startseite -- Messe Düsseldorf GmbH,"Entdecken Sie die Messe Düsseldorf: auf unseren Leitmessen in Düsseldorf, rund um den Globus und über unsere digitalen Angebote.",,,https://www.linkedin.com/company/messe-dusseldorf-gmbh/,,partial,2,,,True,True,False,2,0,email only,Startseite -- Messe Düsseldorf GmbH,,https://www.linkedin.com/company/messe-dusseldorf-gmbh/
Gourmet Festival Düsseldorf - Königsallee,Düsseldorf,,,Festival,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""Gourmet Festival Düsseldorf - Königsallee"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,,,,,,,,,,partial,0,,,False,False,False,0,0,skip,,,
foodjobs GmbH,Düsseldorf,+49 211 95764770,http://www.foodjobs.de/,Recruiter,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""foodjobs GmbH"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,info@foodjobs.de,,,foodjobs.de - Die Jobbörse für die Lebensmittelbranche - foodjobs,,,,,,partial,1,,,True,False,False,1,0,skip,,,
CCD Congress Center Düsseldorf - Düsseldorf Congress,Düsseldorf,+49 211 45608401,https://www.duesseldorfcongress.de/,Convention center,Food Expo/Fair,CEO / Veranstaltungsleiter / Head of Partnerships,"""CCD Congress Center Düsseldorf - Düsseldorf Congress"" Germany","Hallo [Name], Harvics HR und unsere KI-Supply-Chain-Plattform sind ideal für Messeaussteller — compliance-ready für Deutschland. Darf ich unser Memorandum teilen? | Mian Muhammad Usman",To Contact,info@duesseldorfcongress.de,,https://www.linkedin.com/company/duesseldorfcongress/,CCD Congress Center Düsseldorf - Kongresszentrum,"Kongresszentrum für Kongresse, Tagungen, HVs, Konferenzen und Ausstellungen mit bis zu 100.000 Besuchern in Düsseldorf",49 211 4560,"Das CCD Congress Center Düsseldorf zählt seit Jahren zu den gefragtesten Locations für Hauptversammlungen in Deutschland – sowohl für Präsenz- als auch für virtuelle Formate. Der Grund: Hauptversammlungen unterliegen einem strengen rechtlichen Rahmen, bei dem Präzision und Professionalität oberste Priorität haben.  Mit jahrzehntelanger Erfahrung, umfassender technischer Ausstattung (Regie, Kameratechnik, Licht, Ton, Sicherheit und Streaming) sowie einem spezialisierten Projektteam bietet das CCD höchste Sicherheit und Effizienz bei der Planung und Durchführung. Viele namhafte Unternehmen vertrauen deshalb regelmäßig auf die Expertise des CCD. Der Event-Podcast von Düsseldorf Congress In jeder Episode gibt es frische Impulse und konkrete Tipps, wie Sie Ihre Events fit für die Zukunft machen, Menschen mit Ihren Veranstaltungen nachhaltig begeistern und authentische Erlebnisse schaffen. Denn das ist es ja, wofür wir als Event-Macher und Macherinnen brennen. Alle Episoden Wir realisieren Ihr nächstes Event im CCD Congress Center Düsseldorf Wir sind Eventprofis aus Leidenschaft Jetzt Kontakt aufnehmen",https://www.linkedin.com/company/duesseldorfcongress/,,partial,2,,,True,True,False,2,0,email only,CCD Congress Center Düsseldorf - Kongresszentrum,+49 211 45608429,https://www.linkedin.com/company/duesseldorfcongress/
Eventkirche Dortmund by Stolzenhoff Catering in Dortmund,Dortmund,+49 231 427860,,Function room facility,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""Eventkirche Dortmund by Stolzenhoff Catering in Dortmund"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,,,,,,,,,,partial,0,,,False,False,False,0,0,skip,,,
Congress-Centrum Ost Koelnmesse,Cologne,+49 221 8212121,https://www.koelnmesse.de/,Event venue,Food Expo/Fair,CEO / Veranstaltungsleiter / Head of Partnerships,"""Congress-Centrum Ost Koelnmesse"" Germany","Hallo [Name], Harvics HR und unsere KI-Supply-Chain-Plattform sind ideal für Messeaussteller — compliance-ready für Deutschland. Darf ich unser Memorandum teilen? | Mian Muhammad Usman",To Contact,info@koelnmesse.de,,https://www.linkedin.com/company/koelnmesse-gmbh,Startseite | Koelnmesse,"Koelnmesse organisiert mehr als 80 Messen, Ausstellungen und Events in Köln und weltweit. Diese geben Ihrem Geschäft wichtige Impulse.",,"Die Koelncongress GmbH agiert als 100%-ige Tochtergesellschaft der Koelnmesse GmbH und entstand aus den renommierten Unternehmen KölnKongress GmbH und Koelnmesse Ausstellungen GmbH. Mit rund 1.700 jährlichen Veranstaltungen aus den Geschäftsbereichen Tagungen, Kongresse, Gastmessen, Corporate Events, kulturelle und gesellschaftliche Veranstaltungen gehört Koelncongress zu den führenden Veranstaltungsdienstleistern in Deutschland. Mit der Erfahrung und dem Know-how aus 30 Jahren Geschäftstätigkeit, einem umfangreichen Portfolio an Top Locations im Zentrum Kölns und der Konzeptionsstärke eines Full-Service-Partners bietet Koelncongress maßgeschneiderte Lösungen für erfolgreiche Veranstaltungen in der Metropole Köln.",https://www.linkedin.com/company/koelnmesse-gmbh,"Koelnmesse, Veranstaltungen, Messen, Events, Köln, Termine, Oeffnungszeiten, Hallenplan, Aussteller, Besucher, Messeveranstalter, Eventveranstalter",partial,2,,,True,True,False,2,0,email only,Startseite | Koelnmesse,,https://www.linkedin.com/company/koelnmesse-gmbh
Wissenschaftspark Gelsenkirchen GmbH,Gelsenkirchen,+49 209 1671000,http://www.wipage.de/,Conference center,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""Wissenschaftspark Gelsenkirchen GmbH"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,info@wipage.de,,https://www.linkedin.com/company/wissenschaftspark-gelsenkirchen,Wissenschaftspark Gelsenkirchen - Wissenschaftspark Gelsenkirchen,"Preisgekrönter Technologiepark, Business-Center im Kreativquartier, Veranstaltungszentrum, Branchentreff, Coworking Space für StartUps. Branchenfokus Klimaschutz, IT-Cluster, Gesundheitswirtschaft, Design.",49 209 167,,https://www.linkedin.com/company/wissenschaftspark-gelsenkirchen,,partial,2,,,True,True,False,2,0,email only,Wissenschaftspark Gelsenkirchen - Wissenschaftspark Gelsenkirchen,+49 209 167-1000,https://www.linkedin.com/company/wissenschaftspark-gelsenkirchen
Zoo Event,Cologne,+49 221 767574,http://zoo-event.com/,Event planner,FMCG / Food,CEO / Geschäftsführer / COO / HR-Leitung,"""Zoo Event"" Germany","Hallo [Name], wir bauen KI-Infrastruktur für FMCG-Distributoren in Deutschland — Echtzeit-Logistik, HR-Compliance und DSGVO in einem Stack. Memorandum auf Anfrage. | Mian Muhammad Usman",To Contact,info@zoogastronomie.de,,,Zoo Event - Home,,,"Die perfekte Location für Geburtstage, Hochzeiten und Firmenevents. Auch Tagungen, Vorträge und Präsentationen finden hier den optimalen Rahmen.",,,partial,2,,,True,True,False,2,0,email only,Zoo Event - Home,,
