Company,Country,Category,Website,Stand,Email,Phone,LinkedIn,Instagram
Log2Go,Luxembourg,"Bakery, cakes & desserts | Vegan / Vegetarian Products | Cereals / Fruit Bars | Snacks | Nuts | Dry goods | Free-from products | Cakes / Dessert | Dried Fruits | Gluten-Free Products | Instant hot beverages",https://www.log2go.com,"11-2, South Hall 1",,,,
Logika Moloka,Russian Federation,"Halal and kosher food | Yoghurt (Regular, Flavoured, Fruit, etc.) | Cream & Cream Products | Free-from products | Milk | Fat-free Products | Lactose-free Products",https://logikamoloka.ru/,"M-A29, Shk Maktoum Hall",,,,
Lohiya Confectioneries Private Limited,India,"Private label | Bakery, cakes & desserts | Baked Goods",https://lohiyaconfectioneries.com/,"SH-Z9, South Hall 12",,,,
Long Son Joint Stock Company,Vietnam,Snacks | Nuts,https://www.longson.vn,"N5-120, North Hall 5",,,,
"Longhai Juli Food Co., Ltd",China,Dry goods | Dried Fruits,https://www.julifood.com,"DG-C8, North Hall 13",,,,
"Lontrue Co., Ltd",China,"Dry goods | Bakery, cakes & desserts | Nuts | Halal and kosher food | Dried Fruits | Snacks | Health & Wellness Products | Fortified foods & health products | Baking Supplies",https://www.lontrue.com,"N10-E30, North Hall 10",,,,
Lord Spices,Spain,Value-Added Food | Dry goods | Specialty food | Halal and kosher food | Spices & Seasonings | Ethnic Food,https://lordspices.com/,"14-30, South Hall 2",,,,
"Lorenzati, Ruetsch Y Cia S.A",Argentina,"Halal and kosher food | Free-from products | Vegan / Vegetarian Products | Snacks | Health & Wellness Products | Spreads, honey & jams | Nuts | Fortified foods & health products",https://www.lorenzati.com/,"N7-G59, North Hall 7",,,,
LOTTE Kolson (Pvt.) Limited,Pakistan,Power Brands,https://www.lottekolson.com,"N1-A102, North Hall 1",,,,
"LOTUS HEALTH GROUP FOOD CO.,LTD",China,Condiments & sauces | Halal and kosher food,https://www.mylotushealth.com,"SW-D17, South Hall 11",,,,
LOTUS RICE,Vietnam,Halal and kosher food | Pulses/ grains / cereals / flours | Rice | Brown Rice,https://lotusrice.vn/,"N4-C68, North Hall 4",,,,
"Lou et Lang Co., Ltd",Republic Of Korea,Vegan / Vegetarian Products | Tea | Ready-to-Eat | Instant Noodles | Frozen Ready Meals | Canned Products | Frozen food | Dry goods | Private label | Free-from products | Specialty food | Condiments & sauces | Non-alcoholic Beverages | Gluten-Free Products,https://catalog.louetlang.kr/,"35-83, South Hall 6",,,,
Louis Dreyfus Company Suisse SA,Switzerland,Wheat | Barley | Pulses/ grains / cereals / flours | Rice | Coffee Beans | Pulses,https://www.ldc.com/,"N4-D26, North Hall 4",,,,
LOUIS FRANCOIS,France,World Food,https://louisfrancois.com/,"7-17, South Hall 1",,,,
Louisbourg Seafoods Ltd,Canada,"Shellfish | Frozen Seafood | Meat, poultry & seafood | Frozen food",https://www.louisbourgseafoods.ca,"S-C13, Trade Centre Arena",,,,
Loulis Food Ingredients,Greece,"Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Sugar-free Products | Oats | Pulses/ grains / cereals / flours | Rye | Private label | Wheat | Free-from products | Spelt | Gluten-Free Products | Baking Supplies",https://www.loulis.com,"21-40, South Hall 3",,,,
LP Foodies S.A.U,United Arab Emirates,"Halal and kosher food | Free-from products | Processed Meat | Gluten-Free Products | Meat, poultry & seafood",https://www.lapiara.es,"S-K5, Trade Centre Arena",,,,
LPARTNERS INTERNATIONAL TRADING FZCO,United Arab Emirates,"Animal Fats | Meat, poultry & seafood | Canned Products | Fish | Frozen Meat | Dried Milk Products | Frozen Seafood | Cheese | Frozen food | Eggs & Egg Products | Poultry & Feathered Game | Dry goods | Game Meat | Processed Meat | Frozen Dairy Products | Milk | Organ Meats & Offal | Butter | Frozen Fruit & Vegetables | Vegetable & animal oils & fats | Chilled & fresh food | Unprocessed Meat",https://www.lpartners.net/,"S1-C73, Shk Saeed Hall 1",,,,
LSM Trading LLC,United Arab Emirates,"Iced Tea | Bakery, cakes & desserts | Cordials & Syrups | Vegan / Vegetarian Products | Tea | Alternative Milk Products | Fortified foods & health products | Sugar-free Products | Frozen Ready Meals | Canned Products | Coffee | Pulses/ grains / cereals / flours | Breakfast Cereals | Frozen food | Instant Beverages | Dry goods | Ice Cream | Ice Cream / Sorbet / Gelato | Organic products | Frozen Baked Goods | Free-from products | Frozen Dairy Products | Health & Wellness Products | Flavoured Water | Dairy-free Products | Energy Drinks | Baked Goods | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings | Non-alcoholic Beverages | Bottled Water | Carbonated Soft Drinks | Instant hot beverages | Juices & Nectars",https://www.lsmtrading.com,"Z6-E54, Za'abeel Hall 6",,,,
ltd Melveritas,Georgia,World Food,https://www.melveritas.com,"25-40, South Hall 4",,,,
LTD Tyumen Aerosols,Russian Federation,"Halal and kosher food | Fortified foods & health products | Meat, poultry & seafood | Oil | Private label | Game Meat | Health & Wellness Products | Vegetable & animal oils & fats | Unprocessed Meat | Organic products",https://aerosol72.ru/en/,"Z1-B43, Za'abeel Hall 1",,,,
LTD USPEH-M,Russian Federation,Sorghum | Pulses/ grains / cereals / flours | Vegetable & animal oils & fats | Millet | Agri-product Seeds,https://uspeh-m.com,"N11-A20, North Hall 11",,,,
Luban Foods LLC,Oman,"Sales Services | Professional services | Private label | Condiments & sauces | Halal and kosher food | Spreads, honey & jams | Trademark | Business Services",https://www.delicioworld.om,"31-106, South Hall 5",,,,
Lubek For Food Industries,Jordan,"Bakery, cakes & desserts | Baked Goods",https://www.lubek-food.com,"51-91, South Hall 9",,,,
"LUCK SIAM GLOBAL CO., LTD",Thailand,Specialty food | Private label | Dry goods | Canned Products | Ready-to-Eat,https://www.lucksiamglobal.com/,"S-H36, Trade Centre Arena",,,,
"Lucky Alvin"" / T&V 4 Life s.r.o",Czech Republic,"Bakery, cakes & desserts | Vegan / Vegetarian Products | Ready-to-Eat | Spreads, honey & jams | Sugar-free Products | Fortified foods & health products | Snacks | Nuts | Ice Cream | Private label | Free-from products | Fortified & Functional Products | Health & Wellness Products | Dairy-free Products | Gourmet & Fine Food | Specialty food | Cakes / Dessert | Healthy snacks | Gluten-Free Products | Lactose-free Products | Baking Supplies",https://www.luckyalvin.com,"12-87, South Hall 2",,,,
"LUCKY UNION FOODS CO., LTD",Thailand,Frozen Seafood | Frozen food,https://www.luckyunionfoods.com/,"N2-B29, North Hall 2",,,,
Lulu Retail Holdings PLC,United Arab Emirates,Tea | Coffee | Cheese | Fresh Fruits & Vegetables | Eggs & Egg Products | Ice Cream | Milk | Bottled Water | Chilled & fresh food,https://www.luluretail.com/about-us/lulu-story/,"C6-2, Hall 6",,,,
LunskoyeSea,Russian Federation,"Fresh Seafood | Meat, poultry & seafood",https://lunskoe-more.com/,"S-D62, Trade Centre Arena",,,,
Luonan County Yiyuan Agricultural and Sideline Products Development Company,China,Dry goods | Dried Fruits,https://www.gulfood.com,"N4-C2, North Hall 4",,,,
Luong Gia Food Technology Corp,Vietnam,Dry goods | Free-from products | Vegan / Vegetarian Products | Dried Fruits | Gluten-Free Products | Sugar-free Products,https://luonggiacompany.com/,"SW-P8, South Hall 11",,,,
"Luoyang Jinqiu Agricultural and Sideline Products Co., Ltd",China,Crackers | Healthy snacks | Snacks,https://www.jinqiufoods.com,"SH-V10, South Hall 12",,,,
Lupins Saladitos,Spain,"Finger Food | Bakery, cakes & desserts | Vegan / Vegetarian Products | Ready-to-Eat | Fortified foods & health products | Canned Products | Snacks | Salty Snacks | Dry goods | Private label | Organic products | Free-from products | Fortified & Functional Products | Health & Wellness Products | Specialty food | Vegetable snacks | Healthy snacks | Gluten-Free Products | Lactose-free Products | Baking Supplies | Ethnic Food",https://www.saladitos.com,"16-30, South Hall 2",,,,
Lupo General Trading Fmcg,Spain,Dry goods | Canned Products | Energy Drinks | Halal and kosher food | Non-alcoholic Beverages | Pasta | Carbonated Soft Drinks,https://www.cashlupo.com,"15-10, South Hall 2",,,,
Lusail Factory for Mineral Water,Qatar,Bottled Water | Flavoured Water,https://alkalive.com,"36-2, South Hall 6",,,,
Lutosa,Belgium,Finger Food | Private label | Halal and kosher food | Free-from products | Frozen Fruit & Vegetables | Vegan / Vegetarian Products | Snacks | Frozen food | Organic products,https://www.lutosa.com,"C3-40, Hall 3",,,,
Luvia Blends,Belgium,Instant hot beverages,https://ginseng.coffee,"PD26, PD35, The Pavilion",,,,
Luxeapers,Spain,Dry goods | Canned Products | Private label | Halal and kosher food | Organic products,https://www.luxeapers.es,"14-53, South Hall 2",,,,
Luxlait Expansion S.A.,Luxembourg,"Butter | Yoghurt (Regular, Flavoured, Fruit, etc.) | Cream & Cream Products | Milk",https://www.luxlait.lu,"M-116,11-2, Shk Maktoum Hall,South Hall 1",,,,
Luxmi Premium Grains India Pvt Ltd,India,Pulses | Pulses/ grains / cereals / flours | Corn | Brown Rice | Millet | Value-Added Food | Dry goods | Private label | Wheat | Barley | Rice | Specialty food | Spices & Seasonings | Quinoa | Organic products,https://www.lpgrice.com,"N10-D2, North Hall 10",,,,
Luxmi Tea International FZCO,United Arab Emirates,Specialty food | Private label | Instant hot beverages | Coffee | Fair Trade | Tea | Organic products,https://www.luxmitea.com,"Z5-B66, Za'abeel Hall 5",,,,
Lykis Limited,India,"Gluten-free Baked Goods | Bakery, cakes & desserts | Fortified foods & health products | Spreads, honey & jams | Meat, poultry & seafood | Instant Noodles | Canned Products | Pulses | Frozen Meat | Coffee | Pulses/ grains / cereals / flours | Pasta | Corn | Frozen Seafood | Brown Rice | Millet | Breakfast Cereals | Frozen food | Instant Beverages | Dry goods | Private label | Instant Soups | Wheat | Barley | Rice | Fortified & Functional Products | Organ Meats & Offal | Baked Goods | Condiments & sauces | Spices & Seasonings | Non-alcoholic Beverages | Quinoa | Dried Fruits | Unprocessed Meat | Instant hot beverages | Juices & Nectars",https://lykis.com/,"SH-Z39, South Hall 12",,,,
M K Proteins,India,"Rice, Pulses & Grains",https://www.mkproteins.com,"N5-G69, North Hall 5",,,,
M M Poonjiaji Spices Limited,India,"Savoury snacks | Halal and kosher food | Dates & Date Palm Products | Ready-to-Eat | Market Research | Frozen Ready Meals | Digital Marketing | Snacks | Frozen food | Advertising, Marketing and PR | Dry goods | Professional services | Private label | Instant Soups | Specialty food | Condiments & sauces | Spices & Seasonings | Healthy snacks | Ethnic Food",https://poonjiaji.com/,"N1-G19, North Hall 1",,,,
M RAHEEM RICE PROCESSING MILLS,Pakistan,Pulses/ grains / cereals / flours | Rice,https://www.mraheemricemills.com,"N7-F43, North Hall 7",,,,
"M-PATHY INTERTRADE CO., LTD",Thailand,"Savoury snacks | Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Value-Added Food | Dried Fruit & Vegetables | Dry goods | Free-from products | Specialty food | Dried Fruits | Healthy snacks | Baking Supplies",https://www.mpathyfood.com,"DG-416, North Hall 13",,,,
M. R. AGRO INDIA PVT LTD,India,Halal and kosher food | Vegan / Vegetarian Products | Tea | Fortified foods & health products | Instant Noodles | Frozen Ready Meals | Canned Products | Pulses | Pulses/ grains / cereals / flours | Pasta | Snacks | Salty Snacks | Frozen food | Dry goods | Nut-free Products | Instant Soups | Organic products | Free-from products | Frozen Dairy Products | Health & Wellness Products | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings | Dried Fruits,https://WWW.MRAGROINDUSTRIES.COM,"N5-D2, North Hall 5",,,,
M.A. SAADEDDIN & PARTNERS CO,Saudi Arabia,"Gluten-free Baked Goods | Government/associations | Bakery, cakes & desserts | Halal and kosher food | Tea | Alternative Milk Products | Fortified foods & health products | Sugar-free Products | Coffee | Dried Milk Products | Frozen food | Fresh Fruits & Vegetables | Eggs & Egg Products | Instant Beverages | Ice Cream | Smoothies | Ice Cream / Sorbet / Gelato | Frozen Baked Goods | Free-from products | Frozen Dairy Products | Fortified & Functional Products | Health & Wellness Products | Dairy-free Products | Baked Goods | Condiments & sauces | Non-alcoholic Beverages | Cakes / Dessert | Baking Supplies | Chilled & fresh food | Instant hot beverages | Juices & Nectars",https://www.saadeddin.com,"37-45, South Hall 6",,,,
M.G.P Cyprus Salt Co Ltd,Cyprus,Dry goods | Private label | Condiments & sauces | Halal and kosher food | Spices & Seasonings,https://theodorousalt.com/,"22-24, South Hall 3",,,,
M.H.E Gıda Tur. Teks. San. ve Tic. Ltd. Sti,Türkiye,World Food,https://www.mheltd.com.tr,"B-16, South Hall 6",,,,
M.MANZOOR & CO. PAKISTAN PVT.LTD,Pakistan,"Bakery, cakes & desserts | Halal and kosher food | Tea | Frozen Ready Meals | Fresh Ready Meals | Frozen food | Fresh Fruits & Vegetables | Dry goods | Instant Soups | Frozen Fruit & Vegetables | Spices & Seasonings | Cakes / Dessert | Dried Fruits | Chilled & fresh food",https://www.a1spices.com,"33-95, South Hall 6",,,,
M.P. Theodorou Salt Industry Co Ltd,Cyprus,Dry goods | Condiments & sauces | Halal and kosher food | Spices & Seasonings,https://theodorousalt.com/,"22-28, South Hall 3",,,,
M.R.S Packaging LTD,United Arab Emirates,Savoury snacks | Finger Food | Ready-to-Eat | Sugar-free Products | Canned Products | Snacks | Salty Snacks | Nuts | Instant Beverages | Value-Added Food | Dry goods | Private label | Smoothies | Free-from products | Popcorn | Gourmet & Fine Food | Crackers | Specialty food | Condiments & sauces | Spices & Seasonings | Non-alcoholic Beverages | Healthy snacks | Gluten-Free Products | Instant hot beverages,https://www.mrspackaging.com,"40-60, South Hall 7",,,,
M/s BALAJI COMMODITIES,Pakistan,"Rice, Pulses & Grains",https://www.balajicommodities.com,"N7-E2, North Hall 7",,,,
M/s Dorsal Expoventure Private Limited,India,Savoury snacks | Ready-to-Eat | Oil | Snacks | Salty Snacks | Dry goods | Private label | Instant Soups | Ghee | Olive Oil | Specialty food | Condiments & sauces | Spices & Seasonings | Vegetable & animal oils & fats | Healthy snacks | Carbonated Soft Drinks | Ethnic Food,https://www.dorsalexpoventure.com/,"N1-F26, North Hall 1",,,,
M/s Gagan Rice Mill,India,Private label | Pulses/ grains / cereals / flours | Rice,https://gaganricemill.com,"N7-C58, North Hall 7",,,,
M/s R.K.Ganapathi Chettiar,India,Butter | Oil | Ghee | Vegetable & animal oils & fats,https://www.rkgghee.io,"Z1-B29, Za'abeel Hall 1",,,,
M/S Top Export,India,Frozen Fruit & Vegetables | Frozen food | Chilled & fresh food | Fresh Fruits & Vegetables | Frozen Ready Meals,https://www.topexport.in,"N1-C47, North Hall 1",,,,
M/S. Rama Exports,India,"Savoury snacks | Bakery, cakes & desserts | Halal and kosher food | Savoury Baked Products | Snacks | Private label | Crackers | Baked Goods",https://www.ramaexports.com,"N1-H43, North Hall 1",,,,
MA-HA VIRTUE LLC,United States of America,Juices & Nectars,https://www.mahavirtue.co/,"40-48, South Hall 7",,,,
MAAMOUL DREAM INDUSTRY CO,Saudi Arabia,"Gluten-free Baked Goods | Bakery, cakes & desserts | Baked Goods | Cakes / Dessert | Baking Supplies",https://tamritaa.com/?expires=1767787512&identifier=918472365&signature=1d96aa6e46a570da5f672fe801689430de56cab23e2a2b39a346f14e4cca0625,"38-2, South Hall 6",,,,
Maarc Spl Foods Pvt. Ltd,India,Enterprise Solutions | Retail Tech | Value-Added Food | Dry goods | Private label | Technology | Cloud Solutions | Gourmet & Fine Food | Specialty food | Condiments & sauces | Spices & Seasonings | Ethnic Food,https://www.maarcfoods.com,"N1-C44, North Hall 1",,,,
MAAZ Cheese B.V,Netherlands,Cheese,https://www.maazcheese.nl,"M-C40, Shk Maktoum Hall",,,,
Mabroc Teas,Sri Lanka,Iced Tea | Tea | Instant hot beverages,https://www.mabrocteas.com,"Z3-G22, Za'abeel Hall 3",,,,
Mac Hado AX Trading,Brazil,Coffee Beans | Business Services | Coffee | Pulses/ grains / cereals / flours | Sales Services | Dry goods | Professional services | Organic products | Logistics | Spices & Seasonings,https://machadoax.com/,"N9-D14, North Hall 9",,,,
Mac World Industries - Malaysia,Malaysia,Fats & Oils,https://www.macworldinc.com,"Z1-10, Za'abeel Hall 1",,,,
Macadamias South Africa (SAMAC,South Africa,"Savoury snacks | Government/associations | Bakery, cakes & desserts | Vegan / Vegetarian Products | Alternative Milk Products | Fortified foods & health products | Cereals / Fruit Bars | Oil | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Salty Snacks | Instant Beverages | Dry goods | Ice Cream | Smoothies | Free-from products | Fortified & Functional Products | Health & Wellness Products | Dairy-free Products | Baked Goods | Vegetable & animal oils & fats | Healthy snacks | Cakes / Dessert | Dried Fruits",https://www.samac.org.za,"GG-160, North Hall 12",,,,
Macavation,South Africa,"Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Fortified foods & health products | Cereals / Fruit Bars | Oil | Snacks | Nuts | Smoothies | Private label | Free-from products | Fortified & Functional Products | Health & Wellness Products | Dairy-free Products | Vegetable & animal oils & fats | Healthy snacks | Gluten-Free Products | Lactose-free Products | Baking Supplies",https://www.macavation.co.za/,"39-30, South Hall 7",,,,
Mackenzie Distribution,Lebanon,Frozen Ready Meals | Canned Products | Frozen Meat | Frozen Seafood | Frozen food | Dry goods | Private label | Organic products | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings,https://www.mackenziedistribution.com,"S-E17, Trade Centre Arena",,,,
Macksons Tea Exports Private Limited,Sri Lanka,Dry goods | Iced Tea | Coffee | Spices & Seasonings | Tea,https://www.macksonstea.com,"Z3-H47, Za'abeel Hall 3",,,,
MACKWOODS TEA,United Kingdom,Iced Tea | Halal and kosher food | Tea | Fortified foods & health products | Business Services | AgriTech | Coffee | Artisanal | Value-Added Food | Professional services | Private label | Technology | Fortified & Functional Products | Health & Wellness Products | Consulting | Gourmet & Fine Food | Specialty food | Organic products | Juices & Nectars,https://www.mackwoodstea.com,"Z6-A56, Za'abeel Hall 6",,,,
MADA AL BILAD CO,United Arab Emirates,"Rice, Pulses & Grains",https://madaa-albilad.com/,"N10-116, North Hall 10",,,,
MADAM SUN SDN BHD,Malaysia,Smoothies | Private label | Cordials & Syrups | Non-alcoholic Beverages,https://www.madamsun.com,"Z5-B33, Za'abeel Hall 5",,,,
Madama Oliva S.p.A,Italy,Savoury snacks,https://www.madamaoliva.it/,"16-73, South Hall 3",,,,
"MADAMDO INTERFOOD CO., LTD",Thailand,Savoury snacks | Finger Food | Animal Fats | Iced Tea | Freekeh | Halal and kosher food | Agri-oil | Cordials & Syrups | Coffee Beans | Cereals / Fruit Bars | Instant Noodles | Faro | Savoury Baked Products | Canned Products | Fresh Ready Meals | Oats | Pulses | Coffee | Pulses/ grains / cereals / flours | Corn | Snacks | Rye | Millet | Brown Rice | Breakfast Cereals | Nuts | Salty Snacks | Frozen food | Eggs & Egg Products | Fresh Fruits & Vegetables | Fresh Side Dishes & Ingredients | Instant Beverages | Dry goods | Dried Fruit & Vegetables | Private label | Instant Soups | Sorghum | Smoothies | Barley | Rice | Popcorn | Flavoured Water | Agri-product Seeds | Crackers | Energy Drinks | Vegetable snacks | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings | Non-alcoholic Beverages | Quinoa | Vegetable & animal oils & fats | Healthy snacks | Bottled Water | Carbonated Soft Drinks | Chilled & fresh food | Instant hot beverages | Juices & Nectars,https://madamagri.wbonwebs.com,"N2-B16, North Hall 2",,,,
Made in Kazakhstan Pavillion,Kazakhstan,"Freekeh | Alternative Milk Products | Meat, poultry & seafood | Instant Noodles | Frozen Ready Meals | Canned Products | Oil | Oats | Pulses | Frozen Meat | Pulses/ grains / cereals / flours | Pasta | Corn | Frozen Seafood | Rye | Millet | Brown Rice | Frozen food | Instant Beverages | Dry goods | Private label | Instant Soups | Ice Cream / Sorbet / Gelato | Barley | Wheat | Organic products | Game Meat | Rice | Processed Meat | Frozen Dairy Products | Butter | Agri-product Seeds | Spelt | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings | Non-alcoholic Beverages | Quinoa | Vegetable & animal oils & fats | Dried Fruits | Bottled Water | Carbonated Soft Drinks | Unprocessed Meat | Juices & Nectars",https://qaztrade.org.kz/eng/,"59-80, A-265, South Hall 10",,,,
Made in Russia,Russian Federation,Beverages,https://gc-granat.ru,"32-40,Z1-A40,N11-B40,S-D50, South Hall 5,Za'abeel Hall 1,North Hall 11,Trade Centre Arena",,,,
Madhu Jayanti International Pvt Limited,India,Energy Drinks | Iced Tea | Coffee | Tea | Instant Beverages | Instant hot beverages,https://www.jaytea.com,"Z5-D74, Za'abeel Hall 5",,,,
"MAE-RUAY SNACK FOOD FACTORY CO., LTD",Thailand,Savoury snacks | Crackers | Nuts | Snacks | Salty Snacks,https://www.kohkae.com/,"N1-K20, North Hall 1",,,,
"MAEBOONLAM INTERTRADE CO., LTD",Thailand,Dry goods | Canned Products | Private label | Condiments & sauces | Pulses/ grains / cereals / flours | Rice | Halal and kosher food,https://www.phetdamfoods.com,"N2-B68, North Hall 2",,,,
Maersk,United Arab Emirates,,https://www.maersk.com,"GG-P30, North Hall 12",,,,
MAF Business Group,Ethiopia,Coffee,https://www.mafbusinessgroupet.com,"5-80, South Hall 1",,,,
Mafaza Food Company,Saudi Arabia,"Gluten-free Baked Goods | Bakery, cakes & desserts",,"36-25, South Hall 6",,,,
Mafi For Agricultural Produce Industries,Egypt,"Savoury snacks | Gluten-free Baked Goods | Bakery, cakes & desserts | Cordials & Syrups | Dates & Date Palm Products | Spreads, honey & jams | Fortified foods & health products | Cereals / Fruit Bars | Savoury Baked Products | Yoghurt (Regular, Flavoured, Fruit, etc.) | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Frozen food | Instant Beverages | Ice Cream | Dried Fruit & Vegetables | Private label | Smoothies | Ice Cream / Sorbet / Gelato | Fortified & Functional Products | Health & Wellness Products | Flavoured Water | Vegetable snacks | Baked Goods | Condiments & sauces | Frozen Fruit & Vegetables | Non-alcoholic Beverages | Cakes / Dessert | Healthy snacks | Pulses | Juices & Nectars",https://www.mafi-egypt.com,"GG-M2, North Hall 12",,,,
Mafin Snack Pellets Italy,Italy,"Rice, Pulses & Grains",https://www.mafin.it,"N9-C67, North Hall 9",,,,
Maggadit Food Industries,Libya,"Condiments & sauces | Agri-oil | Vegetable & animal oils & fats | Spreads, honey & jams",https://www.maggadit.com/,"B1-70, Hall 1",,,,
MAGIC FLAME LTD,Bulgaria,"Animal Fats | Bakery, cakes & desserts | Halal and kosher food | Agri-oil | Oil | Snacks | Nuts | Private label | Agri-product Seeds | Baked Goods | Vegetable & animal oils & fats | Baking Supplies",https://magicflame.eu/,"Z1-A45, Za'abeel Hall 1",,,,
Magic Seasoning Blends,United States of America,Halal and kosher food | Fortified foods & health products | Sugar-free Products | Artisanal | Dry goods | Private label | Free-from products | Health & Wellness Products | Gourmet & Fine Food | Specialty food | Condiments & sauces | Spices & Seasonings | Gluten-Free Products,https://www.magicseasoningblends.com,"42-96, South Hall 7",,,,
Magona Grand LLC,Uzbekistan,Dry goods | Pasta,https://www.allora.uz,"34-17, South Hall 6",,,,
Magro Brothers (Foods) Ltd,Malta,Dry goods | Canned Products | Private label | Condiments & sauces | Halal and kosher food | Free-from products | Vegan / Vegetarian Products | Gluten-Free Products,https://www.magro.com.mt,"19-77, South Hall 3",,,,
"Mahanaim.co.,ltd",Republic Of Korea,Health & Wellness Products | Fortified foods & health products,https://www.mhnkorea.com,"36-48, South Hall 6",,,,
MAHANOOR FOOD INDUSTRIES,Pakistan,Private label | Condiments & sauces | Non-alcoholic Beverages | Bottled Water | Juices & Nectars,https://www.mahafoo.com,"Z5-E66, Za'abeel Hall 5",,,,
Mahashian Di Hatti Private Limited,India,Oil | Condiments & sauces | Cordials & Syrups | Vegetable & animal oils & fats,https://www.mdhspices.in,"N1-K3, North Hall 1",,,,
Mahavir Rice Mills,India,Private label | Pulses/ grains / cereals / flours | Rice,https://www.mahavirricemills.com/,"N6-E29, North Hall 6",,,,
Maher Al-Skafi & sons co.- Alagha brand,Jordan,"Bakery, cakes & desserts | Freekeh | Halal and kosher food | Vegan / Vegetarian Products | Coffee Beans | Oats | Coffee | Pulses/ grains / cereals / flours | Corn | Snacks | Dry goods | Free-from products | Popcorn | Baked Goods | Spices & Seasonings | Cakes / Dessert",https://alagha.odoo.com/,"53-96, South Hall 9",,,,
Maheshwari Agro Products Pvt Ltd,India,Pulses | Pulses/ grains / cereals / flours | Corn | Fruit Seeds | Millet | Dry goods | Sorghum | Wheat | Rice | Agri-product Seeds | Spices & Seasonings | Vegetable & animal oils & fats,https://www.maheshwariworld.com,"N6-D70, North Hall 6",,,,
Mahmood Saeed Beverage Industry,Saudi Arabia,Energy Drinks | Non-alcoholic Beverages | Carbonated Soft Drinks | Juices & Nectars,https://www.msbi.com.sa,"Z2-D4, Za'abeel Hall 2",,,,
Mahmoud Walid Aljitan & Partners (Paradise Bakeries,Jordan,"Savoury snacks | Bakery, cakes & desserts | Dates & Date Palm Products | Fortified foods & health products | Sugar-free Products | Savoury Baked Products | Snacks | Salty Snacks | Private label | Crisp Bread | Free-from products | Fortified & Functional Products | Specialty Breads | Crackers | Specialty food | Baked Goods | Healthy snacks | Ethnic Food",https://www.paradisebakeries.com,"52-2, South Hall 9",,,,
Mahsul,Uzbekistan,Halal and kosher food | Pulses | Pulses/ grains / cereals / flours | Snacks | Nuts | Frozen food | Fresh Fruits & Vegetables | Dry goods | Dried Fruit & Vegetables | Private label | Frozen Fruit & Vegetables | Dried Fruits | Chilled & fresh food | Organic products,https://mahsul.uz,"34-20, South Hall 6",,,,
Mahvand Co,Iran,"Dry goods | Canned Products | Private label | Condiments & sauces | Halal and kosher food | Spreads, honey & jams",https://www.mahvand.co,"SH-139, South Hall 12",,,,
Maintal Konfitueren GmbH,Germany,"Private label | Halal and kosher food | Spreads, honey & jams | Organic products",https://maintal-konfitueren.de/en/start.html,"6-85, South Hall 1",,,,
Maisi 2020 ltd,Georgia,Juices & Nectars,https://maisi.ge/,"Z6-F4, Za'abeel Hall 6",,,,
Maison Cotolot,France,Dry goods | Dried Fruits,https://www.cotolot.com,"7-43, South Hall 1",,,,
Maisonie Homemade Desserts,Belgium,Private label | Halal and kosher food | Free-from products | Vegan / Vegetarian Products | Frozen Dairy Products | Frozen food,https://maisonie.be/en,"11-51, South Hall 1",,,,
Maitre Macaron,Morocco,"Gluten-free Baked Goods | Bakery, cakes & desserts | Halal and kosher food | Ready-to-Eat | Frozen food | Artisanal | Private label | Frozen Baked Goods | Gourmet & Fine Food | Specialty food | Cakes / Dessert | Ethnic Food",https://lemacaron-maroc.com/,"49-110, South Hall 9",,,,
Maitre Prunille,France,"Savoury snacks | Bakery, cakes & desserts | Dates & Date Palm Products | Snacks | Nuts | Salty Snacks | Dry goods | Dried Fruit & Vegetables | Organic products | Popcorn | Dried Fruits | Healthy snacks | Baking Supplies | Juices & Nectars",https://maitreprunille.com,"9-2, South Hall 1",,,,
MAJA s.r.o,Slovakia,"Bakery, cakes & desserts | Baked Goods | Cakes / Dessert",https://www.pecivarenmaja.sk,"9-80, South Hall 1",,,,
Majan Food Industries Llc,United Arab Emirates,Power Brands,https://www.majanfood.com,"201, Hall 2",,,,
Majdi Food Co. (K.S.C.C.),Kuwait,Dry goods | Private label | Condiments & sauces | Halal and kosher food | Spices & Seasonings | Dried Fruits,https://www.majdifood.com/,"N3-G68, North Hall 3",,,,
Majestic Basmati Rice Pvt. Ltd,India,Halal and kosher food | Fortified foods & health products | Pulses/ grains / cereals / flours | Brown Rice | Private label | Rice | Fortified & Functional Products | Specialty food | Fair Trade | Organic products,https://www.mbrpl.com,"N6-E16, North Hall 6",,,,
"MAJESTIC FOOD INDUSTRY CO., LTD",Thailand,Dry goods | Canned Products,https://www.majesticsweetcorn.com/,"N2-A28, North Hall 2",,,,
