expo,company_name,stand,enrichment_status,score,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,description,phone,address,linkedin_url,industry
Seafood Expo Global,,2B701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A602,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4H507,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G203,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1F601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"2I301, 2J301, 2K201",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4D400,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E400,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2H501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G206,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G900,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4H305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"1A801, 1A901",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M900,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4A201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C101,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3N200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E415,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2D501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4H405,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1G801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3N200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E415,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2D501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4H405,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1G801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4D703,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A100,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4D401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F103,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C205,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1G807,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5B301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2D300,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3H201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5K200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5G201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E603,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1F908,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"2E400, 2E401, 2E500, 2E501, 2E600, 2F401, 2F501",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G203,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B500,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5F403,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I502,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B103,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4H505,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E911,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"2B601, 2B701, 2C601, 2D601, 2D701",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4D501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5M505,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G300,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5K601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D800,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2K100,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GA301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3I801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2K603,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G203,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1B801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E505,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I502,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B300,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
