expo,company_name,stand,enrichment_status,score
Seafood Expo Global,IBERDIGEST,2G501,partial,0
Seafood Expo Global,ICC,2C501,partial,0
Seafood Expo Global,Ice Fish AS,2F401,partial,0
Seafood Expo Global,Ice Fresh Seafood ehf,4D401,partial,0
Seafood Expo Global,Iceberg Seafood A/S,2G201,partial,0
Seafood Expo Global,ICECO Fish,2F103,partial,0
Seafood Expo Global,Iceland Pelagic,3B201,partial,0
Seafood Expo Global,Iceland Seafood France,2G701,partial,0
Seafood Expo Global,Iceland Seafood Germany,2G701,partial,0
Seafood Expo Global,Iceland Seafood Ibérica,2G701,partial,0
Seafood Expo Global,Iceland Seafood Iceland,2G701,partial,0
Seafood Expo Global,Iceland Seafood International,2G701,partial,0
Seafood Expo Global,Icelandic Asia,3D201,partial,0
Seafood Expo Global,Icelandic Export Center Ltd.,3B201,partial,0
Seafood Expo Global,Icewind Prod. -u. Vertriebsges. mbH & Co. KG,2C205,partial,0
Seafood Expo Global,"ICHIBIKI CO.,LTD.",4F600,partial,0
Seafood Expo Global,ICI INDUSTRIA CONSERVIERA ITTICA SRL,5I401,partial,0
Seafood Expo Global,ICL Food Specialties,1G807,partial,0
Seafood Expo Global,"Icy Strait Seafoods, Inc.",5B301,partial,0
Seafood Expo Global,Ideal Foods Ltd,2D300,partial,0
Seafood Expo Global,IFC - International Food Connectors BV,3H201,partial,0
Seafood Expo Global,Iglo Fish,2B401,partial,0
Seafood Expo Global,Ikamar S.L.,5K200,partial,0
Seafood Expo Global,IL FARO - MOROMAR COOPERATIVE ASSOCIATE,5I401,partial,0
Seafood Expo Global,"Ilhapeixe, S.A.",4C501,partial,0
Seafood Expo Global,ILKNAK AQUACULTURE,5G201,partial,0
Seafood Expo Global,Illex Fishing S.A.,5E701,partial,0
Seafood Expo Global,IMO Foods Ltd,3A601,partial,0
Seafood Expo Global,Import Promotion Desk,5L701,partial,0
Seafood Expo Global,Independent Brazil Comercio Internacional LTDA,4G600,partial,0
Seafood Expo Global,Independent Fisheries Ltd,2F301,partial,0
Seafood Expo Global,Indigo Seafoods,3A601,partial,0
Seafood Expo Global,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.,5B501,partial,0
Seafood Expo Global,Industrial Serrana,1E603,partial,0
Seafood Expo Global,Infinity Group,1F908,partial,0
Seafood Expo Global,"Inlet Seafish, S.L.",2I501,partial,0
Seafood Expo Global,Innovation Norway,"2E400, 2E401, 2E500, 2E501, 2E600, 2F401, 2F501",partial,0
Seafood Expo Global,Innovation Norway/ BioMarin,2F501,partial,0
Seafood Expo Global,"Instituto Valenciano de Competitividad Empresarial, IVACE",4G203,partial,0
Seafood Expo Global,Insula/Nordic Group,2E401,partial,0
Seafood Expo Global,Integra Chile SpA,4B500,partial,0
Seafood Expo Global,"Interatlantic Fish, S.L.U.",5F403,partial,0
Seafood Expo Global,INTERCONT Grosshandels GmbH,5I502,partial,0
Seafood Expo Global,Interfish Company Limited,2B103,partial,0
Seafood Expo Global,International Fish Canners,2F601,partial,0
Seafood Expo Global,Interprofessional Group of Fishing Products (GIPP),2J501,partial,0
Seafood Expo Global,IntraFish Media,4H505,partial,0
Seafood Expo Global,Invermar S.A.,3M901,partial,0
Seafood Expo Global,ISLAND SEAFOOD EXPORTS,3I601,partial,0
Seafood Expo Global,"Isoya Co., Ltd.",4E501,partial,0
Seafood Expo Global,ISPG Irish Seafood Producers Group Limited,3D401,partial,0
Seafood Expo Global,ISSTORMUR ehf,1E911,partial,0
Seafood Expo Global,ISTANBUL EXPORTERS' ASSOCIATIONS,"2B601, 2B701, 2C601, 2D601, 2D701",partial,0
Seafood Expo Global,Italmercati,5I401,partial,0
Seafood Expo Global,ITC Limited,3J601,partial,0
Seafood Expo Global,Ittica Caldoli Societa Agricola,5I401,partial,0
Seafood Expo Global,ITTICA LAGO DI PAOLA SPA,5I401,partial,0
Seafood Expo Global,ITTIX,5I401,partial,0
Seafood Expo Global,Iyosui Co. Ltd.,4E501,partial,0
Seafood Expo Global,J Charles,2F601,partial,0
Seafood Expo Global,J Marr (Seafoods) Ltd,4D501,partial,0
Seafood Expo Global,J.P. Klausen & Co. A/S,2F301,partial,0
Seafood Expo Global,J.P. Klausen & Co. A/S - Netherlands,2F301,partial,0
Seafood Expo Global,J.P. Klausen & Co. A/S - Poland,2F301,partial,0
Seafood Expo Global,JAB BROS Company,4E701,partial,0
Seafood Expo Global,Jadran Tuna d.o.o.,2E701,partial,0
Seafood Expo Global,"Jam Seafoods, Inc.",4F501,partial,0
Seafood Expo Global,Jangaard Export AS,2F401,partial,0
Seafood Expo Global,Japan Farmed Fish Export Association,1E801,partial,0
Seafood Expo Global,Japan Federation of Soy Sauce Manufacturers Cooperatives,4F600,partial,0
Seafood Expo Global,"Japofish, S.A.",2C301,partial,0
Seafood Expo Global,Japs,2J401,partial,0
Seafood Expo Global,Jarla Trading,4F501,partial,0
Seafood Expo Global,Jay Sea Foods Processing pvt Ltd.,5M505,partial,0
Seafood Expo Global,JC Mackintosh,4G300,partial,0
Seafood Expo Global,JCC MARINE EXPORTS,3J601,partial,0
Seafood Expo Global,Jeelani Marine Products,3J601,partial,0
Seafood Expo Global,Jens Møller Products A/S,2F700,partial,0
Seafood Expo Global,Jetro - Japan External Trade Organization,4E501,partial,0
Seafood Expo Global,JFK,2I201,partial,0
Seafood Expo Global,JGUTIERREZ FOOD TRADING,2G501,partial,0
Seafood Expo Global,"Jiangsu Dingweitai Food Co., Ltd",1D700,partial,0
Seafood Expo Global,"Jiangsu Jinjiu Food Co.,Ltd.",3M201,partial,0
Seafood Expo Global,"Jiangsu Oceanic Champs Foods Co., Ltd.",4E601,partial,0
Seafood Expo Global,"Jiangsu Xianzhiyuan Aquatic Food Co., Ltd.",5K601,partial,0
Seafood Expo Global,"Jiangxi Huchen Ecological Technology Co.,Ltd",3K401,partial,0
Seafood Expo Global,"Jiangxi Junma Foods Co., Ltd.",1D800,partial,0
Seafood Expo Global,"Jinkui Food Science & Technology (Dalian) Co., Ltd.",4C201,partial,0
Seafood Expo Global,"Jinsheng Aquatic Product Co., Ltd.Ningde,Fujian",2E301,partial,0
Seafood Expo Global,JK Thomson Ltd,2F601,partial,0
Seafood Expo Global,JM Ocean Corp.,2K100,partial,0
Seafood Expo Global,Joel N Mercado Seafood Export Supply,4F501,partial,0
Seafood Expo Global,John O's Foods,3A801,partial,0
Seafood Expo Global,"José Fernández Piñeiro, S.L.",4E301,partial,0
Seafood Expo Global,JP Foods,2J401,partial,0
Seafood Expo Global,Just Champion Enterprise Co Ltd,2J201,partial,0
Seafood Expo Global,"Kabat, S.L.",4E401,partial,0
Seafood Expo Global,Kagerer & Co. GmbH,3M701,partial,0
Seafood Expo Global,Kaigo WILD SEAFOOD,5B201,partial,0
Seafood Expo Global,Kalameister,2J401,partial,0
Seafood Expo Global,Kalaneuvos Oy,2A401,partial,0
Seafood Expo Global,Kaldvík hf.,3B201,partial,0
Seafood Expo Global,Kali Tuna D.O.O,4A601,partial,0
Seafood Expo Global,Kaluga Queen,3K401,partial,0
Seafood Expo Global,Kangamiut Seafood A/S,2I701,partial,0
Seafood Expo Global,Kansom Australia Pty. Ltd,GB305,partial,0
Seafood Expo Global,Karavela,GA301,partial,0
Seafood Expo Global,Karunya Marine Exports Private Limited,3I801,partial,0
Seafood Expo Global,KD Seafood Denmark Aps,2F700,partial,0
Seafood Expo Global,Kefalonia Fisheries S.A,2I301,partial,0
Seafood Expo Global,Kegge Garnalenhandel BV,3G601,partial,0
Seafood Expo Global,Keohane Seafood Ltd.,3E201,partial,0
Seafood Expo Global,Kermad SA,3E801,partial,0
Seafood Expo Global,Kermaree,3E801,partial,0
Seafood Expo Global,Kibun Europe B.V.,4E501,partial,0
Seafood Expo Global,Kilic Deniz Urunleri Uretimi Ihracat Ithalat ve Ticaret A.S.,2C601,partial,0
Seafood Expo Global,Killybegs Seafoods,3D401,partial,0
Seafood Expo Global,Kim Anh Co. Limited,4B501,partial,0
Seafood Expo Global,Kimpex A/S,2K603,partial,0
Seafood Expo Global,King Fish Selection B.V. and Horecagroothandel Asiatico B.V.,2I501,partial,0
Seafood Expo Global,Kingfisher Fresh Ltd.,3E201,partial,0
Seafood Expo Global,Kingfisher Holdings Limited,2I501,partial,0
Seafood Expo Global,"Kingmarine Seafood Co., Ltd",3L201,partial,0
Seafood Expo Global,Kinjirushi Wasabi Europe GmbH,4E501,partial,0
Seafood Expo Global,Kita-Sanriku Factory,4E501,partial,0
Seafood Expo Global,Kıyak Kardesler,2B701,partial,0
Seafood Expo Global,Kocaman Balikcilik Exp Imp Tra Co Ltd,2B301,partial,0
Seafood Expo Global,Kofradia Itsas Etxea,4F301,partial,0
Seafood Expo Global,Kohyo Holland B.V.,4G601,partial,0
Seafood Expo Global,KOPUZMAR Su Urunleri San. Ve Dis. Tic. A.S.,2B601,partial,0
Seafood Expo Global,Koral S.A.,5E200,partial,0
Seafood Expo Global,Kosin,2I201,partial,0
Seafood Expo Global,Kraken Sea S.L.,4G203,partial,0
Seafood Expo Global,KRAMERS' Seafood,1B801,partial,0
Seafood Expo Global,Krijn Verwijs Yerseke B.V. / Premier,3G401,partial,0
Seafood Expo Global,Krustagroup-Effegi,5E501,partial,0
Seafood Expo Global,KSA & Company,3J801,partial,0
Seafood Expo Global,"Kunihiro Co., Ltd",4E501,partial,0
Seafood Expo Global,Kush Shellfish,3E201,partial,0
Seafood Expo Global,KUZUOGLU Su Ürünleri Sanayi Ve Ticaret Anonim Şirketi,1E505,partial,0
Seafood Expo Global,Kvarøy Fiskeoppdrett,5G501,partial,0
Seafood Expo Global,"KYOKUYO CO., LTD.",2B301,partial,0
Seafood Expo Global,Kys Marine Huîtres Spéciales d'Exception,3D601,partial,0
Seafood Expo Global,L & B Taspac,5I502,partial,0
Seafood Expo Global,L'Assiette Bleue,3M801,partial,0
Seafood Expo Global,L'ATELIER SRL,5I401,partial,0
Seafood Expo Global,La Balinesa,4B300,partial,0
Seafood Expo Global,LA COMPAGNIE BRETONNE - Conserverie familiale Jean-François Furic,3D601,partial,0
Seafood Expo Global,LA PESCHERIA S.u.r.l.,5I401,partial,0
Seafood Expo Global,La Sablaise,3B601,partial,0
Seafood Expo Global,La Selva Pesca SRL,4H202,partial,0
Seafood Expo Global,LA SELVA PESCA.,5I401,partial,0
Seafood Expo Global,LA VICTOIRE FISH,2C501,partial,0
Seafood Expo Global,Laatsa Kalatoostus AS,2J401,partial,0
Seafood Expo Global,Laayoune Four Seasons Services,2C501,partial,0
Seafood Expo Global,LABORATORIO DPA,2G501,partial,0
Seafood Expo Global,LABORATORIO FISH&TECH,2G501,partial,0
Seafood Expo Global,Labrador Gem Seafoods,3A601,partial,0
Seafood Expo Global,Labrador Shrimp Company,3A601,partial,0
Seafood Expo Global,Laeso Choice A/S,2I701,partial,0
Seafood Expo Global,Laesø Fiskeindustri A/S,2I701,partial,0
Seafood Expo Global,LaiWu Manhing Vegetables Fruits and Provisions Processing Co. Ltd.,3J201,partial,0
Seafood Expo Global,Laiwu Taifeng Foods Co. ltd,3K401,partial,0
Seafood Expo Global,"Laiwu Wenyuan Food-stuff Co., Ltd.",5K601,partial,0
Seafood Expo Global,"Laiyang Jiatong Foodstuff Co., Ltd",1D800,partial,0
Seafood Expo Global,Lake Bounty Ltd,5H601,partial,0
Seafood Expo Global,Lake Eco Fish Processing Ltd.,5H601,partial,0
Seafood Expo Global,Lake Treasure Limited,5H601,partial,0
Seafood Expo Global,"Land Young Foods Co., Ltd",2J201,partial,0
Seafood Expo Global,Landes,4B500,partial,0
Seafood Expo Global,Landshandilin P/F,2I201,partial,0
Seafood Expo Global,Lansi-Rannikon Kala Oy,2A401,partial,0
Seafood Expo Global,"Lanzal Productos del Mar, S.L.",3M501,partial,0
Seafood Expo Global,"LANZAL, Grupo San Isidro - GASL y Congeladores Patagónicos S.A.",5E701,partial,0
Seafood Expo Global,Launis A/S,2G201,partial,0
Seafood Expo Global,LE BULOTIER,3B601,partial,0
Seafood Expo Global,LearnCove ehf,3D201,partial,0
Seafood Expo Global,Leinebris AS,2F401,partial,0
Seafood Expo Global,LEIRO-TORALLA,4E301,partial,0
Seafood Expo Global,LENOIR-THOMAS,3B601,partial,0
Seafood Expo Global,"LEOW VIETNAM CO., LTD",4B601,partial,0
Seafood Expo Global,Lepore Mare SPA,5I401,partial,0
Seafood Expo Global,LEQUERTIER SEAFOOD,4E202,partial,0
Seafood Expo Global,Leroy Seafood Group ASA,2G601,partial,0
Seafood Expo Global,Les Frigorifiques Bouzargtoun,2B401,partial,0
Seafood Expo Global,LESTENA,4H600,partial,0
Seafood Expo Global,LF Food Corp,2K303,partial,0
Seafood Expo Global,Licis 93,GA301,partial,0
Seafood Expo Global,Lifaa Seafood Exports,3J601,partial,0
Seafood Expo Global,LIMBOMAR S.A.,5B501,partial,0
Seafood Expo Global,Linetin LLC,4A700,partial,0
Seafood Expo Global,Live Fish 1915 Import & Export SL,5L501,partial,0
Seafood Expo Global,LLC Albacor,3F701,partial,0
Seafood Expo Global,Lobster Fishers of Prince Edward Island,3A601,partial,0
Seafood Expo Global,"Lobster Hub, Inc",4H203,partial,0
Seafood Expo Global,Loch Duart Salmon,2F601,partial,0
Seafood Expo Global,Lofoten Viking AS,2F401,partial,0
Seafood Expo Global,Loligo Seafood,3N500,partial,0
Seafood Expo Global,Longhai Gelin Seafoods Co. Ltd,1D901,partial,0
Seafood Expo Global,"Longsheng Aquatic Products Co., Ltd.",3L201,partial,0
Seafood Expo Global,"Longyang Fresh (Qinghai) Co., Ltd.",2E301,partial,0
Seafood Expo Global,Louisbourg Seafoods Limited,3A601,partial,0
Seafood Expo Global,LP Foods Pte. Ltd.,2A500,partial,0
Seafood Expo Global,LTD AT,1E509,partial,0
Seafood Expo Global,Lübbert Seafood,3F801,partial,0
Seafood Expo Global,LUCKY FOODS LIMITED,3K201,partial,0
Seafood Expo Global,"Lucky Holder Frozen Food Co., Ltd",2J201,partial,0
Seafood Expo Global,"LUGRADE - BACALHAU DE COIMBRA, SA",2D201,partial,0
Seafood Expo Global,"Luis Silverio & Filhos, S.A.",4C501,partial,0
Seafood Expo Global,"Lume Alimentación, S.L.",3M501,partial,0
Seafood Expo Global,Lunar Freezing & Cold Storage Co. Ltd,2F601,partial,0
Seafood Expo Global,Lund's Fisheries Inc.,5D401,partial,0
Seafood Expo Global,"Lurdes Narciso, Lda.",4C501,partial,0
Seafood Expo Global,LUXITTICA,5I401,partial,0
Seafood Expo Global,M&B MAR,2B401,partial,0
Seafood Expo Global,M.GI.B Srl,3M800,partial,0
Seafood Expo Global,M.U. Seafoods Ltd.,1B901,partial,0
Seafood Expo Global,M.V. Wool AS,2J401,partial,0
Seafood Expo Global,Madagascar Seafood,3B601,partial,0
Seafood Expo Global,"Maeda Kaisan Co., Ltd.",4E501,partial,0
Seafood Expo Global,Magic Foods SRL,5I401,partial,0
Seafood Expo Global,Maine Coast Fishermen's Association,5F301,partial,0
Seafood Expo Global,Mainstream Aquaculture - Infinity Blue,GB305,partial,0
Seafood Expo Global,"Makefood Future Co., Limited",4H501,partial,0
Seafood Expo Global,Mancin Nadia Srl,3M800,partial,0
Seafood Expo Global,MANET IMPORT (Congelados Altamar SA),4C300,partial,0
Seafood Expo Global,Mantabay SA DE CV,5E503,partial,0
Seafood Expo Global,Manuelita,4B500,partial,0
Seafood Expo Global,"Maoming Haiyi Foods Co., Ltd.",3J201,partial,0
Seafood Expo Global,"Maoming Hi-Taste Foods Co.,Ltd.",3M201,partial,0
Seafood Expo Global,"Maoming Hongye Aquatic Products Co., Ltd",3K201,partial,0
Seafood Expo Global,"Maoming Hongye Aquatic Products Co., Ltd",3M301,partial,0
Seafood Expo Global,"Maoming Huizhong Aquatic Products Co., Ltd.",3L401,partial,0
Seafood Expo Global,"MaoMing Xinzhou Seafood Co., Ltd.",4F601,partial,0
Seafood Expo Global,MAPI - Moroccan Atlantic Pilchardus,2C501,partial,0
Seafood Expo Global,"MAR ARGENTINO, salvaje y austral",5E701,partial,0
Seafood Expo Global,Mar de Lagos,4B500,partial,0
Seafood Expo Global,"Mar Iberica, S.A.",4C501,partial,0
Seafood Expo Global,Maral Food SL,4H303,partial,0
Seafood Expo Global,MARAMAR S.A.,5B701,partial,0
Seafood Expo Global,Marbelize S.A.,5B701,partial,0
Seafood Expo Global,MARDESIC d.o.o.,2E701,partial,0
Seafood Expo Global,Mare Gioioso,5I401,partial,0
Seafood Expo Global,MARE ITALIA GELO SRL,5I401,partial,0
Seafood Expo Global,MARE ITALIA SRL,5I401,partial,0
Seafood Expo Global,Mare Magnum S.A.,2J301,partial,0
Seafood Expo Global,Mare Piu' SRL,4F206,partial,0
Seafood Expo Global,Marennes Oleron Oysters,3B601,partial,0
Seafood Expo Global,Mares de Galicia S.A.,4F401,partial,0
Seafood Expo Global,Maresco A/S,2I201,partial,0
Seafood Expo Global,Maresmar S.L.U.,2J701,partial,0
Seafood Expo Global,MARESSATA,5I401,partial,0
Seafood Expo Global,MAREXi,2G401,partial,0
Seafood Expo Global,"Marford (Qingdao) Food Co.,Ltd.",2E301,partial,0
Seafood Expo Global,"Marfrio, S.A.",4C401,partial,0
Seafood Expo Global,MARICAP-ISLECAP,5I401,partial,0
Seafood Expo Global,Marine Foods (NZ) Ltd,5C700,partial,0
Seafood Expo Global,Marine Stewardship Council (MSC),4A401,partial,0
Seafood Expo Global,Marinove,3D601,partial,0
Seafood Expo Global,Maris Food GmbH,4F703,partial,0
Seafood Expo Global,Maris Seafoods,2G201,partial,0
Seafood Expo Global,Marisa Fisheries,3G601,partial,0
Seafood Expo Global,Mariscadoras S.R.L. Benefit,5I401,partial,0
Seafood Expo Global,"MARISCOS ALUMAR, S.L.",4F401,partial,0
Seafood Expo Global,"Mariscos Castellar, S.L.",5G700,partial,0
Seafood Expo Global,"Mariscos Daporta, S.L",4E301,partial,0
Seafood Expo Global,"Marispol Co., Ltd.",2I401,partial,0
Seafood Expo Global,MARMARI-AZIENDE IN RETE,5I401,partial,0
Seafood Expo Global,MARONTI S.A.,5E701,partial,0
Seafood Expo Global,Marpesca Group SRL,5I401,partial,0
Seafood Expo Global,MARTINEZ MORENO HERMANOS S.L,4G203,partial,0
Seafood Expo Global,Maruha (Shanghai) Trading Corporation,2I501,partial,0
Seafood Expo Global,"Maruha Capital Investment, Inc.",2I501,partial,0
Seafood Expo Global,Maruha Nichiro Agadir,2I501,partial,0
Seafood Expo Global,Maruha Nichiro Amsterdam,2I501,partial,0
Seafood Expo Global,Maruha Nichiro Corporation,2I501,partial,0
Seafood Expo Global,Maruha Nichiro Las Palmas Representative,2I501,partial,0
Seafood Expo Global,Marz Seafood Iceland,2G301,partial,0
Seafood Expo Global,"Mascato, S.A",5J501,partial,0
Seafood Expo Global,Måsøval AS,2E500,partial,0
Seafood Expo Global,Mathias Bjorge AS,2F501,partial,0
Seafood Expo Global,"MATSUAI FOOD CO., LTD.",4F600,partial,0
Seafood Expo Global,Max Honest (Beijing) Foods Limited,1D800,partial,0
Seafood Expo Global,Maxima Seafood b.v.,2F301,partial,0
Seafood Expo Global,MCassab Indústria e Comércio,4G600,partial,0
Seafood Expo Global,McBride Fishing Co. Ltd,3D401,partial,0
Seafood Expo Global,"Medimar, S.L.",2G401,partial,0
Seafood Expo Global,Medusa - Cesare Regnoli & Figlio Srl,4B402,partial,0
Seafood Expo Global,Mega Marine Frozen Seafood Company limited,4H606,partial,0
Seafood Expo Global,Mejillones Ria de Arosa SL,2G401,partial,0
Seafood Expo Global,"Mekong Seafood Connection Co., Ltd",4B501,partial,0
Seafood Expo Global,Meralliance,3D601,partial,0
Seafood Expo Global,"Mercados de Abastecimientos de Barcelona, S.A.",2H501,partial,0
Seafood Expo Global,"MERCAMADRID, S.A. - ASOCIACIÓN DE EMPRESARIOS MAYORISTAS DE PESCADOS DE MADRID",5L501,partial,0
Seafood Expo Global,"MERITEM,S.L.",4G200,partial,0
Seafood Expo Global,MERVEILLES DES MERS,2B401,partial,0
Seafood Expo Global,Metarex SPA,3N702,partial,0
Seafood Expo Global,MI PESCADO EN TU MESA,4E401,partial,0
Seafood Expo Global,Michik Ltd,2C103,partial,0
Seafood Expo Global,Midav,2C501,partial,0
Seafood Expo Global,MIK FOOD SP. J.,4G501,partial,0
Seafood Expo Global,Milarex,2E501,partial,0
Seafood Expo Global,Mindhola Foods LLP,3J801,partial,0
Seafood Expo Global,Minh Phu Seafood Corp.,4B501,partial,0
Seafood Expo Global,"Ministerio de Agricultura, Pesca y Alimentación (MAPA)",2G401,partial,0
Seafood Expo Global,Ministero dell'Agricoltura della Sovranità Alimentare e delle foreste,"5H301, 5H401, 5I301, 5I401, 5J301, 5J401, 5K301, 5K401",partial,0
Seafood Expo Global,Ministry of Agriculture and Rural Development Republic of Poland,4G501,partial,0
Seafood Expo Global,"MINNAN AQUATIC DEVELOPMENT CO., LTD. JINJIANG CITY",2A601,partial,0
Seafood Expo Global,Mirko Spolka z.o.o.,4G501,partial,0
Seafood Expo Global,ML&S Europa Srl,5I401,partial,0
Seafood Expo Global,MOBILPESCA SURGELATI SRL,5I401,partial,0
Seafood Expo Global,Monkeys by the Sea,5M403,partial,0
Seafood Expo Global,Monsoon Bounty Foods Manufacturing Private Limited,3J801,partial,0
Seafood Expo Global,Morgans Fine Fish,3E201,partial,0
Seafood Expo Global,Morimatsu Suisan Reito Co. Ltd,4E501,partial,0
Seafood Expo Global,Morocco FoodEx - EACCE,"2B401, 2B501, 2C401, 2C501",partial,0
Seafood Expo Global,Morubel NV,3F201,partial,0
Seafood Expo Global,Motamaiz For Fish Export,1F509,partial,0
Seafood Expo Global,Mowi ASA,3B401,partial,0
Seafood Expo Global,Mowi Belgium,3B401,partial,0
Seafood Expo Global,Mowi Consumer Products UK,3B401,partial,0
Seafood Expo Global,Mowi France SAS,3B401,partial,0
Seafood Expo Global,Mowi Germany GmbH,3B401,partial,0
Seafood Expo Global,Mowi Iberia,3B401,partial,0
Seafood Expo Global,Mowi Markets Norway AS,3B401,partial,0
Seafood Expo Global,Mowi Poland SA,3B401,partial,0
Seafood Expo Global,MPI Holdings Ltd,2I601,partial,0
Seafood Expo Global,Multi X,3I401,partial,0
Seafood Expo Global,MUSHOLM A/S,2D301,partial,0
Seafood Expo Global,"Mutual Foods (Dalian) Co., Ltd.",3L401,partial,0
Seafood Expo Global,MVJ Group,3I801,partial,0
Seafood Expo Global,"MY CHOICE SEAFOOD CO., LTD",3M301,partial,0
Seafood Expo Global,Mytilimer Groupe,3D601,partial,0
Seafood Expo Global,NAM VIET CORPORATION (NAVICO),4B501,partial,0
Seafood Expo Global,"Namkwang Food Co., Ltd",2I401,partial,0
Seafood Expo Global,"Nantong Chitsuru Foods Co., Ltd",5I601,partial,0
Seafood Expo Global,"NANTONG FOODWE FOODS CO.,LTD",3M301,partial,0
Seafood Expo Global,Nantong Guanqun Aquatic Food Co. Ltd.,5K601,partial,0
Seafood Expo Global,"Nantong Haida Aquatic Food Co., Ltd.",3M301,partial,0
Seafood Expo Global,"Nantong Jason Food Co., Ltd.",5I601,partial,0
Seafood Expo Global,"Nantong Rice Seaweed Food Co., Ltd",3M201,partial,0
Seafood Expo Global,"Nantong Sinfo Food Co., Ltd",3L401,partial,0
Seafood Expo Global,"Nantong Xiehe Foods Co.,Ltd",3M301,partial,0
Seafood Expo Global,Nantong Yuanwei Food Co. Ltd.,3K201,partial,0
Seafood Expo Global,"NanTong ZhongYe Foods Co.,Ltd",3M201,partial,0
Seafood Expo Global,Nantucket Sound Seafood,5F301,partial,0
Seafood Expo Global,"Nanyo Bejoy Co., Ltd",4E501,partial,0
Seafood Expo Global,National 1,3D801,partial,0
Seafood Expo Global,National Aquaculture Association,2A203,partial,0
Seafood Expo Global,National Federation of Fisheries Cooperatives(SUHYUP),2I401,partial,0
Seafood Expo Global,National Seafood Industries Ltd.,1B901,partial,0
Seafood Expo Global,NATLUK S.A.,5C501,partial,0
Seafood Expo Global,"Nature Pesca, SL",2K403,partial,0
Seafood Expo Global,Naturland Zeichen GmbH,2E200,partial,0
Seafood Expo Global,NECS JSC,4B501,partial,0
Seafood Expo Global,Neerlandia Urk B.V.,3G401,partial,0
Seafood Expo Global,Neptune Elements,1G501,partial,0
Seafood Expo Global,Nergård AS,2F401,partial,0
Seafood Expo Global,Nergård Seafood AS,2F401,partial,0
Seafood Expo Global,Nettuno Alimentari Spa,5I401,partial,0
Seafood Expo Global,New Brunswick - Deliciously Canadian,3A601,partial,0
Seafood Expo Global,New Cheng Corporation,2K100,partial,0
Seafood Expo Global,New Concisa S.L.,4E201,partial,0
Seafood Expo Global,NEW COPROMO SRL,5I401,partial,0
Seafood Expo Global,Newfish,3N902,partial,0
Seafood Expo Global,Newfound Resources Ltd.,3A601,partial,0
Seafood Expo Global,Newsan Food - Newsan S.A.,5E701,partial,0
Seafood Expo Global,NFC-NatFoodConsultant,5K700,partial,0
Seafood Expo Global,NIEDDITTAS,5I401,partial,0
Seafood Expo Global,Nigel - Congeladora Jose Nicolau LDA,4C501,partial,0
Seafood Expo Global,NIKOFARM Aquaculture,2J301,partial,0
Seafood Expo Global,Nils Sperre AS,2F401,partial,0
Seafood Expo Global,"Ningbo Today Food Co., Ltd.",4B201,partial,0
Seafood Expo Global,NIRSA S.A.,5C501,partial,0
Seafood Expo Global,"Nisbet Oyster Co., Inc. - Goose Point Oysters, Inc.",5D201,partial,0
Seafood Expo Global,Nissui Europe,2F301,partial,0
Seafood Expo Global,"Nobel Fish, LLC",5D301,partial,0
Seafood Expo Global,Nolan Seafoods Ltd,2F601,partial,0
Seafood Expo Global,Noor Ice and Cold Storages Pvt. Ltd,3I801,partial,0
Seafood Expo Global,Noordzee Su Urunleri ihr.San.ve Tic A.S.,3H201,partial,0
Seafood Expo Global,Nor Seafoods AS,5F600,partial,0
Seafood Expo Global,Nor-Sea Foods Ltd.,2F601,partial,0
Seafood Expo Global,Nord Capital Sp. z o.o.,4D200,partial,0
Seafood Expo Global,Nordian,2J100,partial,0
Seafood Expo Global,Nordic Frozen Food,2F301,partial,0
Seafood Expo Global,Nordic Group AS,2E401,partial,0
Seafood Expo Global,Nordic Kingfish,1B800,partial,0
Seafood Expo Global,Nordic Meeresfruechte,2F301,partial,0
Seafood Expo Global,Nordic Seafood A/S,2F301,partial,0
Seafood Expo Global,Nordic Seafood Benelux,2F301,partial,0
Seafood Expo Global,Nordic Seafood France,2F301,partial,0
Seafood Expo Global,Nordic Seafood Fresh,2F301,partial,0
Seafood Expo Global,Nordic Seafood Iceland,2F301,partial,0
Seafood Expo Global,Nordic Seafood Italy,2F301,partial,0
Seafood Expo Global,Nordic Seafood SEE d.o.o.,2F301,partial,0
Seafood Expo Global,Nordic Seafood Supply,2F301,partial,0
Seafood Expo Global,Nordic Seafood UK ltd,2F301,partial,0
Seafood Expo Global,Nordic Wildfish Sales AS,2F401,partial,0
Seafood Expo Global,Nordlaks Sales AS,5G501,partial,0
Seafood Expo Global,Nordpesca Holland B.V.,3F801,partial,0
Seafood Expo Global,Norfish Ltd,3E201,partial,0
Seafood Expo Global,Norfisk GmbH,2B200,partial,0
Seafood Expo Global,NORFRA,2E500,partial,0
Seafood Expo Global,Norlax A/S,2G301,partial,0
Seafood Expo Global,Norlink,3D601,partial,0
Seafood Expo Global,Normandie Fraicheur Mer,3B601,partial,0
Seafood Expo Global,NORMANDIE SEAFOOD,3B601,partial,0
Seafood Expo Global,NorMar,5G501,partial,0
Seafood Expo Global,Normarine AS,2F401,partial,0
Seafood Expo Global,Noronha Pescados,4G600,partial,0
Seafood Expo Global,Norsk Sjømat AS,2F401,partial,0
Seafood Expo Global,North Atlantic Seafood A/S,2I701,partial,0
