Company,Country,City,Category,Fair,Website,Email,Email_Status,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes
Malt Products Corporation,United States,Saddle Brook,,IFT FIRST Expo 2026,https://maltproducts.com/maltproducts/,info@maltproducts.com,generic,2021-02-03,https://www.linkedin.com/company/malt-products-corporation,,https://www.facebook.com/maltproducts,South Building — 3410,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004080,
Mandia Int’l Trading Corp,United States of America,Utica,,IFT FIRST Expo 2026,https://www.mandiacorp.com/,,not_found,315-765-0119,https://www.linkedin.com/company/mandia-int'l-trading-corp,,,South Building — 563,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264321,
Manildra Milling Corp,United States of America,Leawood,,IFT FIRST Expo 2026,https://manildrausa.com/,info@manildrausa.com,generic,913.362.0777,https://www.linkedin.com/company/manildra-milling-corporation,https://www.instagram.com/manildrausa,https://www.facebook.com/Manildra,South Building — 1469 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004088,
Mantrose-Haeuser Co Inc,United States,Fairfield,,IFT FIRST Expo 2026,https://mantrose.com/,,not_found,1(203)454-1800,,,,South Building — 2025,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00020919,
Manus,United States of America,Augusta,,IFT FIRST Expo 2026,https://www.manusbio.com/,sustainability@3x.png,named,+1 706 303 5600,https://www.linkedin.com/company/manus,,,South Building — 437,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01187966,
Mara Bio Limited,New Zealand,Hastings,,IFT FIRST Expo 2026,https://mara-bio.co.nz/,,not_found,+64 0 27 414 4171,https://www.linkedin.com/company/mara-bio,,,South Building — ST49 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276604,
Marine Biologics,United States of America,Berkeley,,IFT FIRST Expo 2026,https://www.marinebiologics.com/,user@domain.com,named,,https://www.linkedin.com/company/marine-biologics-inc,,http://www.facebook.com/2008/fbml,South Building — ST36 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01249020,
Markforged,United States of America,Waltham,,IFT FIRST Expo 2026,https://markforged.com/,nasales@markforged.com,named,+6590079627,https://www.linkedin.com/company/markforged,https://www.instagram.com/markforged,https://facebook.com/markforged,South Building — 4916,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276083,
Martech Research LLC,United States of America,Bishopville,,IFT FIRST Expo 2026,https://www.martechresearch.com,martechresearch@gmail.com,named,803-428-2000,https://www.linkedin.com/company/martech-research-llc,,,South Building — 3860,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00497462,
"Maruhachi Muramatsu Co., Ltd.",Japan,Yaizu-shi,,IFT FIRST Expo 2026,http://www.08m.jp/,,not_found,,,,,South Building — 1878,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01045151,
"Marukome USA, Inc.",United States of America,Irvine,,IFT FIRST Expo 2026,https://www.marukomeusa.com/,social@marukomeusa.com,named,(949) 863-0110,,,,South Building — 1922,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274934,
Matahari Spice LLC,United States,Arlington Heights,,IFT FIRST Expo 2026,https://mataharispice.com,office@mataharispice.com,generic,630 422 3998,https://MATAHARI SPICE,https://www.instagram.com/mataharispice,https://www.facebook.com/mataharispice,South Building — 1110,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00981692,
Matco Foods Limited,Pakistan,Karachi,,IFT FIRST Expo 2026,https://matcofoods.com/,contact@matcofoods.com,generic,+9221-36411661,https://www.linkedin.com/company/matco-foods,https://www.instagram.com/matcofoods,https://www.facebook.com/matcofoods,South Building — 1451 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01153162,
Matriark Foods Inc,United States of America,New York,,IFT FIRST Expo 2026,https://matriarkfoods.com,,not_found,,,,,South Building — ST100 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272629,
Matrix Sciences,United States,Mt Prospect,,IFT FIRST Expo 2026,http://www.matrixsciences.com,rc.dev@nagarro.com,named,2026-05-19,,,,South Building — 4114,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00020740,
"Mayer Brothers, Fruit and Vegetable Powders",United States,West Seneca,,IFT FIRST Expo 2026,https://mayerbrothersingredients.com/,sales@mayerbrothers.com,generic,+7166682437,,,,South Building — 1372,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00744822,
"Mays Chemical, a Ravago Company",United States of America,Indianapolis,,IFT FIRST Expo 2026,https://www.mayschem.com/,,not_found,317 842-8722,https://www.linkedin.com/company/mays-chemical-company,,https://www.facebook.com/mayschem,South Building — 3855,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060631,
Meala Foodtech,Israel,Haifa,,IFT FIRST Expo 2026,https://mealafood.com/,,not_found,,https://www.linkedin.com/company/meala-foodtech,,,South Building — ST54 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265266,
Meatingplace,United States of America,Algonquin,,IFT FIRST Expo 2026,http://www.meatingplace.com,support@meatingplace.com,generic,312-274-2222,https://www.linkedin.com/company/meatingplace,,https://www.facebook.com/Meatingplace,South Building — 4920,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00701103,
Medallion Laboratories,United States,Minneapolis,,IFT FIRST Expo 2026,https://www.medallionlabs.com,,not_found,800-245-5615,https://www.linkedin.com/company/medallion-labs,,,South Building — 849,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014763,
"Meduri Farms, Inc.",United States,Dallas,,IFT FIRST Expo 2026,https://medurifarms.com/,info@medurifarms.com,generic,503 623-0308,https://www.linkedin.com/company/meduri-farms-inc,,https://www.facebook.com/Meduri-Farms-Inc-126470494074011,South Building — 3142,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017361,
Melt&Marble,Sweden,Goteborg,,IFT FIRST Expo 2026,https://melt.hu/,,not_found,,https://www.linkedin.com/company/meltandmarble,,,South Building — ST59 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263320,
Melt-to-Make,United States of America,Northampton,,IFT FIRST Expo 2026,https://melt-to-make.com/,sales@melt-to-make.com,generic,,,,,South Building — ST61 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265530,[generic]
MEM Fairway Inc,United States of America,Irvine,,IFT FIRST Expo 2026,https://www.memfairway.com,trade@memfairway.com,named,3238687135,https://www.linkedin.com/company/memfairway,https://www.instagram.com/memfairway,https://www.facebook.com/profile.php,South Building — 3321,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274334,
"Mennel Milling Co, The",United States,Fostoria,,IFT FIRST Expo 2026,https://mennel.com/,info@mennel.com,generic,1886 - 2026,https://www.linkedin.com/company/the-mennel-milling-company,https://instagram.com/mennelflourpower,https://www.facebook.com/MennelMilling,South Building — 2809,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00021367,
Mercury Scientific Inc,United States of America,Newtown,,IFT FIRST Expo 2026,https://www.mercuryscientific.com,info@mercuryscientific.com,generic,203-364-5024,,,,South Building — 4270,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00454275,
MERIEUX NutriSciences,United States,Chicago,,IFT FIRST Expo 2026,https://na.mxns.com/,,not_found,877-777-6375,https://www.linkedin.com/company/mxnsna,https://www.instagram.com/mxns_na,https://www.facebook.com/merieuxnutrisciencesna,South Building — 645,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00015163,
MetaCen Therapeutics,"Korea, Republic of",Gyeonggi,,IFT FIRST Expo 2026,http://www.metacen.com,inquiry@metacen.com,generic,+82-70-4207-3827,,,,South Building — ST21 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275620,
Mettler Toledo,United States,Columbus,,IFT FIRST Expo 2026,https://www.mt.com/us/en/home.html,,not_found,(800) 638-8537,https://www.linkedin.com/company/mettlertoledo,,,South Building — 3408,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023045,
Mexenil USA,United States of America,San Antonio,,IFT FIRST Expo 2026,https://mexenil.com/,servicioalcliente@mexenil.com,named,https://api.whatsapp.com/send?phone=524774092279,https://www.linkedin.com/company/mexenil-aditivos,https://www.instagram.com/benditatortilla.mexenil,https://www.facebook.com/tr,South Building — 1446,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272053,
MGP Ingredients Inc,United States,Atchison,,IFT FIRST Expo 2026,https://mgpingredients.com,bg__hero--lux-row-distillers@2x.jpg,named,866-547-2122,https://www.linkedin.com/company/mgp-ingredients,https://www.instagram.com/mgpingredientscollab,https://www.facebook.com/MGPIngredientsCollab,South Building — 408,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004370,
Michelson Laboratories,United States,Commerce,,IFT FIRST Expo 2026,https://www.michelsonlab.com/,info@michelsonlab.com,generic,90040 1475,https://www.linkedin.com/company/michelson-laboratories-inc,,,South Building — 3505,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004327,
Michigan State University,United States,East Lansing,,IFT FIRST Expo 2026,https://www.fshn.msu.edu/,,not_found,1(517)884-5993,https://www.linkedin.com/company/msufshn,,,South Building — 4216,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00065058,
MicroDried,United States of America,Nampa,,IFT FIRST Expo 2026,https://microdried.com/,sales@microdried.com,generic,208.461.5100,https://www.linkedin.com/company/milnemicrodried,,,South Building — 4065,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01056068,
"Microfarmtory, LLC",United States of America,Cheyanne,,IFT FIRST Expo 2026,https://www.aquafarmtory.com/en,legal@aquafarmtory.com,named,2023045022,,,,South Building — 4744,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01260221,
MicroSalt Inc,United States of America,Palm Beach,,IFT FIRST Expo 2026,http://www.microsaltinc.com,,not_found,514-691-4000,https://www.linkedin.com/company/microsaltinc/about,https://www.instagram.com/microsalt.inc,,South Building — 4469,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263328,
MicroThermics Inc,United States of America,Raleigh,,IFT FIRST Expo 2026,https://microthermics.com/,info@microthermics.com,generic,+1 919 878 8045,https://www.linkedin.com/company/microthermics-inc,,,South Building — 2044,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016395,
Midwest Laboratories Inc,United States,Omaha,,IFT FIRST Expo 2026,https://midwestlabs.com/,contactus@midwestlabs.com,named,2853.01/.02,https://www.linkedin.com/company/midwest-laboratories-inc,,https://www.facebook.com/midwestlaboratories,South Building — 143,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016419,
Milanaise Mill,Canada,St-Jean-Sur-Richelieu,,IFT FIRST Expo 2026,https://lamilanaise.com/,info@lamilanaise.com,generic,450 349-1747,https://www.linkedin.com/company/la-meunerie-milanaise,https://www.instagram.com/meuneriemilanaise,https://www.facebook.com/meuneriemilanaise,South Building — 1262 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01122842,
Milne Fruit Products Inc,United States,Prosser,,IFT FIRST Expo 2026,http://www.milnefruit.com,,not_found,+15097862611,https://www.linkedin.com/company/milne-fruit-products,,,South Building — 2510,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00350950,
Mincing Spice,United States of America,Dayton,,IFT FIRST Expo 2026,http://www.mincing.com,spice@mincing.com,named,732-355-9944,,,,South Building — 3316,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010564,
MinnDak Ag.,United States of America,Grand Forks,,IFT FIRST Expo 2026,https://www.minndak.com/,info@minndak.com,generic,58601 300,https://www.linkedin.com/company/minndakag,,https://www.facebook.com/MinnDak,South Building — 4632,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00981794,
Mitsubishi Chemical Corporation,Japan,Chiyoda-Ku,,IFT FIRST Expo 2026,https://www.mcgc.com/english/,,not_found,+81- 0 3-6748-7300,https://www.linkedin.com/company/mcgc-official,,,South Building — 971,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245700,
Mitsubishi International Food Ingredients,United States,Dublin,,IFT FIRST Expo 2026,https://mifiusa.com/,,not_found,(800) 628-3092,,,,South Building — 4444,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004437,
"Miyako Oriental Foods, Inc.",United States,Baldwin Park,,IFT FIRST Expo 2026,https://coldmountainmiso.com/,,not_found,+16269629633,,https://www.instagram.com/coldmountainmiso,,South Building — 3916,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004442,
"MIYOSHI OIL & FAT CO.,LTD.",Japan,Tokyo,,IFT FIRST Expo 2026,https://www.miyoshi-yushi.co.jp/en/,oversea-mys@miyoshi-yushi.co.jp,named,,,,,South Building — 4726,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265807,
MoistTech Corp,United States of America,Sarasota,,IFT FIRST Expo 2026,https://www.moisttech.com,info@moisttech.com,generic,+1 941-727-1800,https://www.linkedin.com/company/moisttech,,https://www.facebook.com/MoistTech,South Building — 3254 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00371665,
Mondi,United States of America,Romeoville,,IFT FIRST Expo 2026,http://www.mondigroup.com,,not_found,,https://www.linkedin.com/company/mondi-group,https://www.instagram.com/mondi_group,https://www.facebook.com/mondigroup,South Building — 3744,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01117726,
Monk Fruit Corp.,United States of America,Libertyville,,IFT FIRST Expo 2026,https://monkfruitcorp.com/,,not_found,+64 212 130 820,,,https://www.facebook.com/MonkFruit,South Building — 3665,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00364976,
MontBlancAI,United States of America,Arlington,,IFT FIRST Expo 2026,https://montblanc.ai,,not_found,,,,,South Building — ST90 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01227297,
Monterey Nutra,United States of America,Watsonville,,IFT FIRST Expo 2026,https://www.montereynutra.com/,sales@montereynutra.com,generic,,,,,South Building — ST8 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276355,
Morii Foods Inc.,United States,Roseville,,IFT FIRST Expo 2026,http://www.morii-foods.com,contact@morii-foods.com,generic,1(503)806-4018,,,http://www.facebook.com/2008/fbml,South Building — 1169 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00100472,
Morton Salt,United States of America,Overland Park,,IFT FIRST Expo 2026,https://www.mortonsalt.com/,buyroadsalt@mortonsalt.com,named,1995-2021,,https://instagram.com/mortonsalt,https://www.facebook.com/tr,South Building — 864,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060311,
"MSC Co., Ltd.","Korea, Republic of",Gyeongsangnam-do,,IFT FIRST Expo 2026,http://www.msckorea.com,,not_found,055 389-1001,,,,South Building — 4626,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060722,
Munson Machinery Company Inc,United States,Utica,,IFT FIRST Expo 2026,https://www.munsonmachinery.com,sales@munsonmachinery.com,generic,800-944-6644,https://www.linkedin.com/company/munson-machinery,,,South Building — 3542,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00429596,
Munzing,United States of America,Bloomfield,,IFT FIRST Expo 2026,https://www.munzing.com/en/,info@munzing.com,generic,973-279-1306,https://www.linkedin.com/company/münzing-chemie-gmbh,,,South Building — 4538,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00777407,
MycoTechnology Inc,United States of America,Aurora,,IFT FIRST Expo 2026,http://www.mycoiq.com,chosen-sprite@2x.png,named,80011 720 897-9306,https://www.linkedin.com/company/myco-technology-inc-,,,South Building — 2903,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00808765,
Mycsology Foods Inc.,United States of America,Princeton,,IFT FIRST Expo 2026,https://dba.stackexchange.com/,apple-touch-icon@2.png,named,,,,,South Building — ST11 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266273,
NABIL MORSI CO FOR EGYPTIAN HERBS AND SPICES,Egypt,Beba,,IFT FIRST Expo 2026,http://www.almorsico.com,,not_found,+01006879157,,,,South Building — 4817,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01241525,
Nambawan Spain SLU,Spain,"Badajoz, Extremadura",,IFT FIRST Expo 2026,https://forum.donanimhaber.com/,iletisim@donanimhaber.com,named,,,,,South Building — ST67 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264897,
Nantong Acetic Acid Chemical Co Ltd.,China,Nantong,,IFT FIRST Expo 2026,https://www.ntacf.com,yxn@ntacf.com,named,05064972,,,,South Building — 4035,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060313,
National Association of Flavors and Food Ingredients Systems (NAFFS),United States of America,Neptune,,IFT FIRST Expo 2026,https://naffs.org/,,not_found,732-922-3218,,,https://m.facebook.com/people/National-Association-of-Flavors-Food-Ingredient-Systems-NAFFS/100066621256945,South Building — 4655,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00111917,
National Cortina,United States of America,Montvale,,IFT FIRST Expo 2026,https://www.national.ro/,,not_found,,,,,South Building — 1720,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014774,
National Honey Board,United States,Erie,,IFT FIRST Expo 2026,https://honey.com,,not_found,303 776-2337,https://www.linkedin.com/company/national-honey-board,https://www.instagram.com/nationalhoneyboard,https://www.facebook.com/tr,South Building — 3756,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014775,
Native Vanilla,United States of America,Sanford,,IFT FIRST Expo 2026,http://nativevanilla.com,info@nativevanilla.com,generic,,,,,South Building — 1781,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273330,[generic]
NaturaExtracta,Mexico,Guadalajara,,IFT FIRST Expo 2026,https://naturaextracta.com/en/,avisodeprivacidad@naturaextracta.com,named,52-3332689470,https://www.linkedin.com/company/naturaextracta,,,South Building — 3711,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00371672,
Natural Sweeteners,United States of America,Bleu Bell,,IFT FIRST Expo 2026,http://www.natural-sweeteners.com,impallari@gmail.com,named,,https://www.linkedin.com/company/natural-sweeteners/about,,https://www.facebook.com/profile.php,South Building — ST86 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01247085,
NATURE'S KINGDOM USA LLC,United States of America,White Plains,,IFT FIRST Expo 2026,http://www.natureskingdomusa.com,,not_found,,,,,South Building — 1681,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01252181,
NATURPAK,United States of America,Janesville,,IFT FIRST Expo 2026,http://www.naturpak.com,info@naturpak.com,generic,608.466.1844,https://www.linkedin.com/company/naturpakfood,,,South Building — 2977,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264725,
Navada Imports LLC,United States of America,Tinton Falls,,IFT FIRST Expo 2026,http://www.navadaimports.com,sales@navadaimports.com,generic,732-295-1900,,,,South Building — 1374,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00878883,
NECTAR,United States of America,Claremont,,IFT FIRST Expo 2026,https://www.fsi.org/food-intel-lab,user@domain.com,named,,https://www.linkedin.com/company/food-system-innovations,,http://www.facebook.com/2008/fbml,South Building — ST97 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271530,
"Nederland USA, Inc",United States of America,Chicago,,IFT FIRST Expo 2026,https://www.nessentis.com,info@nessentis.com,generic,+34 93 637 34 72,https://www.linkedin.com/company/nessentis,,,South Building — 3549,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00705267,
Nedspice US Inc,United States,Myrtle Beach,,IFT FIRST Expo 2026,https://www.nedspice.com/,spices@nedspice.com,named,+31 10 28 01 380,https://www.linkedin.com/company/nedspice,,,South Building — 4204,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00703036,
Neelikon Colors Global USA Inc.,United States of America,Piscataway,,IFT FIRST Expo 2026,http://www.neelikoncolors.com,info@neelikon.com,generic,https://api.whatsapp.com/send?phone=917208901108,https://www.linkedin.com/company/neelikon-food-dyes-and-chemicals-limited,https://www.instagram.com/neelikoncoloursglobal,https://www.facebook.com/neelikon,South Building — 4520,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00082476,
Nestle Quality Assurance Center (NQAC) Dublin,United States,Dublin,,IFT FIRST Expo 2026,https://www.nqacdublin.com/,,not_found,614.526.5200,,,,South Building — 3105,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01146826,
NETWORKING,United States of America,Chicago,,IFT FIRST Expo 2026,http://www.ift.org,info@ift.org,generic,+1.312.782.8424,https://www.linkedin.com/company/institute-of-food-technologists,https://www.instagram.com/iftfoodscience,https://www.facebook.com/IFTfoodscience,South Building — 528,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01177071,
NETZSCH,United States,Exton,,IFT FIRST Expo 2026,https://grinding.netzsch.com/en,,not_found,23.07.2024,https://www.linkedin.com/company/36963231,,,South Building — 3110,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019550,
"Newtrend Group Holding Co., Ltd.",China,Ji'an,,IFT FIRST Expo 2026,http://www.newtrend-group.com,sales@newtrend-group.com,generic,19000559,,,,South Building — 4441,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00277836,
Nexcel Oils,United States,Springfield,,IFT FIRST Expo 2026,http://www.nexceloils.com,,not_found,+1 217 391-0091,https://www.linkedin.com/company/nexcel-natural-ingredients,,,South Building — 1450 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00006130,
Nexira Inc,France,Rouen Cedex,,IFT FIRST Expo 2026,https://www.nexira.com/fr/nexira/,,not_found,+33 2 32 83 18 18,https://www.linkedin.com/company/nexira,,,South Building — 2842,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001394,
NexTec Group,United States of America,Seattle,,IFT FIRST Expo 2026,https://www.nextecgroup.com/,info@nextecgroup.com,generic,+18444668477,https://linkedin.com/company/nextec-group,,https://www.facebook.com/nextecgroup,South Building — 110 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00565340,
Nexxus Foods Inc,Canada,LACHINE,,IFT FIRST Expo 2026,https://www.nexxusfoods.com/,,not_found,+31.548.659.045,https://www.linkedin.com/company/nexxus-foods,,,South Building — 4644,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00108298,
Niche Naturals LLC,United States of America,Miami,,IFT FIRST Expo 2026,https://www.naturalglobalsupplies.com/,user@domain.com,named,,,,http://www.facebook.com/2008/fbml,South Building — 3209,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01239854,
"Nielsen Citrus Products Company, Inc. - Polenghi USA",United States of America,Huntington Beach,,IFT FIRST Expo 2026,https://www.nielsencitrus.com/,info@nielsencitrus.com,generic,,https://www.linkedin.com/company/nielsen-citrus,,,South Building — 4746,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011363,[generic]
Ningbo Hengxian Biotechnology Co. Ltd.,China,Ningbo,,IFT FIRST Expo 2026,http://www.hengxianbio.com,info@hengxianbio.com,generic,+86-574-56266562,,,,South Building — 3319,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266263,
Ningbo Herb/Best Global Nutrition Inc.,China,Ningbo,,IFT FIRST Expo 2026,http://www.ningboherb.com,sales@ningboherb.com,generic,+1 626 363-3319,,,,South Building — 1472,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1236529,
Ningbo Wanglong Tech Co. Ltd.,China,Yuyao,,IFT FIRST Expo 2026,https://www.britannica.com/,,not_found,,,,,South Building — 4104,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00664354,
Nitta Gelatin NA Inc,United States of America,Morrisville,,IFT FIRST Expo 2026,http://www.nitta-gelatin.com,,not_found,919-238-3300,,,,South Building — 706,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00018594,
Niusource Inc.,United States of America,Ontario,,IFT FIRST Expo 2026,http://www.niusource.com,sales@niusource.com,generic,+52 55 5524 6574,https://linkedin.com/company/niusourceinc,https://www.instagram.com/NiuSource,https://www.facebook.com/niusource,South Building — 4407,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00120944,
NMC Group LLC,United States of America,Houston,,IFT FIRST Expo 2026,https://nmc.net.pk/,xyz@xyz.com,named,,,,,South Building — ST35 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275403,
NNB Nutrition,China,Nanjing,,IFT FIRST Expo 2026,https://www.nnbnutrition.com/,info@nnbnutrition.com,generic,18016160759,https://www.linkedin.com/company/nnb-nutrition,https://www.instagram.com/nnbnutrition,https://www.facebook.com/nnbnutrition,South Building — 1426,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01260605,
Nofar Food Innovation and R&D LLC,United States of America,Coconut Creek,,IFT FIRST Expo 2026,https://www.LegendMeat.com,,not_found,,,,,South Building — ST96 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01244017,
North Carolina State University,United States,Raleigh,,IFT FIRST Expo 2026,https://cals.ncsu.edu/food-bioprocessing-and-nutrition-sciences/,jon_allen@ncsu.edu,named,27695-7624,https://www.linkedin.com/company/fbns,https://www.instagram.com/fbns_ncstate,https://www.facebook.com/CALSNCState,South Building — 1622,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004795,
