name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,pinterest,wechat,weibo,whatsapp,logo,last_approval
Muubs,design-concept-denmark-as,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/design-concept-denmark-as.html,Denmark,,Hinnerup,8382,Zeta 1,,+45 96 26 03 30,,asj@designconceptdenmark.dk,https://www.muubs.com/,,At Muubs we strongly believe in preserving originality and creating long-lasting design products with a touch of roughness...,3.1,H3.1-G54,,Contract Business; Hospitality Interiors,Interior Design,,,Interior; Jar; Shelf; Dining; Tableware,,,https://www.facebook.com/muubs.as,https://www.instagram.com/muubs/,https://www.linkedin.com/company/muubs-a-s/mycompany/,,https://www.youtube.com/channel/UCXhD5W-EFUgRGA0EgeWs4UA,,,,,,,2025-11-12T09:56:48
My Flair GmbH,my-flair-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/my-flair-gmbh.html,Germany,,Trittau,22946,Nikolaus-Otto-Str. 2-4,,+49 4154 9992900,+49 4154 9992929,info@my-flair.de,https://www.my-flair.de,,"Welcome to My Flair, your trusted partner in B2B wholesale for Home & Living since 2007! Our journey is characterised by...",3.0,H3.0-A02,,,Global Sourcing Living; Interior Design,,,Teppiche; Möbel; Outdoormöbel; Outdoorteppiche; Haushaltsgeräte,,,https://www.facebook.com/myflairde,https://www.instagram.com/myflair/,,,,,https://www.pinterest.de/myflairde/,,,,,2026-01-29T11:32:32
My Flame Lifestyle B.V.,my-flame-lifestyle-bv,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/my-flame-lifestyle-bv.html,Netherlands,,Alphen aan den Rijn,2404 HE,Energieweg 65,,+31 172 608 317,,info@myflame.nl,https://www.myflame.nl/en,,"My Flame Lifestyle offers a wide range of different products. With the focus on sustainable organic soy candles, My Flame...",3.0,H3.0-A70,,Ethical Style by Ambiente,"Interiors & Decoration; Urban Gifts, Stationery & School",,,"organic soy candles, Bio-Sojakerzen; home fragrances, raumdüfte; organic gifts, geschenkartikel; sustainable lifestyle products, lifestyle accessoires; scented candles, duftkerzen",,,https://www.facebook.com/myflamelifestyle/,https://www.instagram.com/my_flame_lifestyle/,,,,,https://nl.pinterest.com/myflamelifestyl/,,,,,2025-12-05T10:44:21
My Senso S.r.l.,my-senso-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/my-senso-srl.html,Italy,,Bolzano,39100,Via Johann Kravogl 5/B,,+39 0471 053295,+39 0471 053296,info@mysenso.it,https://www.mysenso.it,,The love of high-quality fragrances The story of MySenso begins in 1997: the founders of the brand have the ambition to set...,3.0,H3.0-B91,,Hospitality Interiors,Interiors & Decoration,,,"Wellness, Spa, Textile Spray, Textilspray, Raumspray,; Duftmarketing, Olfactory marketing,; Raumduft, Reed diffuser, Diffusor, Diffuser, Scent, Fragrance, Duft; Made in Italy, Essential oil 100% natural, Ätherisches Öl 100% natürllich, Sauna, Aufguss; Duft Spray, Duftlampe, Duft Verteiler, Duftspray,",,,https://www.facebook.com/MySenso/,https://www.instagram.com/mysenso_official/,,,,,,,,,,2026-01-27T10:41:59
Myga Phoenix Global,ryder-imports-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ryder-imports-limited.html,Great Britain and Northern Ireland,,"Coalville, Leicester",LE67 3DW,Mantle Lane The Old Wagon Works,Mantle Lane,+44 1530 810870,+44 1530 810970,jordan@ryderhub.com,https://www.myga.eco,,"MPG - Myga Phoenix Global We are the proud brand owner and manufacturer of Myga and Phoenix Fitness, delivering a curated...",4.2,H4.2-L29,,,"Clean Home & Storage Solutions; Urban Gifts, Stationery & School",,,Fitness; Equipment; Yoga; Wellness; Pilates,,,https://www.facebook.com/mygaeco/,https://www.instagram.com/mygayoga/,,,https://www.youtube.com/@mygaeco2168,https://www.tiktok.com/@myga_eco,,,,,,2026-01-28T16:56:43
Möller Therm GmbH,moeller-therm-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/moeller-therm-gmbh.html,Germany,,Kreuzwertheim,97892,Frankenstr. 6,,+49 9342 96310,+49 9342 963131,info@moeller-therm.de,https://www.moeller-therm.de,,Manufacturer of Thermometer and weatherstation,9.2,H9.2-F05,,,Clean Home & Storage Solutions,,,Thermometer; Wetterstationen; Hygrometer; Timer; Lupen,,,,,,,,,,,,,,2026-03-08T05:34:38
MÜHLE/Hans-Jürgen Müller GmbH & Co. KG,hans-juergen-mueller-gmbh--co-kg,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/hans-juergen-mueller-gmbh--co-kg.html,Germany,,Stützengrün,08328,Hauptstr. 18,,+49 37462 6520,+49 37462 65218,info@muehle-shaving.com,https://www.muehle-shaving.com,,"Traditional and innovative craftsmanship Taking your time, enjoying the peace and quiet for a moment and leaving the hectic...",3.1,H3.1-B83,,Ethical Style by Ambiente,"Interior Design; Urban Gifts, Stationery & School",,,Badezimmer; Rasur; Nachhaltigkeit; Männergeschenk; Manufaktur,,,,,,,,,,,,,company_pictures/10000001202501/0010811290/1700228984098_1196845845.jpg,2025-11-20T13:25:02
müller möbelfabrikation GmbH & Co. KG,mueller-moebelfabrikation-gmbh--co-kg,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/mueller-moebelfabrikation-gmbh--co-kg.html,Germany,,Augsburg,86159,Werner-von-Siemens-Str. 6,,+49 821 59767380,+49 821 597673899,info@mueller-moebel.com,https://www.mueller-moebel.com,,"Müller Möbelfabrikation has been producing high-quality metal furniture in its own workshops in Augsburg, Germany, for almost...",3.1,H3.1-F26,,Contract Business; Hospitality Interiors; Interior Looks,Clean Home & Storage Solutions; Interiors & Decoration,,,Metallmöbel metal furniture; Hersteller Metallmöbel manufacturer metal furniture; Möbel in Farbe coloured furniture; Möbel made in Germany furniture made in germany,,,https://www.facebook.com/mueller.moebelfabrikation/,https://www.instagram.com/mueller_moebelfabrikation/,,,,,https://www.pinterest.de/mllermbelfabrik/,,,,,2026-01-07T14:15:03
N&M Trading & Services Import Export Company Limited,nm-trading--services-import-export-company-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nm-trading--services-import-export-company-limited.html,Vietnam,,HCM,700000,Hiep Binh Chanh 27/13/8c,Hiep Binh Chanh,+84 333 676 033,,cs@neyuhleather.com,https://www.neyuhleather.com,,"Welcome to Gallery de Neyuh! Gallery de Neyuh, a purveyor of refined leather goods and elegant lifestyle accessories, invites...",10.1,H10.1-D50,,,,,,Luxury leather travel accessories; Personalized Leather gifts; Beach bags; Sustainable gifts; Leather home decor,,,,,,,,,,,,,,2025-10-22T14:19:47
N. Ranga Rao & Sons Pvt. Ltd.,n-ranga-rao--sons-pvt-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/n-ranga-rao--sons-pvt-ltd.html,India,,Mysore,570004,"#1553 N R House, Vanivilasa Road",,+91 821 252 1227,+91 821 425 4397,kavitha@ripple.in,https://www.irishomefragrances.com,,"About Us Born from the legacy of Cycle, the world’s leading incense brand, Ripple Fragrances Pvt. Ltd. is a proud division...",10.1,H10.1-B51,,,Interiors & Decoration,,,Incense/specialty incense and cones; Potpourri /Dry flower arrangement/Fragrance Oil; Ultrasonic Aroma Diffuser /Aroma Tower/ Aroma tower oils; Candles/Gift set for all Occasions; Reed diffuser and Fragrance Vaporizer,,,,,,,,,,,,,,2025-11-20T15:14:06
N2H Sp. z o.o.,n2h-sp-z-oo,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/n2h-sp-z-oo.html,Poland,,Kielce,25-323,Al. Solidarności 36,,,,,https://www.homla.com.pl,,"Homla – Create Spaces Full of Emotion At Homla, we believe that every space can tell a story. We specialize in stylish and...",3.0,H3.0-A48,,,Global Sourcing Living; Interiors & Decoration,,,Kitchen; Textiles; Kitchen Accessories; Tableware; Bedding,,,,,,,,,,,,,,2026-01-13T10:39:35
N2J SAS,n2j-sas,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/n2j-sas.html,France,,Bordeaux,33200,15 Rue Roger Ducasse,,+33 5 56 42 11 93,+33 5 56 79 70 22,info@n2j.fr,https://www.pebbly.fr,,"Founded in 2015, Pebbly is a French brand that makes accessible, beautiful and sustainable products for preparing, preserving...",8.0,H8.0-H89,,,,,,Zero waste solutions; Food storage; Healthy cooking; Cooking products,,,https://www.facebook.com/pebblyfrance/,https://www.instagram.com/pebblyfrance/,,,,,https://www.pinterest.fr/Pebblyfrance/,,,,,2025-12-10T11:42:14
Naber GmbH,naber-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/naber-gmbh.html,Germany,,Nordhorn,48529,Enschedestr. 24,,+49 5921 7040,+49 5921 704150,naber@naber.de,https://www.naber.de,,The perfect kitchen with Naber Naber GmbH is a medium-sized family business based in Nordhorn. Kitchen professionals will...,9.3,H9.3-D39,,,Clean Home & Storage Solutions; Cook & Cut; Global Sourcing Dining; Modern Kitchen & Baking; Top Deals & Collections,,,Naber; WESCO; Abfallbehälter; Aufbewahrung; Küchenzubehör,,,https://www.facebook.com/naber.deutschland,https://www.instagram.com/naber_deutschland/,https://www.linkedin.com/company/naber-gmbh,,,,https://www.pinterest.de/naber_deutschland/,,,,company_pictures/10000001202601/465977/1761639873327_76658964.jpg,2025-12-10T15:47:44
"Nakagawa Precision Machinery Works Co., Ltd.",nakagawa-precision-machinery-works-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nakagawa-precision-machinery-works-co-ltd.html,Japan,,Osaka,536-0008,"2-5-17, Sekime, Joto-Ku",,+81 6-6939-8519,+81 6-6939-0667,sales@shitatari.jp,https://www.shitatari.jp/en/,,"From Industrial Parts to Poetic Moments: Our Challenge from Osaka, Since 1917. Our Heritage: A Century of Precision Machining...",12.1,H12.1-A74,,,,,,sake vessel; Craftsmanship; sake cup; Made in Japan; stainless steel,,,https://www.facebook.com/shitatari/,https://www.instagram.com/shitatari_made_in_osaka_japan/,,,,,,,,,,2026-01-20T00:24:33
"Nakahashi Knitting Co., Ltd.",nakahashi-knitting-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nakahashi-knitting-co-ltd.html,Japan,Tokyo,Sumida-Ku Tokyo,130-0014,"2-14-3, Kamezawa",,+81 36254505,+33 1 44 76 00 99,nakahashi@merippa.com,https://merippa.com/,,"merippa is manufactured by Nakahashi Knitting Co., Ltd. in Japan, consistently from design to sewing. Nakahashi Knitting...",4.2,H4.2-J75,,,"Interior Design; Urban Gifts, Stationery & School",,,ROOM SHOES; SOCKS; Fashion items; Stoles; gifts,,,,,,,,,,,,,,2026-02-03T19:01:28
NAKKASHI,nakkashi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nakkashi.html,India,,Goa,403711,"Ground Floor, 141-A, Green Valley, Assoy Dabolim, Chichalim, South Goa",,,,contact.nakkashi@gmail.com,https://www.nakkashi.co.in/product-category/women/,,,10.1,H10.1-B05,,,,,,,,,,,,,,,,,,,,2025-11-06T14:36:14
Naman Glass Exports,naman-glass-exports,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/naman-glass-exports.html,India,,Firozabad,283203,"AI/17 Upsidc, Jalesar Road",,+91 72518 88990,,,,,,10.1,H10.1-F18,,,Table & Table Select,,,,,,,,,,,,,,,,,2025-12-10T11:43:52
Nang Dong Seagrass Private Enterprise (Doanh Nghiep Tu Nhan Coi Nang Dong),doanh-nghiep-tu-nhan-coi-nang-dong-nang-dong-seagrass-private-enterprise,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/doanh-nghiep-tu-nhan-coi-nang-dong-nang-dong-seagrass-private-enterprise.html,Vietnam,,Ninh Binh Provice,08700,"Tri Chinh Street, Phat Diem Town, Kim Son District",,+84 98 532 23 38,+84 229 3862 788,nangdong999@gmail.com,https://www.ndcraft.com,,"Crafting sustainable, eco-friendly home goods from natural materials, bringing Vietnam’s finest handicrafts to the world...",10.4,H10.4-D24,,Ethical Style by Ambiente,Clean Home & Storage Solutions; Global Sourcing Dining,,,Sustainable; Eco-friendly | Ethical production; Natural materials | Eco-luxe; Handmade | Handicraft | Artisanal; Furniture | Home decor | Seagrass baskets,,,,,,,,,,,,,,2025-12-10T11:44:31
"Naniwa Abrasive Mfg. Co., Ltd.",naniwa-abrasive-mfg-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/naniwa-abrasive-mfg-co-ltd.html,Japan,,"Chuo-ku, Osaka",541-0056,2-5-31 Kyutaromachi 6F,6F,+81 6-6661-1171,+81 6-6651-8367,n.sadakane@naniwa-kenma.co.jp,https://www.naniwa-abrasive.com,,We NANIWA produce artificial sharpening stone for knives in Japan. Over 80 years history and tradition brought wider range...,8.0,H8.0-L58,,,Cook & Cut; Modern Kitchen & Baking,,,Knife; Whetstone; maintenance; Sharpening; kitchen utensil,,,,,,,,,,,,,,2025-11-04T11:43:19
"Nanjing Halo-Art Co., Ltd.",nanjing-halo-art-coltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nanjing-halo-art-coltd.html,China,Jiangsu,Nanjing Jiangsu,210000,"903, Bldg No. 1, Jinling Jiangong 16 East Bailongjiang Street","903, Bldg No. 1, Jinling Jiangong",,,x.susan@sheenwaygo.com,,,Nanjing Halo-Art Trading Co. Ltd. is one of the leading art brushes manufacturers in China.There are 150 experienced workers...,10.0,H10.0-E57B,,,Global Sourcing Stationery & School,,,brush; DIY; tape; craft; art,,,,,,,,,,,,,,2025-11-28T04:20:14
"Nanjing Sonny Imp. & Exp. Co., Ltd.",nanjing-sonny-imp--exp-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nanjing-sonny-imp--exp-co-ltd.html,China,Jiangsu,Nanjing Jiangsu,210028,"Rm 419, Bldg 2# Changfa Plaza, No. 88 Hongshan Road",,,,sonia@sonny-toy.com,https://www.sonny-toy.com,,"Nanjing Sonny Imp & Exp Co.,Ltd,a key member of toys factory alliance in Nanjing area.We are specialized manufacture of plush...",10.1,H10.1-F86D,,,"Global Sourcing Giving; Urban Gifts, Stationery & School",,,Plush toy; Animals toy; Gift; Stuffed toy; Function toy,,,https://www.facebook.com/profile.php,https://www.instagram.com/nanjingsonny/,https://www.linkedin.com/company/nanjing-sonny-imp-exp-co-ltd/,https://twitter.com/NanjingSonny,,,,,,,,2025-12-12T06:56:00
"Nantong Dongheng Floor Mat Technology Co., Ltd.",nantong-dongheng-floor-mat-technology-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nantong-dongheng-floor-mat-technology-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226500,"No. 528, Yishou Road Chengbei Subdistrict Rugao City","No. 528, Yishou Road",,,dm-nantong@300.cn,https://www.jweva.com,,,10.1,H10.1-F70A,,,,,,,,,,,,,,,,,,https://api.whatsapp.com/send?phone=8618944397969&amp,,2025-10-27T07:40:57
"Nantong Genmes Office Products Co., Ltd.",nantong-genmes-office-products-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nantong-genmes-office-products-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226010,"No. 17, Xinxing East Road, Development Zone","No. 17, Xinxing East Road, Development Zone",,,,http://www.genmes.com/,,"Genmes was found in 1995 and the production base moved from Shanghai to Nantong, Jiangsu in 2019. With the extensive experience...",10.0,H10.0-A09,,,Global Sourcing Stationery & School,,,Cutter; Stapler; Paper Punch; Craft; DIY,,,,,,,,,,,,,,2026-03-08T03:15:45
"Nantong Xingchen Arts & Crafts Co., Ltd.",nantong-xingchen-arts--crafts-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nantong-xingchen-arts--crafts-co-ltd.html,China,Jiangsu,Nantong Jiangsu,226400,"No. 128 Xiangjiang Road, Rudong New Industr. Zone",,,,ntccq@ntgifts.cn,http://www.ntgifts.cn,,"Nantong Xingchen Arts & Crafts Co., Ltd. (Brakula)Since 1996, Brakula has crafted premium home fragrance products for European...",10.1,H10.1-B67,,,Global Sourcing Giving; Interior Design,,,reed diffusers; room fragrances; air fragrance reed diffusers; scented candles; scented oil,,,,,,,,,,,,,,2025-12-15T14:12:33
Nar Emaye Dokum Metal Sanayi ve Ticaret Limited Sirketi,nar-emaye-dokum-metal-sanayi-ve-ticaret-limited-sirketi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nar-emaye-dokum-metal-sanayi-ve-ticaret-limited-sirketi.html,Türkiye,,Kayseri,38070,Organize Sanayi Bolgesi 47. Cadde No: 8,,+90 352 321 11 91,,yakuphan.coskun@narmet.com.tr,https://www.narmet.com,,,8.0,H8.0-N90A,,,,,,,,,,,,,,,,,,,,2025-11-12T09:30:02
Narin Madeni Esya Sanayi Ve Ticaret Limited Sirketi,narin-madeni-esya-sanayi-ve-ticaret-limited-sirketi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/narin-madeni-esya-sanayi-ve-ticaret-limited-sirketi.html,Türkiye,,Istanbul,34000,"15 Temmuz Mah. 1376 Sok No. 1 Kocman Cad. No: 30, Günesli",,+90 212 630 84 34,+90 212 550 38 15,ahunarin@narinmetal.com,,,"Established in 1967, Narin is among the most distinguished companies operating in Turkey’s flatware and tableware “Sustainable...",11.0,H11.0-E21A,,HoReCa,,,,"cutlery, pvd cutlery, flatware, titanium,barware,tableware; horeca; stainless steel,wine bucket, plate, cake stand, tongs; tabletop accessories, salt and pepper, stand; hotelware, restaurant supplies",,,,,,,,,,,,,,2025-11-12T09:33:24
Narumi Corporation,narumi-corporation,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/narumi-corporation.html,Japan,,Nagoya,458 8530,"3 Denjiyama, Narumi-cho, Midori-Ku",,+81 52-896-2220,+81 52-896-2293,terazawa@narumi.co.jp,https://www.narumi.co.jp,,"Founded in 1946, NARUMI is a leading manufacturer of bone china and wasthe first company in Japan to succeed in mass-producing...",12.1,H12.1-B35,,Ethical Style by Ambiente; HoReCa,HoReCa; Table & Table Select,,,NARUMI; BONE CHINA; TABLEWARE; TABLE SETTING; JAPAN,,,https://www.facebook.com/NARUMI.jp/,https://www.instagram.com/narumi_official/,,https://twitter.com/narumi_co,https://www.youtube.com/channel/UCjsjAZOWp0p-QU8P10Ocqrw,,,,,,,2025-12-10T11:45:11
naschlabor GmbH,naschlabor-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/naschlabor-gmbh.html,Germany,,Babenhausen,64832,Industriestr. 6,,+49 6073 7407036,+49 6073 6304377,info@naschlabor.de,https://b2b.naschlabor.de/,,"naschlabor – Genusskonzepte, die verbinden.Wir sind Ihr Partner für Genuss & Geschenke. Mit Leidenschaft gestalten wir süße...",4.2,H4.2-G79,,,"Modern Kitchen & Baking; Urban Gifts, Stationery & School",,,"Süßigkeiten, Süßes, Fruchtgummis, Marshmallows, Gummibärchen; Geschenke, Geschenkartikel, süße Geschenke; Geschenkboxen, Gute Laune Fruchtsaftbär, naschlabor, regional,",,,https://www.facebook.com/DasNaschlabor,https://www.instagram.com/naschlabor,,,,,https://www.pinterest.de/naschlabor,,,,,2025-12-18T08:35:31
Nasha Maysternya LLC,nasha-maysternya-llc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nasha-maysternya-llc.html,Ukraine,,Odessa,65000,20-th km of the road Starokievsky 1-A,,+380 97 880 7457,,lv@snt.od.ua,https://www.maysternya.net,,"We are the Ukrainian company, that deals with cast iron tableware and wooden goods production. Our goods are made of high...",8.0,H8.0-L95,,,Cook & Cut,,,Cast- iron; Pot; Cauldron; Pan; Cutting board,,,https://www.facebook.com/groups/1098260381297728/,https://instagram.com/maysternya_odesa,,,,https://www.tiktok.com/@maysternya_odesa,,,,https://wa.me/380988085511,,2026-03-08T03:32:05
NATALINI SE.A. SRL,natalini-sea-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/natalini-sea-srl.html,Italy,Bergamo,Montello,24060,Via San Giuseppe 9,,+39 035 686869,+39 035 686870,info@natalini-frames.it,,,Natalini Frames was born in 1979. During these years the company grew up to an absolutely preminent position on the market...,3.0,H3.0-F56,,nmedia.hub,,,,inlay; photo frames; marquetry; frames,,,,,,,,,,,,,,2025-11-11T11:52:21
National Handicraft Exports,national-handicraft-exports,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/national-handicraft-exports.html,India,,New Delhi,110043,"Najafgarh 19, Sultan Garden, Nangloi Road",Najafgarh,+91 98100 22655,,ajay@cottonleather.com,https://www.cottonleather.com,,"A market leader in the manufacturing and export of premium eco-friendly, and Recycled Cotton handmade paper Stationary and...",10.1,H10.1-B72,,,"Urban Gifts, Stationery & School",,,Pochette Pouch; Pochette Pouch; Eco Friendly; Recycled; Notebook,,,,,,,,,,,,,,2025-11-12T12:08:24
National Jute Board,national-jute-board,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/national-jute-board.html,India,,Kolkata,700156,"Patsan Bhawan, 5th & 6th Fl. Street No. 175, Cf-6/1, Action Area 1, New Town",,,,jute@njbindia.in,https://www.jute.com,,,10.1,H10.1-E69,,,,,,,,,,,,,,,,,,,,2025-12-04T11:28:58
Nationalpak Limited,nationalpak-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nationalpak-limited.html,Hong Kong,,"Tuen Mun, N.T.",,"Office 2 & 4, 9/F, Block A, Goodview Ind. Bldg. 11 Kin Fat St","Office 2 & 4, 9/F, Block A, Goodview Ind. Bldg.",+852 2462 4448,+852 2462 3804,info@trashnowtrending.com,https://www.trashnowtrending.com,,"Trash Now Trending is a subsidiary of Natpak, a Hong Kong–based company with over 40 years of experience in sustainable luxury...",10.1,H10.1-D58C,,,Global Sourcing Giving,,,Eco-Friendly Soap Case; Travel Soap Holder; Portable Soap Dish; Recycled Plastic Soap Box; Sustainable Soap Storage,,,,,,,,,,,,,,2026-02-03T09:28:53
Native Home Trendz,native-home-trendz,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/native-home-trendz.html,India,,Panipat,132103,"Kabri Garhi Sikander Pur Road Kuldeep Nagar, Native Home Trendz",Kabri Garhi Sikander Pur Road,+91 86077 80011,,,,,"Dear Honourable visitor, our company just simply believe and do best for growth of our customers.",10.1,H10.1-F48E,,,,,,handloom rugs; cushion cover; curtain; bedcover; futa,,,,,,,,,,,,,,2025-11-06T18:03:40
Natural Fibres Export,natural-fibres-export,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/natural-fibres-export.html,India,,Jaipur,302022,G-1/136 Natural Fibres Export Sitapura Epip,,+91 97849 31722,+91 97849 31722,marketing@naturalfibres.in,https://www.naturalfibres.in,,"Natural Fibres Export based in jaipur rajasthan india since last 18 years as manufacturer and exporter of handmade rugs, cushions...",10.4,H10.4-D57,,,Global Sourcing Living; Table & Table Select,,,Handcrafted Home Decor; Premium (Jute & Kilim) rugs and carpets; Embroidered Cushion & Covers; Ceramics & Papermache; Artisan Upholstered Furniture,,,https://www.facebook.com/naturalfibres,https://www.instagram.com/naturalfibresexport/,,https://twitter.com/natufibr,,,https://www.pinterest.com/natufibr/,,,,,2026-01-01T13:09:58
Nature and Style Wohnkultur Import GmbH,nature-and-style-wohnkultur-import-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nature-and-style-wohnkultur-import-gmbh.html,Germany,,Gießen,35394,Rathenaustrasse 2,,+49 641 4002237,+49 641 9790971,info@natureandstyle.de,https://www.natureandstyle.de,,"As a small but innovative company we create new trends, in search of fresh, innovative and outstanding products. With our...",3.0,H3.0-C31,,,,,,Fundholz; Upcycling; Recycling; Wohnaccessoires; Vintage,,,,,,,,,,,,,,2026-03-08T03:16:25
Nature Line Cutlery Oy,nature-line-cutlery-oy,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/nature-line-cutlery-oy.html,Finland,,Outokumpu,83500,Teollisuuskatu 9,,+358 50 4613840,,sampo.hauta-aho@natureline.fi,https://www.natureline.fi,,"Nature Line delivers a new generation of sustainable tableware made for modern, environmentally aware consumers. Our high...",9.0,H9.0-A74,,Ethical Style by Ambiente,Cook & Cut; Global Sourcing Dining; HoReCa; Modern Kitchen & Baking; Table & Table Select; Top Deals & Collections,,,Sustainable Tableware; Reusable Cutlery; Bio-Based Materials; Circular Design; Eco-Friendly Products; Nachhaltiges Geschirr; Wiederverwendbares Besteck; Biobasierte Materialien; Zirkuläres Design; Umweltfreundliche Produkte,,,,,https://www.linkedin.com/company/naturelinecutlery/,,,,,,,,company_pictures/10000001202601/503330/1769586075103_2058638875.png,2026-01-28T12:39:40
NATUREL METAL,naturel-ic-ve-dis-tic-ltd-sti,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/naturel-ic-ve-dis-tic-ltd-sti.html,Türkiye,,Kemalpasa-Izmir,35000,Akalan Mah. 1521 Sok. 21,,+90 532 320 39 83,+90 232 853 87 81,info@naturelmetal.com,https://www.naturelmetal.com,,"About NATUREL METAL NATUREL METAL is a leading manufacturer and exporter based in İzmir, Turkey, with over 40 years of experience...",10.3,H10.3-C53,,,Clean Home & Storage Solutions,,,pot; bucket; watering can; galvanized bucket; garden decoration,,,,http://instagram.com/naturel_metal,,,,,,,,,,2026-01-14T10:06:27
NATURES Collection A/S,natures-collection-as,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/natures-collection-as.html,Denmark,,Hedensted,8722,Troldhoejvej 7,,+45 75 80 10 50,+45 75 80 10 50,lasse@naturescollection.dk,https://www.naturescollection.dk,,"NATURES Collection is a Danish brand. NATURES Collection offers a large collection of natural products of sheepskin, leather...",3.1,H3.1-D20,,,,,,Sheepskin; throws; throws; Rugs; Rugs,,,,,,,,,,,,,,2026-03-08T05:06:53
