Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score
LinkOne Ingredient Solutions,United States of America,Monett,,IFT FIRST Expo 2026,https://linkone-solutions.com/,customerservice@linkone-solutions.com,14172369602,,,,South Building — 2065,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01221013,,,,,,,,partial,2
Liquid Orchard Inc,United States of America,Santa Clara,,IFT FIRST Expo 2026,https://liquidorchard.com/,info@myliquidorchard.com,+88 0 101 0000 000,,http://instagram.com”,https://www.facebook.com/&,South Building — ST28 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275622,,,,,,,,partial,2
Living Prairie Family Farms,United States of America,Wolcott,,IFT FIRST Expo 2026,https://www.livingprairiefarms.com,user@domain.com,,,,http://www.facebook.com/2008/fbml,South Building — ST83 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272817,,,,,,,,partial,2
Loadsmart,United States of America,Chicago,,IFT FIRST Expo 2026,https://loadsmart.com/,carrier@loadsmart.com,+1 646-887-6278,https://www.linkedin.com/company/loadsmart,https://www.instagram.com/loadsmart,https://www.facebook.com/loadsmartUS,South Building — 304,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272815,,,,,,,,partial,2
Lodaat Pharma,United States of America,Oak Brook,,IFT FIRST Expo 2026,https://LodaatPharma.com,info@lodaat.com,+16308527544,,,,South Building — 3281,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00891411,,,,,,,,partial,2
Louis Dreyfus Company,United States of America,Wilton,,IFT FIRST Expo 2026,https://www.ldc.com/,,,https://www.linkedin.com/company/louis-dreyfus-company/posts,,,South Building — 3639,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00773443,,,,,,,,partial,2
Louisiana Pepper Exchange,United States of America,New Orleans,,IFT FIRST Expo 2026,http://www.lapepperexchange.com,lapepper-logo-circle-vector_160x@2x.png,2256650006,,https://www.instagram.com/pepperexchange,https://www.facebook.com/lapepperexchange,South Building — 1718,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01229124,,,,,,,,partial,2
Lovingly Made,Canada,Calgary,,IFT FIRST Expo 2026,https://lovinglymade.ca/,hello@lovinglymade.ca,306-986-6180,https://ca.linkedin.com/company/sunnydale-foods-inc,,https://www.facebook.com/proteinpoweredfarms,South Building — 4269,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01223008,,,,,,,,partial,2
Lucid Colloids Ltd.,India,Mumbai,,IFT FIRST Expo 2026,https://www.lucidcolloids.com/,admin@lucidcolloids.com,022 4050 6500,https://www.linkedin.com/company/86393716,,,South Building — 4425,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01252688,,,,,,,,partial,2
"Luding Original Food Co.,Ltd.",China,Luding,,IFT FIRST Expo 2026,https://www.konjac.cc,,09007624,,,,South Building — 2410,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00664221,,,,,,,,partial,2
Luker Chocolate,Colombia,Bogota,,IFT FIRST Expo 2026,https://lukerchocolate.com/en,,573002462769,https://www.linkedin.com/company/lukerchocolate,https://www.instagram.com/lukerchocolate,https://www.facebook.com/LukerChocolate,South Building — 2378,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01083638,,,,,,,,partial,2
Lycored Corp,United States,Branchburg,,IFT FIRST Expo 2026,https://www.lycored.com,,+972 8-623-6310,https://www.linkedin.com/company/lycored,,https://www.facebook.com/tr,South Building — 2225,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019407,,,,,,,,partial,2
M & U International LLC,United States of America,Branchburg,,IFT FIRST Expo 2026,http://www.mu-intel.us,sales.us@mu-intel.us,908-359-9000,https://www.linkedin.com/in/m-and-u-international-llc-3485251b4,,,South Building — 3903,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00916529,,,,,,,,partial,2
M2 Ingredients,United States of America,Vista,,IFT FIRST Expo 2026,https://m2ingredients.com/,,866 740-6874,,,,South Building — 1674,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00593197,,,,,,,,partial,2
Maahir Foods,India,Mahuva,,IFT FIRST Expo 2026,https://www.maahirfoods.com/,office@maahirfoods.com,https://wa.me/918238931330,https://www.linkedin.com/company/maahir-foods,https://www.instagram.com/maahir_foods,https://www.facebook.com/maahirfoods,South Building — 4010,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01129016,,,,,,,,partial,2
Maharaja Dehydration Pvt Ltd,India,Mahuva,,IFT FIRST Expo 2026,https://maharajadehydration.com/,,+91-9537 212 424,https://www.linkedin.com/company/maharaja-dehydration,https://www.instagram.com/maharajadehydration,https://www.facebook.com/MaharajaDehydrationPvtLtd,South Building — 603,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00459213,,,,,,,,partial,2
Maia Farms,Canada,Vancouver,,IFT FIRST Expo 2026,,,,,,,South Building — ST98 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263340,,,,,,,,partial,2
MAKER'S EDGE INC,United States of America,New York,,IFT FIRST Expo 2026,https://www.getcerti.com,,+1 917 689 34 36,https://www.linkedin.com/company/makers-edge,,,South Building — ST87 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273334,,,,,,,,partial,2
Malabar Ingredients,Canada,Mississauga,,IFT FIRST Expo 2026,https://malabaringredients.com/,orders@malabaringredients.com,888-456-6252,https://www.linkedin.com/company/malabar-ingredients,,,South Building — 2816,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243403,,,,,,,,partial,2
Malt Products Corporation,United States,Saddle Brook,,IFT FIRST Expo 2026,https://maltproducts.com/maltproducts/,info@maltproducts.com,2021-02-03,https://www.linkedin.com/company/malt-products-corporation,,https://www.facebook.com/maltproducts,South Building — 3410,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004080,,,,,,,,partial,2
Mandia Int’l Trading Corp,United States of America,Utica,,IFT FIRST Expo 2026,https://www.mandiacorp.com/,,315-765-0119,https://www.linkedin.com/company/mandia-int'l-trading-corp,,,South Building — 563,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264321,,,,,,,,partial,2
Manildra Milling Corp,United States of America,Leawood,,IFT FIRST Expo 2026,https://manildrausa.com/,info@manildrausa.com,913.362.0777,https://www.linkedin.com/company/manildra-milling-corporation,https://www.instagram.com/manildrausa,https://www.facebook.com/Manildra,South Building — 1469 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004088,,,,,,,,partial,2
Mantrose-Haeuser Co Inc,United States,Fairfield,,IFT FIRST Expo 2026,https://mantrose.com/,,1(203)454-1800,,,,South Building — 2025,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00020919,,,,,,,,partial,2
Manus,United States of America,Augusta,,IFT FIRST Expo 2026,https://www.manusbio.com/,,+1 706 303 5600,https://www.linkedin.com/company/manus,,,South Building — 437,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01187966,,,,,,,,partial,2
Mara Bio Limited,New Zealand,Hastings,,IFT FIRST Expo 2026,https://mara-bio.co.nz/,,+64 0 27 414 4171,https://www.linkedin.com/company/mara-bio,,,South Building — ST49 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276604,,,,,,,,partial,2
Marine Biologics,United States of America,Berkeley,,IFT FIRST Expo 2026,https://www.marinebiologics.com/,user@domain.com,,https://www.linkedin.com/company/marine-biologics-inc,,http://www.facebook.com/2008/fbml,South Building — ST36 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01249020,,,,,,,,partial,2
Markforged,United States of America,Waltham,,IFT FIRST Expo 2026,https://markforged.com/,nasales@markforged.com,+6590079627,https://www.linkedin.com/company/markforged,https://www.instagram.com/markforged,https://facebook.com/markforged,South Building — 4916,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276083,,,,,,,,partial,2
Martech Research LLC,United States of America,Bishopville,,IFT FIRST Expo 2026,https://www.martechresearch.com,martechresearch@gmail.com,803-428-2000,https://www.linkedin.com/company/martech-research-llc,,,South Building — 3860,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00497462,,,,,,,,partial,1
"Maruhachi Muramatsu Co., Ltd.",Japan,Yaizu-shi,,IFT FIRST Expo 2026,http://www.08m.jp/,,,,,,South Building — 1878,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01045151,,,,,,,,partial,2
"Marukome USA, Inc.",United States of America,Irvine,,IFT FIRST Expo 2026,https://www.marukomeusa.com/,,(949) 863-0110,,,,South Building — 1922,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274934,,,,,,,,partial,2
Matahari Spice LLC,United States,Arlington Heights,,IFT FIRST Expo 2026,https://mataharispice.com,office@mataharispice.com,630 422 3998,https://MATAHARI SPICE,https://www.instagram.com/mataharispice,https://www.facebook.com/mataharispice,South Building — 1110,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00981692,,,,,,,,partial,2
Matco Foods Limited,Pakistan,Karachi,,IFT FIRST Expo 2026,https://matcofoods.com/,contact@matcofoods.com,+9221-36411661,https://www.linkedin.com/company/matco-foods,https://www.instagram.com/matcofoods,https://www.facebook.com/matcofoods,South Building — 1451 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01153162,,,,,,,,partial,2
Matriark Foods Inc,United States of America,New York,,IFT FIRST Expo 2026,https://matriarkfoods.com,,,,,,South Building — ST100 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272629,,,,,,,,partial,2
Matrix Sciences,United States,Mt Prospect,,IFT FIRST Expo 2026,http://www.matrixsciences.com,rc.dev@nagarro.com,2026-05-19,,,,South Building — 4114,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00020740,,,,,,,,partial,2
"Mayer Brothers, Fruit and Vegetable Powders",United States,West Seneca,,IFT FIRST Expo 2026,https://mayerbrothersingredients.com/,sales@mayerbrothers.com,+7166682437,,,,South Building — 1372,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00744822,,,,,,,,partial,2
"Mays Chemical, a Ravago Company",United States of America,Indianapolis,,IFT FIRST Expo 2026,https://www.mayschem.com/,,317 842-8722,https://www.linkedin.com/company/mays-chemical-company,,https://www.facebook.com/mayschem,South Building — 3855,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060631,,,,,,,,partial,2
Meala Foodtech,Israel,Haifa,,IFT FIRST Expo 2026,https://mealafood.com/,,,https://www.linkedin.com/company/meala-foodtech,,,South Building — ST54 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265266,,,,,,,,partial,2
Meatingplace,United States of America,Algonquin,,IFT FIRST Expo 2026,http://www.meatingplace.com,support@meatingplace.com,312-274-2222,https://www.linkedin.com/company/meatingplace,,https://www.facebook.com/Meatingplace,South Building — 4920,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00701103,,,,,,,,partial,2
Medallion Laboratories,United States,Minneapolis,,IFT FIRST Expo 2026,https://www.medallionlabs.com,,800-245-5615,https://www.linkedin.com/company/medallion-labs,,,South Building — 849,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014763,,,,,,,,partial,2
"Meduri Farms, Inc.",United States,Dallas,,IFT FIRST Expo 2026,https://medurifarms.com/,info@medurifarms.com,503 623-0308,https://www.linkedin.com/company/meduri-farms-inc,,https://www.facebook.com/Meduri-Farms-Inc-126470494074011,South Building — 3142,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017361,,,,,,,,partial,2
Melt&Marble,Sweden,Goteborg,,IFT FIRST Expo 2026,,,,https://www.linkedin.com/company/meltandmarble,,,South Building — ST59 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263320,,,,,,,,partial,2
Melt-to-Make,United States of America,Northampton,,IFT FIRST Expo 2026,https://melt-to-make.com/,,,,,,South Building — ST61 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265530,,,,,,,,partial,2
MEM Fairway Inc,United States of America,Irvine,,IFT FIRST Expo 2026,https://www.memfairway.com,trade@memfairway.com,3238687135,https://www.linkedin.com/company/memfairway,https://www.instagram.com/memfairway,https://www.facebook.com/profile.php,South Building — 3321,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274334,,,,,,,,partial,2
"Mennel Milling Co, The",United States,Fostoria,,IFT FIRST Expo 2026,https://mennel.com/,info@mennel.com,1886 - 2026,https://www.linkedin.com/company/the-mennel-milling-company,https://instagram.com/mennelflourpower,https://www.facebook.com/MennelMilling,South Building — 2809,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00021367,,,,,,,,partial,2
Mercury Scientific Inc,United States of America,Newtown,,IFT FIRST Expo 2026,https://www.mercuryscientific.com,info@mercuryscientific.com,203-364-5024,,,,South Building — 4270,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00454275,,,,,,,,partial,2
MERIEUX NutriSciences,United States,Chicago,,IFT FIRST Expo 2026,https://na.mxns.com/,,877-777-6375,https://www.linkedin.com/company/mxnsna,https://www.instagram.com/mxns_na,https://www.facebook.com/merieuxnutrisciencesna,South Building — 645,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00015163,,,,,,,,partial,2
MetaCen Therapeutics,"Korea, Republic of",Gyeonggi,,IFT FIRST Expo 2026,http://www.metacen.com,inquiry@metacen.com,+82-70-4207-3827,,,,South Building — ST21 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275620,,,,,,,,partial,2
Mettler Toledo,United States,Columbus,,IFT FIRST Expo 2026,https://www.mt.com/us/en/home.html,,(800) 638-8537,https://www.linkedin.com/company/mettlertoledo,,,South Building — 3408,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023045,,,,,,,,partial,2
Mexenil USA,United States of America,San Antonio,,IFT FIRST Expo 2026,https://mexenil.com/,servicioalcliente@mexenil.com,https://api.whatsapp.com/send?phone=524774092279,https://www.linkedin.com/company/mexenil-aditivos,https://www.instagram.com/benditatortilla.mexenil,https://www.facebook.com/tr,South Building — 1446,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272053,,,,,,,,partial,2
MGP Ingredients Inc,United States,Atchison,,IFT FIRST Expo 2026,https://mgpingredients.com,,866-547-2122,https://www.linkedin.com/company/mgp-ingredients,https://www.instagram.com/mgpingredientscollab,https://www.facebook.com/MGPIngredientsCollab,South Building — 408,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004370,,,,,,,,partial,2
Michelson Laboratories,United States,Commerce,,IFT FIRST Expo 2026,https://www.michelsonlab.com/,info@michelsonlab.com,90040 1475,https://www.linkedin.com/company/michelson-laboratories-inc,,,South Building — 3505,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004327,,,,,,,,partial,2
Michigan State University,United States,East Lansing,,IFT FIRST Expo 2026,https://www.fshn.msu.edu/,,1(517)884-5993,https://www.linkedin.com/company/msufshn,,,South Building — 4216,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00065058,,,,,,,,partial,2
MicroDried,United States of America,Nampa,,IFT FIRST Expo 2026,https://microdried.com/,sales@microdried.com,208.461.5100,https://www.linkedin.com/company/milnemicrodried,,,South Building — 4065,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01056068,,,,,,,,partial,2
"Microfarmtory, LLC",United States of America,Cheyanne,,IFT FIRST Expo 2026,https://www.aquafarmtory.com/en,legal@aquafarmtory.com,2023045022,,,,South Building — 4744,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01260221,,,,,,,,partial,2
MicroSalt Inc,United States of America,Palm Beach,,IFT FIRST Expo 2026,http://www.microsaltinc.com,,514-691-4000,https://www.linkedin.com/company/microsaltinc/about,https://www.instagram.com/microsalt.inc,,South Building — 4469,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263328,,,,,,,,partial,2
MicroThermics Inc,United States of America,Raleigh,,IFT FIRST Expo 2026,https://microthermics.com/,info@microthermics.com,+1 919 878 8045,https://www.linkedin.com/company/microthermics-inc,,,South Building — 2044,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016395,,,,,,,,partial,2
Midwest Laboratories Inc,United States,Omaha,,IFT FIRST Expo 2026,https://midwestlabs.com/,contactus@midwestlabs.com,2853.01/.02,https://www.linkedin.com/company/midwest-laboratories-inc,,https://www.facebook.com/midwestlaboratories,South Building — 143,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016419,,,,,,,,partial,2
Milanaise Mill,Canada,St-Jean-Sur-Richelieu,,IFT FIRST Expo 2026,https://lamilanaise.com/,info@lamilanaise.com,450 349-1747,https://www.linkedin.com/company/la-meunerie-milanaise,https://www.instagram.com/meuneriemilanaise,https://www.facebook.com/meuneriemilanaise,South Building — 1262 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01122842,,,,,,,,partial,2
Milne Fruit Products Inc,United States,Prosser,,IFT FIRST Expo 2026,http://www.milnefruit.com,,+15097862611,https://www.linkedin.com/company/milne-fruit-products,,,South Building — 2510,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00350950,,,,,,,,partial,2
Mincing Spice,United States of America,Dayton,,IFT FIRST Expo 2026,http://www.mincing.com,spice@mincing.com,732-355-9944,,,,South Building — 3316,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010564,,,,,,,,partial,2
MinnDak Ag.,United States of America,Grand Forks,,IFT FIRST Expo 2026,https://www.minndak.com/,info@minndak.com,58601 300,https://www.linkedin.com/company/minndakag,,https://www.facebook.com/MinnDak,South Building — 4632,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00981794,,,,,,,,partial,2
Mitsubishi Chemical Corporation,Japan,Chiyoda-Ku,,IFT FIRST Expo 2026,https://www.mcgc.com/english/,,+81- 0 3-6748-7300,https://www.linkedin.com/company/mcgc-official,,,South Building — 971,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245700,,,,,,,,partial,2
Mitsubishi International Food Ingredients,United States,Dublin,,IFT FIRST Expo 2026,https://mifiusa.com/,,(800) 628-3092,,,,South Building — 4444,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004437,,,,,,,,partial,2
"Miyako Oriental Foods, Inc.",United States,Baldwin Park,,IFT FIRST Expo 2026,https://coldmountainmiso.com/,,+16269629633,,https://www.instagram.com/coldmountainmiso,,South Building — 3916,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00004442,,,,,,,,partial,2
"MIYOSHI OIL & FAT CO.,LTD.",Japan,Tokyo,,IFT FIRST Expo 2026,https://www.miyoshi-yushi.co.jp/en/,oversea-mys@miyoshi-yushi.co.jp,,,,,South Building — 4726,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265807,,,,,,,,partial,2
MoistTech Corp,United States of America,Sarasota,,IFT FIRST Expo 2026,https://www.moisttech.com,info@moisttech.com,+1 941-727-1800,https://www.linkedin.com/company/moisttech,,https://www.facebook.com/MoistTech,South Building — 3254 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00371665,,,,,,,,partial,2
Mondi,United States of America,Romeoville,,IFT FIRST Expo 2026,http://www.mondigroup.com,,,https://www.linkedin.com/company/mondi-group,https://www.instagram.com/mondi_group,https://www.facebook.com/mondigroup,South Building — 3744,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01117726,,,,,,,,partial,2
Monk Fruit Corp.,United States of America,Libertyville,,IFT FIRST Expo 2026,https://monkfruitcorp.com/,,+64 212 130 820,,,https://www.facebook.com/MonkFruit,South Building — 3665,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00364976,,,,,,,,partial,2
MontBlancAI,United States of America,Arlington,,IFT FIRST Expo 2026,https://montblanc.ai,,,,,,South Building — ST90 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01227297,,,,,,,,partial,2
Monterey Nutra,United States of America,Watsonville,,IFT FIRST Expo 2026,https://www.montereynutra.com/,sales@montereynutra.com,,,,,South Building — ST8 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276355,,,,,,,,partial,2
Morii Foods Inc.,United States,Roseville,,IFT FIRST Expo 2026,http://www.morii-foods.com,contact@morii-foods.com,1(503)806-4018,,,http://www.facebook.com/2008/fbml,South Building — 1169 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00100472,,,,,,,,partial,2
Morton Salt,United States of America,Overland Park,,IFT FIRST Expo 2026,https://www.mortonsalt.com/,buyroadsalt@mortonsalt.com,1995-2021,,https://instagram.com/mortonsalt,https://www.facebook.com/tr,South Building — 864,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060311,,,,,,,,partial,2
"MSC Co., Ltd.","Korea, Republic of",Gyeongsangnam-do,,IFT FIRST Expo 2026,http://www.msckorea.com,,055 389-1001,,,,South Building — 4626,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060722,,,,,,,,partial,2
Munson Machinery Company Inc,United States,Utica,,IFT FIRST Expo 2026,https://www.munsonmachinery.com,sales@munsonmachinery.com,800-944-6644,https://www.linkedin.com/company/munson-machinery,,,South Building — 3542,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00429596,,,,,,,,partial,2
Munzing,United States of America,Bloomfield,,IFT FIRST Expo 2026,https://www.munzing.com/en/,info@munzing.com,973-279-1306,https://www.linkedin.com/company/münzing-chemie-gmbh,,,South Building — 4538,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00777407,,,,,,,,partial,2
MycoTechnology Inc,United States of America,Aurora,,IFT FIRST Expo 2026,http://www.mycoiq.com,chosen-sprite@2x.png,80011 720 897-9306,https://www.linkedin.com/company/myco-technology-inc-,,,South Building — 2903,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00808765,,,,,,,,partial,2
Mycsology Foods Inc.,United States of America,Princeton,,IFT FIRST Expo 2026,,,,,,,South Building — ST11 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266273,,,,,,,,partial,2
NABIL MORSI CO FOR EGYPTIAN HERBS AND SPICES,Egypt,Beba,,IFT FIRST Expo 2026,http://www.almorsico.com,,+01006879157,,,,South Building — 4817,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01241525,,,,,,,,partial,2
Nambawan Spain SLU,Spain,"Badajoz, Extremadura",,IFT FIRST Expo 2026,,,,,,,South Building — ST67 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264897,,,,,,,,partial,2
Nantong Acetic Acid Chemical Co Ltd.,China,Nantong,,IFT FIRST Expo 2026,https://www.ntacf.com,yxn@ntacf.com,05064972,,,,South Building — 4035,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060313,,,,,,,,partial,2
National Association of Flavors and Food Ingredients Systems (NAFFS),United States of America,Neptune,,IFT FIRST Expo 2026,https://naffs.org/,,732-922-3218,,,https://m.facebook.com/people/National-Association-of-Flavors-Food-Ingredient-Systems-NAFFS/100066621256945,South Building — 4655,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00111917,,,,,,,,partial,2
National Cortina,United States of America,Montvale,,IFT FIRST Expo 2026,,,,,,,South Building — 1720,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014774,,,,,,,,partial,2
National Honey Board,United States,Erie,,IFT FIRST Expo 2026,https://honey.com,,303 776-2337,https://www.linkedin.com/company/national-honey-board,https://www.instagram.com/nationalhoneyboard,https://www.facebook.com/tr,South Building — 3756,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014775,,,,,,,,partial,2
Native Vanilla,United States of America,Sanford,,IFT FIRST Expo 2026,http://nativevanilla.com,,,,,,South Building — 1781,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273330,,,,,,,,partial,2
NaturaExtracta,Mexico,Guadalajara,,IFT FIRST Expo 2026,https://naturaextracta.com/en/,,52-3332689470,https://www.linkedin.com/company/naturaextracta,,,South Building — 3711,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00371672,,,,,,,,partial,2
Natural Sweeteners,United States of America,Bleu Bell,,IFT FIRST Expo 2026,http://www.natural-sweeteners.com,impallari@gmail.com,,https://www.linkedin.com/company/natural-sweeteners/about,,https://www.facebook.com/profile.php,South Building — ST86 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01247085,,,,,,,,partial,1
NATURE'S KINGDOM USA LLC,United States of America,White Plains,,IFT FIRST Expo 2026,http://www.natureskingdomusa.com,,,,,,South Building — 1681,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01252181,,,,,,,,partial,2
NATURPAK,United States of America,Janesville,,IFT FIRST Expo 2026,http://www.naturpak.com,info@naturpak.com,608.466.1844,https://www.linkedin.com/company/naturpakfood,,,South Building — 2977,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264725,,,,,,,,partial,2
Navada Imports LLC,United States of America,Tinton Falls,,IFT FIRST Expo 2026,http://www.navadaimports.com,sales@navadaimports.com,732-295-1900,,,,South Building — 1374,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00878883,,,,,,,,partial,2
