Company,Category,Country,Stand,IFE Profile,Relevant,LinkedIn Search,Apollo Search,Contact Name,Contact Title,Contact LinkedIn,AI Message,Status,Interest Level,Notes,enrichment_status,score
Ichnya Condensed Milk Company,Stand: N4128,,Stand: N4128,https://www.ife.co.ukexhibitors/ichnya-condensed-milk-company,,https://www.linkedin.com/search/results/companies/?keywords=Ichnya%20Condensed%20Milk%20Company,https://app.apollo.io/#/companies?q_organization_name=Ichnya%20Condensed%20Milk%20Company,,,,,New,,,partial,0
ICRTouch,Stand: S1828,,Stand: S1828,https://www.ife.co.ukexhibitors/icrtouch-1,,https://www.linkedin.com/search/results/companies/?keywords=ICRTouch,https://app.apollo.io/#/companies?q_organization_name=ICRTouch,,,,,New,,,partial,0
IDNAFOOD,Stand: N4650,,Stand: N4650,https://www.ife.co.ukexhibitors/idnafood,YES,https://www.linkedin.com/search/results/companies/?keywords=IDNAFOOD,https://app.apollo.io/#/companies?q_organization_name=IDNAFOOD,,,,,New,,,partial,0
IFBTA,Stand: S3460,,Stand: S3460,https://www.ife.co.ukexhibitors/ifbta,,https://www.linkedin.com/search/results/companies/?keywords=IFBTA,https://app.apollo.io/#/companies?q_organization_name=IFBTA,,,,,New,,,partial,0
IFE & IFE Manufacturing Exhibitor Lounge,,,,https://www.ife.co.ukexhibitors/ife-sales-lounge-xkqf,,https://www.linkedin.com/search/results/companies/?keywords=IFE%20&%20IFE%20Manufacturing%20Exhibitor%20Lounge,https://app.apollo.io/#/companies?q_organization_name=IFE%20&%20IFE%20Manufacturing%20Exhibitor%20Lounge,,,,,New,,,partial,0
Igino Mazzola Spa,Stand: N1269,,Stand: N1269,https://www.ife.co.ukexhibitors/igino-mazzola-spa,,https://www.linkedin.com/search/results/companies/?keywords=Igino%20Mazzola%20Spa,https://app.apollo.io/#/companies?q_organization_name=Igino%20Mazzola%20Spa,,,,,New,,,partial,0
iGulu,Stand: N5020,,Stand: N5020,https://www.ife.co.ukexhibitors/igulu,,https://www.linkedin.com/search/results/companies/?keywords=iGulu,https://app.apollo.io/#/companies?q_organization_name=iGulu,,,,,New,,,partial,0
IMAGO Printer,Stand: N3371,,Stand: N3371,https://www.ife.co.ukexhibitors/imago-printer,,https://www.linkedin.com/search/results/companies/?keywords=IMAGO%20Printer,https://app.apollo.io/#/companies?q_organization_name=IMAGO%20Printer,,,,,New,,,partial,0
Imarti,Stand: N4330,,Stand: N4330,https://www.ife.co.ukexhibitors/imarti,,https://www.linkedin.com/search/results/companies/?keywords=Imarti,https://app.apollo.io/#/companies?q_organization_name=Imarti,,,,,New,,,partial,0
IMPEX FOOD,Stand: N2718,,Stand: N2718,https://www.ife.co.ukexhibitors/impex-food-1,YES,https://www.linkedin.com/search/results/companies/?keywords=IMPEX%20FOOD,https://app.apollo.io/#/companies?q_organization_name=IMPEX%20FOOD,,,,,New,,,partial,0
Indeavor,Stand: N533,,Stand: N533,https://www.ife.co.ukexhibitors/indeavor,,https://www.linkedin.com/search/results/companies/?keywords=Indeavor,https://app.apollo.io/#/companies?q_organization_name=Indeavor,,,,,New,,,partial,0
INDIA AGRO EXPORTS PVT LTD,Stand: N2504,,Stand: N2504,https://www.ife.co.ukexhibitors/india-agro-exports-pvt-1,,https://www.linkedin.com/search/results/companies/?keywords=INDIA%20AGRO%20EXPORTS%20PVT%20LTD,https://app.apollo.io/#/companies?q_organization_name=INDIA%20AGRO%20EXPORTS%20PVT%20LTD,,,,,New,,,partial,0
INDIBITES BY TGB ( THE GRAND BHAGWATI),Stand: N4000,,Stand: N4000,https://www.ife.co.ukexhibitors/indibites-tgb-grand-bhagwati,,https://www.linkedin.com/search/results/companies/?keywords=INDIBITES%20BY%20TGB%20(%20THE%20GRAND%20BHAGWATI),https://app.apollo.io/#/companies?q_organization_name=INDIBITES%20BY%20TGB%20(%20THE%20GRAND%20BHAGWATI),,,,,New,,,partial,0
Induced Energy Ltd,Stand: S200,,Stand: S200,https://www.ife.co.ukexhibitors/induced-energy,,https://www.linkedin.com/search/results/companies/?keywords=Induced%20Energy%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Induced%20Energy%20Ltd,,,,,New,,,partial,0
Ingredients UK | NIGAY SAS,Stand: N453,,Stand: N453,https://www.ife.co.ukexhibitors/ingredients-uk-nigay-sas-1,,https://www.linkedin.com/search/results/companies/?keywords=Ingredients%20UK%20|%20NIGAY%20SAS,https://app.apollo.io/#/companies?q_organization_name=Ingredients%20UK%20|%20NIGAY%20SAS,,,,,New,,,partial,0
innocent drinks,Stand: N4870,,Stand: N4870,https://www.ife.co.ukexhibitors/innocent-drinks,YES,https://www.linkedin.com/search/results/companies/?keywords=innocent%20drinks,https://app.apollo.io/#/companies?q_organization_name=innocent%20drinks,,,,,New,,,partial,0
Inobera,Stand: N1220,,Stand: N1220,https://www.ife.co.ukexhibitors/inobera,,https://www.linkedin.com/search/results/companies/?keywords=Inobera,https://app.apollo.io/#/companies?q_organization_name=Inobera,,,,,New,,,partial,0
InPost,Stand: S2016,,Stand: S2016,https://www.ife.co.ukexhibitors/inpost,,https://www.linkedin.com/search/results/companies/?keywords=InPost,https://app.apollo.io/#/companies?q_organization_name=InPost,,,,,New,,,partial,0
Inspirwood,Stand: S1847,,Stand: S1847,https://www.ife.co.ukexhibitors/inspirwood-1,,https://www.linkedin.com/search/results/companies/?keywords=Inspirwood,https://app.apollo.io/#/companies?q_organization_name=Inspirwood,,,,,New,,,partial,0
Institute of Food Science and Technology,Stand: N455,,Stand: N455,https://www.ife.co.ukexhibitors/institute-food-science-technology,YES,https://www.linkedin.com/search/results/companies/?keywords=Institute%20of%20Food%20Science%20and%20Technology,https://app.apollo.io/#/companies?q_organization_name=Institute%20of%20Food%20Science%20and%20Technology,,,,,New,,,partial,0
INTACT,Stand: N858,,Stand: N858,https://www.ife.co.ukexhibitors/intact,,https://www.linkedin.com/search/results/companies/?keywords=INTACT,https://app.apollo.io/#/companies?q_organization_name=INTACT,,,,,New,,,partial,0
Inter Europol S.A.,Stand: N3760,,Stand: N3760,https://www.ife.co.ukexhibitors/inter-europol-s,,https://www.linkedin.com/search/results/companies/?keywords=Inter%20Europol%20S.A.,https://app.apollo.io/#/companies?q_organization_name=Inter%20Europol%20S.A.,,,,,New,,,partial,0
International Trade Centre - She Trades,Stand: N2210,,Stand: N2210,https://www.ife.co.ukexhibitors/international-trade-centre-trades,,https://www.linkedin.com/search/results/companies/?keywords=International%20Trade%20Centre%20-%20She%20Trades,https://app.apollo.io/#/companies?q_organization_name=International%20Trade%20Centre%20-%20She%20Trades,,,,,New,,,partial,0
International Trade Centre (ITC),Stand: N2130,,Stand: N2130,https://www.ife.co.ukexhibitors/international-trade-centre-itc-1,,https://www.linkedin.com/search/results/companies/?keywords=International%20Trade%20Centre%20(ITC),https://app.apollo.io/#/companies?q_organization_name=International%20Trade%20Centre%20(ITC),,,,,New,,,partial,0
International Trade Centre SheTrades,Stand: N1776,,Stand: N1776,https://www.ife.co.ukexhibitors/international-trade-centre-shetrades,,https://www.linkedin.com/search/results/companies/?keywords=International%20Trade%20Centre%20SheTrades,https://app.apollo.io/#/companies?q_organization_name=International%20Trade%20Centre%20SheTrades,,,,,New,,,partial,0
Interstarch,Stand: N611,,Stand: N611,https://www.ife.co.ukexhibitors/interstarch,,https://www.linkedin.com/search/results/companies/?keywords=Interstarch,https://app.apollo.io/#/companies?q_organization_name=Interstarch,,,,,New,,,partial,0
Ioniki,Stand: N3612,,Stand: N3612,https://www.ife.co.ukexhibitors/ioniki,,https://www.linkedin.com/search/results/companies/?keywords=Ioniki,https://app.apollo.io/#/companies?q_organization_name=Ioniki,,,,,New,,,partial,0
iplicit,Stand: S3335,,Stand: S3335,https://www.ife.co.ukexhibitors/iplicit,,https://www.linkedin.com/search/results/companies/?keywords=iplicit,https://app.apollo.io/#/companies?q_organization_name=iplicit,,,,,New,,,partial,0
ISIK TARIM - HAPPY VILLAGE,Stand: N920,,Stand: N920,https://www.ife.co.ukexhibitors/isik-tarim-happy-village,,https://www.linkedin.com/search/results/companies/?keywords=ISIK%20TARIM%20-%20HAPPY%20VILLAGE,https://app.apollo.io/#/companies?q_organization_name=ISIK%20TARIM%20-%20HAPPY%20VILLAGE,,,,,New,,,partial,0
Ismail Industries Limited,Stand: N3656,,Stand: N3656,https://www.ife.co.ukexhibitors/ismail-industries-limited-1,,https://www.linkedin.com/search/results/companies/?keywords=Ismail%20Industries%20Limited,https://app.apollo.io/#/companies?q_organization_name=Ismail%20Industries%20Limited,,,,,New,,,partial,0
iSqueeze,Stand: N4830,,Stand: N4830,https://www.ife.co.ukexhibitors/isqueeze,,https://www.linkedin.com/search/results/companies/?keywords=iSqueeze,https://app.apollo.io/#/companies?q_organization_name=iSqueeze,,,,,New,,,partial,0
It's A Wrap,Stand: S1760,,Stand: S1760,https://www.ife.co.ukexhibitors/s-wrap,,https://www.linkedin.com/search/results/companies/?keywords=It's%20A%20Wrap,https://app.apollo.io/#/companies?q_organization_name=It's%20A%20Wrap,,,,,New,,,partial,0
Italo Vezzoli,Stand: N3454,,Stand: N3454,https://www.ife.co.ukexhibitors/italo-vezzoli,,https://www.linkedin.com/search/results/companies/?keywords=Italo%20Vezzoli,https://app.apollo.io/#/companies?q_organization_name=Italo%20Vezzoli,,,,,New,,,partial,0
Itsu [grocery],Stand: N2961,,Stand: N2961,https://www.ife.co.ukexhibitors/itsu-grocery,YES,https://www.linkedin.com/search/results/companies/?keywords=Itsu%20[grocery],https://app.apollo.io/#/companies?q_organization_name=Itsu%20[grocery],,,,,New,,,partial,0
IVY CRUZ,Stand: S1050,,Stand: S1050,https://www.ife.co.ukexhibitors/ivy-cruz-1,,https://www.linkedin.com/search/results/companies/?keywords=IVY%20CRUZ,https://app.apollo.io/#/companies?q_organization_name=IVY%20CRUZ,,,,,New,,,partial,0
Iwomar,Stand: N4620,,Stand: N4620,https://www.ife.co.ukexhibitors/iwomar,,https://www.linkedin.com/search/results/companies/?keywords=Iwomar,https://app.apollo.io/#/companies?q_organization_name=Iwomar,,,,,New,,,partial,0
Jabsons Foods,Stand: N2613,,Stand: N2613,https://www.ife.co.ukexhibitors/jabsons-foods-1,YES,https://www.linkedin.com/search/results/companies/?keywords=Jabsons%20Foods,https://app.apollo.io/#/companies?q_organization_name=Jabsons%20Foods,,,,,New,,,partial,0
Jack's Creek,Stand: S1010,,Stand: S1010,https://www.ife.co.ukexhibitors/jacks-creek,,https://www.linkedin.com/search/results/companies/?keywords=Jack's%20Creek,https://app.apollo.io/#/companies?q_organization_name=Jack's%20Creek,,,,,New,,,partial,0
JAIMIN FOODS,Stand: N2750,,Stand: N2750,https://www.ife.co.ukexhibitors/jaimin-foods-1,YES,https://www.linkedin.com/search/results/companies/?keywords=JAIMIN%20FOODS,https://app.apollo.io/#/companies?q_organization_name=JAIMIN%20FOODS,,,,,New,,,partial,0
Jan Zandbergen,Stand: N3928,,Stand: N3928,https://www.ife.co.ukexhibitors/jan-zandbergen,,https://www.linkedin.com/search/results/companies/?keywords=Jan%20Zandbergen,https://app.apollo.io/#/companies?q_organization_name=Jan%20Zandbergen,,,,,New,,,partial,0
JANELITE RESOURCES,Stand: N1210,,Stand: N1210,https://www.ife.co.ukexhibitors/janelite-resources,,https://www.linkedin.com/search/results/companies/?keywords=JANELITE%20RESOURCES,https://app.apollo.io/#/companies?q_organization_name=JANELITE%20RESOURCES,,,,,New,,,partial,0
Jawhart Al Sharq Sweets,Stand: N4410d,,Stand: N4410d,https://www.ife.co.ukexhibitors/jawhat-al-sharq-sweets,YES,https://www.linkedin.com/search/results/companies/?keywords=Jawhart%20Al%20Sharq%20Sweets,https://app.apollo.io/#/companies?q_organization_name=Jawhart%20Al%20Sharq%20Sweets,,,,,New,,,partial,0
JBS,Stand: S1010,,Stand: S1010,https://www.ife.co.ukexhibitors/jbs,,https://www.linkedin.com/search/results/companies/?keywords=JBS,https://app.apollo.io/#/companies?q_organization_name=JBS,,,,,New,,,partial,0
JC DAVID,Stand: N4530f,,Stand: N4530f,https://www.ife.co.ukexhibitors/jc-david,,https://www.linkedin.com/search/results/companies/?keywords=JC%20DAVID,https://app.apollo.io/#/companies?q_organization_name=JC%20DAVID,,,,,New,,,partial,0
JD FOOD PUBLIC COMPANY LIMITED,Stand: N3314,,Stand: N3314,https://www.ife.co.ukexhibitors/jd-food-public-company-limited-1,YES,https://www.linkedin.com/search/results/companies/?keywords=JD%20FOOD%20PUBLIC%20COMPANY%20LIMITED,https://app.apollo.io/#/companies?q_organization_name=JD%20FOOD%20PUBLIC%20COMPANY%20LIMITED,,,,,New,,,partial,0
JDE Peet's,Stand: S1076,,Stand: S1076,https://www.ife.co.ukexhibitors/jde-peets,,https://www.linkedin.com/search/results/companies/?keywords=JDE%20Peet's,https://app.apollo.io/#/companies?q_organization_name=JDE%20Peet's,,,,,New,,,partial,0
Jellylicious,Stand: N3719,,Stand: N3719,https://www.ife.co.ukexhibitors/jellylicious,,https://www.linkedin.com/search/results/companies/?keywords=Jellylicious,https://app.apollo.io/#/companies?q_organization_name=Jellylicious,,,,,New,,,partial,0
Jersey Dairy,Stand: N3979,,Stand: N3979,https://www.ife.co.ukexhibitors/jersey-dairy-1,YES,https://www.linkedin.com/search/results/companies/?keywords=Jersey%20Dairy,https://app.apollo.io/#/companies?q_organization_name=Jersey%20Dairy,,,,,New,,,partial,0
"JIANGMEN CHUANGKEQI FOOD TECHNOLOGY CO.,LTD",Stand: N1450e,,Stand: N1450e,https://www.ife.co.ukexhibitors/jiangmen-chuangkeqi-food-technology-co,YES,"https://www.linkedin.com/search/results/companies/?keywords=JIANGMEN%20CHUANGKEQI%20FOOD%20TECHNOLOGY%20CO.,LTD","https://app.apollo.io/#/companies?q_organization_name=JIANGMEN%20CHUANGKEQI%20FOOD%20TECHNOLOGY%20CO.,LTD",,,,,New,,,partial,0
"Jiangsu Yopack Packaging Technology Co.,Ltd",Stand: S1450f,,Stand: S1450f,https://www.ife.co.ukexhibitors/jiangsu-yopack-packaging-technology-co,YES,"https://www.linkedin.com/search/results/companies/?keywords=Jiangsu%20Yopack%20Packaging%20Technology%20Co.,Ltd","https://app.apollo.io/#/companies?q_organization_name=Jiangsu%20Yopack%20Packaging%20Technology%20Co.,Ltd",,,,,New,,,partial,0
"Jiangxi Chunsi Foods Co., Ltd",Stand: N4450g,,Stand: N4450g,https://www.ife.co.ukexhibitors/jiangxi-chunsi-foods-co,YES,"https://www.linkedin.com/search/results/companies/?keywords=Jiangxi%20Chunsi%20Foods%20Co.,%20Ltd","https://app.apollo.io/#/companies?q_organization_name=Jiangxi%20Chunsi%20Foods%20Co.,%20Ltd",,,,,New,,,partial,0
"Jieyang Chengfeng Industrial Co., Ltd.",Stand: N4430c,,Stand: N4430c,https://www.ife.co.ukexhibitors/jieyang-chengfeng-industrial-co-,,"https://www.linkedin.com/search/results/companies/?keywords=Jieyang%20Chengfeng%20Industrial%20Co.,%20Ltd.","https://app.apollo.io/#/companies?q_organization_name=Jieyang%20Chengfeng%20Industrial%20Co.,%20Ltd.",,,,,New,,,partial,0
"JILIN JINYI EGG PRODUCTS CO.,LTD.",Stand: N1450d,,Stand: N1450d,https://www.ife.co.ukexhibitors/jilin-jinyi-egg-products-co,,"https://www.linkedin.com/search/results/companies/?keywords=JILIN%20JINYI%20EGG%20PRODUCTS%20CO.,LTD.","https://app.apollo.io/#/companies?q_organization_name=JILIN%20JINYI%20EGG%20PRODUCTS%20CO.,LTD.",,,,,New,,,partial,0
"JILIN SONGHE FOOD CO., LTD.",Stand: N4430j,,Stand: N4430j,https://www.ife.co.ukexhibitors/jilin-songhe-food-co-,YES,"https://www.linkedin.com/search/results/companies/?keywords=JILIN%20SONGHE%20FOOD%20CO.,%20LTD.","https://app.apollo.io/#/companies?q_organization_name=JILIN%20SONGHE%20FOOD%20CO.,%20LTD.",,,,,New,,,partial,0
"JJ GRAND PREMIUM FRUITS, INC.",Stand: N3483,,Stand: N3483,https://www.ife.co.ukexhibitors/jj-grand-premium-fruits-inc,,"https://www.linkedin.com/search/results/companies/?keywords=JJ%20GRAND%20PREMIUM%20FRUITS,%20INC.","https://app.apollo.io/#/companies?q_organization_name=JJ%20GRAND%20PREMIUM%20FRUITS,%20INC.",,,,,New,,,partial,0
JK Foods UK,Stand: N2540,,Stand: N2540,https://www.ife.co.ukexhibitors/jk-foods-uk,YES,https://www.linkedin.com/search/results/companies/?keywords=JK%20Foods%20UK,https://app.apollo.io/#/companies?q_organization_name=JK%20Foods%20UK,,,,,New,,,partial,0
JM Posner,Stand: N3671,,Stand: N3671,https://www.ife.co.ukexhibitors/jm-posner,,https://www.linkedin.com/search/results/companies/?keywords=JM%20Posner,https://app.apollo.io/#/companies?q_organization_name=JM%20Posner,,,,,New,,,partial,0
John & Pascalis Ltd,Stand: S1711,,Stand: S1711,https://www.ife.co.ukexhibitors/john-pascalis-1,,https://www.linkedin.com/search/results/companies/?keywords=John%20&%20Pascalis%20Ltd,https://app.apollo.io/#/companies?q_organization_name=John%20&%20Pascalis%20Ltd,,,,,New,,,partial,0
John Gaunt & Partners,Stand: S1619,,Stand: S1619,https://www.ife.co.ukexhibitors/john-gaunt-partners,,https://www.linkedin.com/search/results/companies/?keywords=John%20Gaunt%20&%20Partners,https://app.apollo.io/#/companies?q_organization_name=John%20Gaunt%20&%20Partners,,,,,New,,,partial,0
Jomi spa,Stand: N2030d,,Stand: N2030d,https://www.ife.co.ukexhibitors/jomi-spa,,https://www.linkedin.com/search/results/companies/?keywords=Jomi%20spa,https://app.apollo.io/#/companies?q_organization_name=Jomi%20spa,,,,,New,,,partial,0
JORDAN,Stand: N4410,,Stand: N4410,https://www.ife.co.ukexhibitors/jordan,,https://www.linkedin.com/search/results/companies/?keywords=JORDAN,https://app.apollo.io/#/companies?q_organization_name=JORDAN,,,,,New,,,partial,0
JUAN VALDEZ CAFÉ,Stand: N1770a,,Stand: N1770a,https://www.ife.co.ukexhibitors/juan-valdez-cafe,,https://www.linkedin.com/search/results/companies/?keywords=JUAN%20VALDEZ%20CAFÉ,https://app.apollo.io/#/companies?q_organization_name=JUAN%20VALDEZ%20CAFÉ,,,,,New,,,partial,0
Jude's,Stand: S861,,Stand: S861,https://www.ife.co.ukexhibitors/judes-1,,https://www.linkedin.com/search/results/companies/?keywords=Jude's,https://app.apollo.io/#/companies?q_organization_name=Jude's,,,,,New,,,partial,0
JUNCA COFFEE - ISHIMITSU JAPAN,Stand: N961,,Stand: N961,https://www.ife.co.ukexhibitors/junca-coffee-ishimitsu-japan-1,YES,https://www.linkedin.com/search/results/companies/?keywords=JUNCA%20COFFEE%20-%20ISHIMITSU%20JAPAN,https://app.apollo.io/#/companies?q_organization_name=JUNCA%20COFFEE%20-%20ISHIMITSU%20JAPAN,,,,,New,,,partial,0
K.F.C. Gıda / Sunny Fruit.,Stand: N3231,,Stand: N3231,https://www.ife.co.ukexhibitors/kfc-gida-sunny-fruit,,https://www.linkedin.com/search/results/companies/?keywords=K.F.C.%20Gıda%20/%20Sunny%20Fruit.,https://app.apollo.io/#/companies?q_organization_name=K.F.C.%20Gıda%20/%20Sunny%20Fruit.,,,,,New,,,partial,0
Kadir's,Stand: N3637,,Stand: N3637,https://www.ife.co.ukexhibitors/kadirs-1,,https://www.linkedin.com/search/results/companies/?keywords=Kadir's,https://app.apollo.io/#/companies?q_organization_name=Kadir's,,,,,New,,,partial,0
Kaikaku.ai,Stand: S3524,,Stand: S3524,https://www.ife.co.ukexhibitors/kaikakuai,,https://www.linkedin.com/search/results/companies/?keywords=Kaikaku.ai,https://app.apollo.io/#/companies?q_organization_name=Kaikaku.ai,,,,,New,,,partial,0
KAMILA CHOCOLATE,Stand: N3472,,Stand: N3472,https://www.ife.co.ukexhibitors/kamila-chocolate,YES,https://www.linkedin.com/search/results/companies/?keywords=KAMILA%20CHOCOLATE,https://app.apollo.io/#/companies?q_organization_name=KAMILA%20CHOCOLATE,,,,,New,,,partial,0
KANHA GROUP,Stand: N2949,,Stand: N2949,https://www.ife.co.ukexhibitors/kanha-group,,https://www.linkedin.com/search/results/companies/?keywords=KANHA%20GROUP,https://app.apollo.io/#/companies?q_organization_name=KANHA%20GROUP,,,,,New,,,partial,0
Kannavi Caviar,Stand: N860,,Stand: N860,https://www.ife.co.ukexhibitors/kannavi-caviar,,https://www.linkedin.com/search/results/companies/?keywords=Kannavi%20Caviar,https://app.apollo.io/#/companies?q_organization_name=Kannavi%20Caviar,,,,,New,,,partial,0
KANTAN FOOD ASIA SDN BHD,Stand: N1210,,Stand: N1210,https://www.ife.co.ukexhibitors/kantan-food-asia-sdn-bhd,YES,https://www.linkedin.com/search/results/companies/?keywords=KANTAN%20FOOD%20ASIA%20SDN%20BHD,https://app.apollo.io/#/companies?q_organization_name=KANTAN%20FOOD%20ASIA%20SDN%20BHD,,,,,New,,,partial,0
KANWAL TRADING (UK) LIMITED,Stand: N2748,,Stand: N2748,https://www.ife.co.ukexhibitors/kanwal-trading-uk-limited,,https://www.linkedin.com/search/results/companies/?keywords=KANWAL%20TRADING%20(UK)%20LIMITED,https://app.apollo.io/#/companies?q_organization_name=KANWAL%20TRADING%20(UK)%20LIMITED,,,,,New,,,partial,0
KAOUAFOOD OPTILLA,Stand: N1650,,Stand: N1650,https://www.ife.co.ukexhibitors/kaouafood-optilla,YES,https://www.linkedin.com/search/results/companies/?keywords=KAOUAFOOD%20OPTILLA,https://app.apollo.io/#/companies?q_organization_name=KAOUAFOOD%20OPTILLA,,,,,New,,,partial,0
Kay-kuna,Stand: N953,,Stand: N953,https://www.ife.co.ukexhibitors/kay-kuna,,https://www.linkedin.com/search/results/companies/?keywords=Kay-kuna,https://app.apollo.io/#/companies?q_organization_name=Kay-kuna,,,,,New,,,partial,0
KAYNA GROUP,Stand: N4650,,Stand: N4650,https://www.ife.co.ukexhibitors/kayna-group,,https://www.linkedin.com/search/results/companies/?keywords=KAYNA%20GROUP,https://app.apollo.io/#/companies?q_organization_name=KAYNA%20GROUP,,,,,New,,,partial,0
Kecol Pumping systems Ltd,Stand: N220,,Stand: N220,https://www.ife.co.ukexhibitors/kecol-pumping-systems,,https://www.linkedin.com/search/results/companies/?keywords=Kecol%20Pumping%20systems%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Kecol%20Pumping%20systems%20Ltd,,,,,New,,,partial,0
KELIFFS NUTRIENTS PVT LTD,Stand: N3214,,Stand: N3214,https://www.ife.co.ukexhibitors/keliffs-nutrients-pvt-1,,https://www.linkedin.com/search/results/companies/?keywords=KELIFFS%20NUTRIENTS%20PVT%20LTD,https://app.apollo.io/#/companies?q_organization_name=KELIFFS%20NUTRIENTS%20PVT%20LTD,,,,,New,,,partial,0
Kellogg's,Stand: S1822,,Stand: S1822,https://www.ife.co.ukexhibitors/kelloggs,,https://www.linkedin.com/search/results/companies/?keywords=Kellogg's,https://app.apollo.io/#/companies?q_organization_name=Kellogg's,,,,,New,,,partial,0
KENZPAT,Stand: N4650,,Stand: N4650,https://www.ife.co.ukexhibitors/kenzpat,,https://www.linkedin.com/search/results/companies/?keywords=KENZPAT,https://app.apollo.io/#/companies?q_organization_name=KENZPAT,,,,,New,,,partial,0
Kepak,Stand: S840,,Stand: S840,https://www.ife.co.ukexhibitors/kepak-1,,https://www.linkedin.com/search/results/companies/?keywords=Kepak,https://app.apollo.io/#/companies?q_organization_name=Kepak,,,,,New,,,partial,0
KetoKeto,Stand: N814,,Stand: N814,https://www.ife.co.ukexhibitors/ketoketo,,https://www.linkedin.com/search/results/companies/?keywords=KetoKeto,https://app.apollo.io/#/companies?q_organization_name=KetoKeto,,,,,New,,,partial,0
KEWPIE,Stand: N2971,,Stand: N2971,https://www.ife.co.ukexhibitors/kewpie,,https://www.linkedin.com/search/results/companies/?keywords=KEWPIE,https://app.apollo.io/#/companies?q_organization_name=KEWPIE,,,,,New,,,partial,0
Kewve,Stand: N1255,,Stand: N1255,https://www.ife.co.ukexhibitors/kewve,,https://www.linkedin.com/search/results/companies/?keywords=Kewve,https://app.apollo.io/#/companies?q_organization_name=Kewve,,,,,New,,,partial,0
Keychain,Stand: N870,Exporters Hub,Stand: N870,https://www.ife.co.ukexhibitors/keychain,,https://www.linkedin.com/search/results/companies/?keywords=Keychain,https://app.apollo.io/#/companies?q_organization_name=Keychain,,,,,New,,,partial,0
Khayelitsha Cookies,Stand: N2130,,Stand: N2130,https://www.ife.co.ukexhibitors/khayelitsha-cookies,,https://www.linkedin.com/search/results/companies/?keywords=Khayelitsha%20Cookies,https://app.apollo.io/#/companies?q_organization_name=Khayelitsha%20Cookies,,,,,New,,,partial,0
Khushi Foods,Stand: N3481,,Stand: N3481,https://www.ife.co.ukexhibitors/khushi-foods,YES,https://www.linkedin.com/search/results/companies/?keywords=Khushi%20Foods,https://app.apollo.io/#/companies?q_organization_name=Khushi%20Foods,,,,,New,,,partial,0
"KIEN YU & CO., LTD.",Stand: N4648,,Stand: N4648,https://www.ife.co.ukexhibitors/kien-yu-co-,,"https://www.linkedin.com/search/results/companies/?keywords=KIEN%20YU%20&%20CO.,%20LTD.","https://app.apollo.io/#/companies?q_organization_name=KIEN%20YU%20&%20CO.,%20LTD.",,,,,New,,,partial,0
Kikleo,Stand: S3472,,Stand: S3472,https://www.ife.co.ukexhibitors/kikleo-1,,https://www.linkedin.com/search/results/companies/?keywords=Kikleo,https://app.apollo.io/#/companies?q_organization_name=Kikleo,,,,,New,,,partial,0
Kilargo,Stand: N4310,,Stand: N4310,https://www.ife.co.ukexhibitors/kilargo,,https://www.linkedin.com/search/results/companies/?keywords=Kilargo,https://app.apollo.io/#/companies?q_organization_name=Kilargo,,,,,New,,,partial,0
kin + deum,Stand: N1033,,Stand: N1033,https://www.ife.co.ukexhibitors/kin-deum,,https://www.linkedin.com/search/results/companies/?keywords=kin%20+%20deum,https://app.apollo.io/#/companies?q_organization_name=kin%20+%20deum,,,,,New,,,partial,0
KING'S FOODS SHUYANG LTD.,Stand: N1450k,,Stand: N1450k,https://www.ife.co.ukexhibitors/kings-foods-shuyang-,YES,https://www.linkedin.com/search/results/companies/?keywords=KING'S%20FOODS%20SHUYANG%20LTD.,https://app.apollo.io/#/companies?q_organization_name=KING'S%20FOODS%20SHUYANG%20LTD.,,,,,New,,,partial,0
"KINGLAND CO., LTD",Stand: N4430a,,Stand: N4430a,https://www.ife.co.ukexhibitors/kingland-co,,"https://www.linkedin.com/search/results/companies/?keywords=KINGLAND%20CO.,%20LTD","https://app.apollo.io/#/companies?q_organization_name=KINGLAND%20CO.,%20LTD",,,,,New,,,partial,0
Kiril Mischeff,Stand: N2650,,Stand: N2650,https://www.ife.co.ukexhibitors/kiril-mischeff,,https://www.linkedin.com/search/results/companies/?keywords=Kiril%20Mischeff,https://app.apollo.io/#/companies?q_organization_name=Kiril%20Mischeff,,,,,New,,,partial,0
"KJ WORLD FOODS CO., LTD",Stand: N2614,,Stand: N2614,https://www.ife.co.ukexhibitors/kj-world-foods-co-1,YES,"https://www.linkedin.com/search/results/companies/?keywords=KJ%20WORLD%20FOODS%20CO.,%20LTD","https://app.apollo.io/#/companies?q_organization_name=KJ%20WORLD%20FOODS%20CO.,%20LTD",,,,,New,,,partial,0
KLBD - Kosher Certification,Stand: N281f,,Stand: N281f,https://www.ife.co.ukexhibitors/klbd-kosher-certification-1,YES,https://www.linkedin.com/search/results/companies/?keywords=KLBD%20-%20Kosher%20Certification,https://app.apollo.io/#/companies?q_organization_name=KLBD%20-%20Kosher%20Certification,,,,,New,,,partial,0
