name,years,stand_2023,stand_2024,stand_2025,status_2023,status_2024,status_2025,website,description_pl,description_en,contact,nip,logo,real_website,email,phone,whatsapp,linkedin,facebook,instagram,youtube,tiktok,representative,segment
DMHERMES HOLDING s.r.o.,2025,,,C4.59a,,,Sprzedane,https://brak@brak.com,.,,,29455791,,,,,,,,,,,,C
MAREMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.71a,,,Sprzedane,https://brak@brak.com,.,,,5492449931,https://www4.pwe-expoplanner.com/sklep/img/logo/75724.jpg,,,,,,,,,,,C
GASTRONOMICZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.66a,,,Sprzedane (Targi PWE),https://brak@brak.com,.,,,7011175675,https://www4.pwe-expoplanner.com/sklep/img/logo/76963.jpg,,,,,,,,,,,C
"JSC ""Darom AS""",2025,,,C1.56a,,,Sprzedane,https://brak@brak.com,.,,,0000000000,,,,,,,,,,,,C
Melograno Siciliano di Carminio rosa,2025,,,C4.79a,,,Sprzedane,https://registroaziende.it/azienda/melograno-siciliano-di-carminio-rosa-partinico,.,,,06569270827,,,,,,,,,,,,C
NAV24 SP Z O O,2025,,,C4.46,,,Sprzedane,https://nav24.pl/,,,,5472148066,https://www4.pwe-expoplanner.com/sklep/img/logo/15459.jpg,,,,,,,,,,,C
FHU Grota,2025,,,C3.56d,,,Sprzedane (Dział Prawny),https://mapa.targeo.pl/7951208258/nip/firma,.,,,7951208258,,,,,,,,,,,,C
KMC Collection,2025,,,C3.55d,,,Sprzedane,https://www.google.com/,,,,1111111112,,,,,,,,,,,,C
Roga Agro,2025,,,C3.62b,,,Sprzedane,https://foodlatvia.lv/producer/rogaagro,ROGA-AGRO to łotewska spółka akcyjna specjalizująca się w produkcji pieczywa oraz świeżych wyrobów ciastkarskich i ciast. Firma zarejestrowana jest pod numerem 40003101668 i działa w branży oznaczonej kodem NACE 10.71,,,4000 3101668,,,,,,,,,,,,C
DENNEMEYER & ASSOCIATES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.47c,,,Sprzedane (Targi PWE),http://www.krs-online.com.pl/dennemeyer-associates-sp-z-o-o-krs-712791.html,.,.,,5272668306,https://www4.pwe-expoplanner.com/sklep/img/logo/58392.jpg,,,,,,,,,,,C
Kawiarnia cukiernia Lavender Cakewie,2025,,,C3.71c,,,Sprzedane,"https://www.owg.pl/ceidg/kawiarnia_cukiernia_lavender_cake_liudmyla_kaprior_9,74,823167,8231670644",,,,8231670644,,,,,,,,,,,,C
PotejMax - Producent warzyw obranych,2025,,,C3.55b,,,Sprzedane,https://potejmax.pl/,,,,6812076083,https://www4.pwe-expoplanner.com/sklep/img/logo/47311.jpg,https://potejmax.pl/,,+48 518 064 842; +48 575 477 268; 6424064523473,,,https://www.facebook.com/p/PotejMax-100057149572325/,,,,,C
LAVICA FOOD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.59b,,,Sprzedane,https://www.facebook.com/lavicafood/,.,,,7773400745,,,,,,,,,,,,C
NIEPUBLICZNE BRANŻOWE CENTRUM UMIEJETNOŚCI W DZIEDZINIE GASTRONOMI I KELNERSTWA,2025,,,C4.50,,,Sprzedane,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/183354,.,,,8132456304,https://www4.pwe-expoplanner.com/sklep/img/logo/56694.jpg,,,,,,,,,,,C
Exotic Food PCL,2025,,,C6.15,,,Sprzedane,https://brak@brak.com,.,,,01075560000680,,,,,,,,,,,,C
PROVEGGO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C1.73,,,Sprzedane,https://aleo.com/pl/firma/proveggo-spolka-z-ograniczona-odpowiedzialnoscia,.,x,,7162846570,,,,,,,,,,,,C
"Fundacja Amar ""pozywienie dla zdrowia""",2025,,,C3.50d,,,Sprzedane,https://aleo.com/pl/firma/fundacja-amar---pozywienie-dla-zdrowia,",",",",,8513001374,,,,,,,,,,,,C
RAW ENERGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.66b,,,Sprzedane,https://brak.pl,.,,,1133138206,,,,,,,,,,,,C
DRIED FRUITS,2025,,,C4.61b,,,Sprzedane,https://rejestr.io/krs/720511/dried-fruits,x,,,6431769820,,,,,,,,,,,,C
"""ROOM SERVICE"" SPÓŁKA JAWNA",2025,,,C4.71a,,,Sprzedane (Dział Prawny),https://brak@brak.com,.,,,7571410835,https://www4.pwe-expoplanner.com/sklep/img/logo/65038.jpg,,,,,,,,,,,C
LVIVSKYI KHOLODOKOM­BI­NAT PRIVATE JOINT-STOCK COMPANI,2025,,,C3.60d,,,Sprzedane,https://brak@brak.com,.,,,1553706,,,,,,,,,,,,C
Gretos konditerija,2025,,,C3.53a,,,Sprzedane,https://www.facebook.com/gretoskonditerijairdizainas/,x,x,,49807014068,,,,,,,,,,,,C
PRO-BIZNES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C1.56b,,,Sprzedane (Dział Prawny),https://aleo.com/pl/firma/pro-biznes-spolka-z-ograniczona-odpowiedzialnoscia,.,.,,9291873966,,,,,,,,,,,,C
AGJ-JAWORSCY SPÓŁKA JAWNA,2025,,,C3.53d,,,Sprzedane,https://brak@brak.com,.,,,7132940956,,,,,,,,,,,,C
OKRĘGOWA SPÓŁDZIELNIA MLECZARSKA W KOWALEWIE-DOBRZYCY,2025,,,C3.49c,,,Sprzedane (Dział Prawny),https://www.osm-kowalew.pl/,.,,,6170001409,,,,,,,,,,,,C
INTERNATIONAL FOOD EUROPE B.V.,2025,,,C3.72b,,,Sprzedane (Targi PWE),https://ifeurope.nl/,x,,,863950462B01,https://www4.pwe-expoplanner.com/sklep/img/logo/73984.jpg,https://ifeurope.nl/,,2025-01-21,,,,,,,,C
PESKO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C4.53b,,,Sprzedane,https://brak@brak.com,.,,,7972086990,,,,,,,,,,,,C
CELPO a.s,2025,,,C3.65b,,,Sprzedane,https://brak@brak.com,.,,,SK2020070811,https://www4.pwe-expoplanner.com/sklep/img/logo/76458.jpg,,,,,,,,,,,C
YEMEK SPÓŁKA CYWILNA,2025,,,C1.49,,,Sprzedane,https://brak@brak.com,.,,,1251772261,https://www4.pwe-expoplanner.com/sklep/img/logo/76928.jpg,,,,,,,,,,,C
WIZAX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C1.72b,,,Sprzedane,https://brak@brak.com,.,,,5471843083,,,,,,,,,,,,C
NutriDesign Lab Sp. z o.o.,2025,,,C1.66b,,,Sprzedane,https://brak@brak.com,.,,,9662172408,,,,,,,,,,,,C
TERRA FOOD LLC,2025,,,C1.51,,,Sprzedane,https://brak@brak.com,.,,,000,https://www4.pwe-expoplanner.com/sklep/img/logo/77717.jpg,,,,,,,,,,,C
Urszula Makowska,2025,,,C4.52,,,Sprzedane,https://brak@brak.com,.,,,7292297498,,,,,,,,,,,,C
"ZIZIN, s.r.o.",2025,,,C1.87,,,Sprzedane,https://brak@brak.com,.,,,0000000000,,,,,,,,,,,,C
GOOD SNACK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.61c,,,Sprzedane,https://brak@brak.com,.,,,8711779430,,,,,,,,,,,,C
Koło Gospodyń Wiejskich w Tylmanowej,2025,,,C4.73b,,,Sprzedane,https://brak@brak.com,.,,,7352921783,,,,,,,,,,,,C
WALBRO,2025,,,C4.89b,,,Sprzedane,https://krs-pobierz.pl/walbro-spolka-z-ograniczona-odpowiedzialnoscia-i7139332,,,,7123424729,,,,,,,,,,,,C
SANTERA INTERFOOD Sp. z o.o.,2025,,,C3.73c,,,Sprzedane,https://brak@brak.com,"Sprzedaż hurtowa niewyspecjalizowana żywności, napojów i wyrobów tytoniowych",,,6751802677,,,,,,,,,,,,C
NAWAR SP. Z O.O.,2025,,,C3.67c,,,Sprzedane (Targi PWE),https://krs-pobierz.pl/nawar-spolka-z-ograniczona-odpowiedzialnoscia-i6564724,.,,,5432184334,,,,,,,,,,,,C
LEGALFS,2025,,,C3.67d,,,Sprzedane,https://aleo.com/pl/firma/legalfs-spolka-z-ograniczona-odpowiedzialnoscia,",",,,7011235472,https://www4.pwe-expoplanner.com/sklep/img/logo/81450.jpg,,,,,,,,,,,C
