Company,Category,Country,Stand,IFE Profile,Relevant,Sales Navigator Search,LinkedIn People Search,Apollo Search,Apollo People Search,Contact Name,Contact Title,Contact Email,Website,Description,AI Message,Status,Interest Level,Notes,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score,Email,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,phone,linkedin_url
JD FOOD PUBLIC COMPANY LIMITED,Stand: N3314,,Stand: N3314,https://www.ife.co.ukexhibitors/jd-food-public-company-limited-1,YES,https://www.linkedin.com/sales/search/people?keywords=JD%20FOOD%20PUBLIC%20COMPANY%20LIMITED&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=JD%20FOOD%20PUBLIC%20COMPANY%20LIMITED&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=JD%20FOOD%20PUBLIC%20COMPANY%20LIMITED,https://app.apollo.io/#/people?q_organization_name=JD%20FOOD%20PUBLIC%20COMPANY%20LIMITED&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Jersey Dairy,Stand: N3979,,Stand: N3979,https://www.ife.co.ukexhibitors/jersey-dairy-1,YES,https://www.linkedin.com/sales/search/people?keywords=Jersey%20Dairy&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Jersey%20Dairy&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Jersey%20Dairy,https://app.apollo.io/#/people?q_organization_name=Jersey%20Dairy&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"JIANGMEN CHUANGKEQI FOOD TECHNOLOGY CO.,LTD",Stand: N1450e,,Stand: N1450e,https://www.ife.co.ukexhibitors/jiangmen-chuangkeqi-food-technology-co,YES,"https://www.linkedin.com/sales/search/people?keywords=JIANGMEN%20CHUANGKEQI%20FOOD%20TECHNOLOGY%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=JIANGMEN%20CHUANGKEQI%20FOOD%20TECHNOLOGY%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=JIANGMEN%20CHUANGKEQI%20FOOD%20TECHNOLOGY%20CO.,LTD","https://app.apollo.io/#/people?q_organization_name=JIANGMEN%20CHUANGKEQI%20FOOD%20TECHNOLOGY%20CO.,LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"Jiangsu Yopack Packaging Technology Co.,Ltd",Stand: S1450f,,Stand: S1450f,https://www.ife.co.ukexhibitors/jiangsu-yopack-packaging-technology-co,YES,"https://www.linkedin.com/sales/search/people?keywords=Jiangsu%20Yopack%20Packaging%20Technology%20Co.,Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Jiangsu%20Yopack%20Packaging%20Technology%20Co.,Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Jiangsu%20Yopack%20Packaging%20Technology%20Co.,Ltd","https://app.apollo.io/#/people?q_organization_name=Jiangsu%20Yopack%20Packaging%20Technology%20Co.,Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"Jiangxi Chunsi Foods Co., Ltd",Stand: N4450g,,Stand: N4450g,https://www.ife.co.ukexhibitors/jiangxi-chunsi-foods-co,YES,"https://www.linkedin.com/sales/search/people?keywords=Jiangxi%20Chunsi%20Foods%20Co.,%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Jiangxi%20Chunsi%20Foods%20Co.,%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Jiangxi%20Chunsi%20Foods%20Co.,%20Ltd","https://app.apollo.io/#/people?q_organization_name=Jiangxi%20Chunsi%20Foods%20Co.,%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"JILIN SONGHE FOOD CO., LTD.",Stand: N4430j,,Stand: N4430j,https://www.ife.co.ukexhibitors/jilin-songhe-food-co-,YES,"https://www.linkedin.com/sales/search/people?keywords=JILIN%20SONGHE%20FOOD%20CO.,%20LTD.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=JILIN%20SONGHE%20FOOD%20CO.,%20LTD.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=JILIN%20SONGHE%20FOOD%20CO.,%20LTD.","https://app.apollo.io/#/people?q_organization_name=JILIN%20SONGHE%20FOOD%20CO.,%20LTD.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
JK Foods UK,Stand: N2540,,Stand: N2540,https://www.ife.co.ukexhibitors/jk-foods-uk,YES,https://www.linkedin.com/sales/search/people?keywords=JK%20Foods%20UK&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=JK%20Foods%20UK&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=JK%20Foods%20UK,https://app.apollo.io/#/people?q_organization_name=JK%20Foods%20UK&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
JUNCA COFFEE - ISHIMITSU JAPAN,Stand: N961,,Stand: N961,https://www.ife.co.ukexhibitors/junca-coffee-ishimitsu-japan-1,YES,https://www.linkedin.com/sales/search/people?keywords=JUNCA%20COFFEE%20-%20ISHIMITSU%20JAPAN&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=JUNCA%20COFFEE%20-%20ISHIMITSU%20JAPAN&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=JUNCA%20COFFEE%20-%20ISHIMITSU%20JAPAN,https://app.apollo.io/#/people?q_organization_name=JUNCA%20COFFEE%20-%20ISHIMITSU%20JAPAN&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
KAMILA CHOCOLATE,Stand: N3472,,Stand: N3472,https://www.ife.co.ukexhibitors/kamila-chocolate,YES,https://www.linkedin.com/sales/search/people?keywords=KAMILA%20CHOCOLATE&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=KAMILA%20CHOCOLATE&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=KAMILA%20CHOCOLATE,https://app.apollo.io/#/people?q_organization_name=KAMILA%20CHOCOLATE&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
KANTAN FOOD ASIA SDN BHD,Stand: N1210,,Stand: N1210,https://www.ife.co.ukexhibitors/kantan-food-asia-sdn-bhd,YES,https://www.linkedin.com/sales/search/people?keywords=KANTAN%20FOOD%20ASIA%20SDN%20BHD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=KANTAN%20FOOD%20ASIA%20SDN%20BHD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=KANTAN%20FOOD%20ASIA%20SDN%20BHD,https://app.apollo.io/#/people?q_organization_name=KANTAN%20FOOD%20ASIA%20SDN%20BHD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
KAOUAFOOD OPTILLA,Stand: N1650,,Stand: N1650,https://www.ife.co.ukexhibitors/kaouafood-optilla,YES,https://www.linkedin.com/sales/search/people?keywords=KAOUAFOOD%20OPTILLA&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=KAOUAFOOD%20OPTILLA&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=KAOUAFOOD%20OPTILLA,https://app.apollo.io/#/people?q_organization_name=KAOUAFOOD%20OPTILLA&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Khushi Foods,Stand: N3481,,Stand: N3481,https://www.ife.co.ukexhibitors/khushi-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Khushi%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Khushi%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Khushi%20Foods,https://app.apollo.io/#/people?q_organization_name=Khushi%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
KING'S FOODS SHUYANG LTD.,Stand: N1450k,,Stand: N1450k,https://www.ife.co.ukexhibitors/kings-foods-shuyang-,YES,https://www.linkedin.com/sales/search/people?keywords=KING'S%20FOODS%20SHUYANG%20LTD.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=KING'S%20FOODS%20SHUYANG%20LTD.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=KING'S%20FOODS%20SHUYANG%20LTD.,https://app.apollo.io/#/people?q_organization_name=KING'S%20FOODS%20SHUYANG%20LTD.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"KJ WORLD FOODS CO., LTD",Stand: N2614,,Stand: N2614,https://www.ife.co.ukexhibitors/kj-world-foods-co-1,YES,"https://www.linkedin.com/sales/search/people?keywords=KJ%20WORLD%20FOODS%20CO.,%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=KJ%20WORLD%20FOODS%20CO.,%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=KJ%20WORLD%20FOODS%20CO.,%20LTD","https://app.apollo.io/#/people?q_organization_name=KJ%20WORLD%20FOODS%20CO.,%20LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
KLBD - Kosher Certification,Stand: N281f,,Stand: N281f,https://www.ife.co.ukexhibitors/klbd-kosher-certification-1,YES,https://www.linkedin.com/sales/search/people?keywords=KLBD%20-%20Kosher%20Certification&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=KLBD%20-%20Kosher%20Certification&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=KLBD%20-%20Kosher%20Certification,https://app.apollo.io/#/people?q_organization_name=KLBD%20-%20Kosher%20Certification&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
KP Snacks,Stand: S1722,,Stand: S1722,https://www.ife.co.ukexhibitors/kp-snacks,YES,https://www.linkedin.com/sales/search/people?keywords=KP%20Snacks&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=KP%20Snacks&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=KP%20Snacks,https://app.apollo.io/#/people?q_organization_name=KP%20Snacks&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
KPS FOOD,Stand: N4350,,Stand: N4350,https://www.ife.co.ukexhibitors/kps-food,YES,https://www.linkedin.com/sales/search/people?keywords=KPS%20FOOD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=KPS%20FOOD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=KPS%20FOOD,https://app.apollo.io/#/people?q_organization_name=KPS%20FOOD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Lauden Chocolate,Stand: S1690,,Stand: S1690,https://www.ife.co.ukexhibitors/lauden-chocolate,YES,https://www.linkedin.com/sales/search/people?keywords=Lauden%20Chocolate&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Lauden%20Chocolate&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Lauden%20Chocolate,https://app.apollo.io/#/people?q_organization_name=Lauden%20Chocolate&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Lost Sheep ICED Coffee,Stand: N5066,,Stand: N5066,https://www.ife.co.ukexhibitors/lost-sheep-iced-coffee-1,YES,https://www.linkedin.com/sales/search/people?keywords=Lost%20Sheep%20ICED%20Coffee&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Lost%20Sheep%20ICED%20Coffee&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Lost%20Sheep%20ICED%20Coffee,https://app.apollo.io/#/people?q_organization_name=Lost%20Sheep%20ICED%20Coffee&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
LT Foods UK,Stand: N3060,,Stand: N3060,https://www.ife.co.ukexhibitors/lt-foods-uk-1,YES,https://www.linkedin.com/sales/search/people?keywords=LT%20Foods%20UK&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=LT%20Foods%20UK&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=LT%20Foods%20UK,https://app.apollo.io/#/people?q_organization_name=LT%20Foods%20UK&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Lyla Tea,Stand: N1470,,Stand: N1470,https://www.ife.co.ukexhibitors/lyla-tea,YES,https://www.linkedin.com/sales/search/people?keywords=Lyla%20Tea&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Lyla%20Tea&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Lyla%20Tea,https://app.apollo.io/#/people?q_organization_name=Lyla%20Tea&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
M.A. Oriental Foods Limited,Stand: N2418,,Stand: N2418,https://www.ife.co.ukexhibitors/m-oriental-foods-limited,YES,https://www.linkedin.com/sales/search/people?keywords=M.A.%20Oriental%20Foods%20Limited&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=M.A.%20Oriental%20Foods%20Limited&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=M.A.%20Oriental%20Foods%20Limited,https://app.apollo.io/#/people?q_organization_name=M.A.%20Oriental%20Foods%20Limited&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Mackwoods Tea and Coffee,Stand: S1077,,Stand: S1077,https://www.ife.co.ukexhibitors/mackwoods-tea-coffee,YES,https://www.linkedin.com/sales/search/people?keywords=Mackwoods%20Tea%20and%20Coffee&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Mackwoods%20Tea%20and%20Coffee&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Mackwoods%20Tea%20and%20Coffee,https://app.apollo.io/#/people?q_organization_name=Mackwoods%20Tea%20and%20Coffee&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Magnum Packaging (N.E) Ltd,Stand: N210,,Stand: N210,https://www.ife.co.ukexhibitors/magnum-packaging-ne-1,YES,https://www.linkedin.com/sales/search/people?keywords=Magnum%20Packaging%20(N.E)%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Magnum%20Packaging%20(N.E)%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Magnum%20Packaging%20(N.E)%20Ltd,https://app.apollo.io/#/people?q_organization_name=Magnum%20Packaging%20(N.E)%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Manna Health Foods,Stand: N1217,,Stand: N1217,https://www.ife.co.ukexhibitors/manna-health-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Manna%20Health%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Manna%20Health%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Manna%20Health%20Foods,https://app.apollo.io/#/people?q_organization_name=Manna%20Health%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"Marford (Qingdao) Food Co.,Ltd.",Stand: N4450a,,Stand: N4450a,https://www.ife.co.ukexhibitors/marford-qingdao-food-co,YES,"https://www.linkedin.com/sales/search/people?keywords=Marford%20(Qingdao)%20Food%20Co.,Ltd.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Marford%20(Qingdao)%20Food%20Co.,Ltd.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Marford%20(Qingdao)%20Food%20Co.,Ltd.","https://app.apollo.io/#/people?q_organization_name=Marford%20(Qingdao)%20Food%20Co.,Ltd.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
