name,years,stand_2023,stand_2024,stand_2025,status_2023,status_2024,status_2025,website,description_pl,description_en,contact,nip,logo,real_website,email,phone,whatsapp,linkedin,facebook,instagram,youtube,tiktok,representative
"CÁRNICAS SERRANO, S.L.",2024,,C3.50d,,,Sprzedane (Targi PWE),,https://pasateaserrano.com/,,,,B46114724,https://www4.pwe-expoplanner.com/sklep/img/logo/18836.jpg,https://pasateaserrano.com/,rgpd@serrano.es,2023-11-30; 2025-12-11; 49599804,,,https://www.facebook.com/pasateaserrano,https://www.instagram.com/serrano_carnicas,https://www.youtube.com/@PasateaSerrano,,
Solida Food,2024,,C1.03,,,Sprzedane,,https://solidafood.com.pl/,ZYWNOSC BIO,,,1231100937,https://www4.pwe-expoplanner.com/sklep/img/logo/39487.jpg,https://solidafood.pl/,biuro@solidafood.pl,86120694075; 177297457467; 898-1780480484,,,https://www.facebook.com/solidafood/,https://www.instagram.com/solidafood/,https://www.youtube.com/c/SolidaFood,https://tiktok.com/@solidafood,
Afripol Buhari Musa,2024,,C3.12a,,,Sprzedane,,https://africannuts.pl,,,,5322093702,,https://africannuts.pl,m.musa.amus@gmail.com,+48 501626584; 10170045,,,https://www.facebook.com/African-Peanut-Spice-101245878636436,https://www.instagram.com/africannuts_pl/,,,
"PHZSM ""LACPOL"" Sp. z o.o.",2024,,C3.06a,,,Sprzedane (Targi PWE),,https://www.mk-group.com.pl/,,,,9721118593,https://www4.pwe-expoplanner.com/sklep/img/logo/26137.jpg,https://www.mk-group.com.pl/,sekretariat@mk-group.com.pl,600 953 917; 209076791; 16777215,,,https://www.facebook.com/MKgroupReklama/,,https://www.youtube.com/user/mkgroupfilms,,
NAVIGATOR M.Pilaciński S.K.,2024,,C1.27,,,Sprzedane,,https://navigator-polska.com/,,,,5242840114,https://www4.pwe-expoplanner.com/sklep/img/logo/26618.jpg,https://navigator-polska.com/,marcin@navigator-polska.com; robert.pilacinski@navigator-polska.com; janusz@navigator-polska.com,3263-1024; 2024-06-03; 2024-07-16,,https://www.linkedin.com/company/navigator-polska/,https://www.facebook.com/navigatorpolska/,,,,Marcin Pilaciński (Prezes) | Robert Pilaciński (Wiceprezes) | Janusz Wrona (Manager)
Crimston,2024,,C1.29,,,Sprzedane,,https://crimston.pl/,.,.,,7010936221,https://www4.pwe-expoplanner.com/sklep/img/logo/27480.jpg,https://crimston.pl/,,2019-12-09; 2025-05-20; +48 512 569 456,,https://www.linkedin.com/company/crimston/,https://www.facebook.com/CrimstonPoland/,https://www.instagram.com/crimston.ltd/,,,
GIBAR,2024,,C1.53b,,,Sprzedane,,https://gibar.com.pl/,,,,7260378503,https://www4.pwe-expoplanner.com/sklep/img/logo/28956.jpg,https://gibar.com.pl/,biuro@gibar.com.pl,2023-06-29; 2026-05-25; 451.847 451.847,,,https://facebook.com/,https://www.instagram.com/gibar_sklep,https://www.youtube.com/@Gibar-ew9mv,https://www.tiktok.com/@gibar_poland,
"Przedsiębiorstwo Wielobranżowe ""NOWPOL"" S.C R.Nawrocki, S. Rosia",2024,,C3.18,,,Sprzedane,,https://nowpol.com.pl/,,,,8291514037,,https://nowpol.com.pl/,kontakt@nowpol.com.pl; form@nowpol.com.pl; biuro@nowpol.com.pl,1208297175599; 41497483; 1670935062,,,https://www.facebook.com/nowpolpieprzisol/,https://www.instagram.com/nowpol_pieprz_i_sol/,,,
Przedsiębiorstwo Wielobranżowe,"2024,2025",,C3.72,C5.06,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://xylomatrix.eu/,"XyloMatrix to innowacyjny producent ekologicznych opakowań cateringowych 3D z włókien celulozowych. Nasza zaawansowana technologia zapewnia wysoką odporność na wodę i tłuszcze, oferując jednocześnie bezpieczne i przyjazne dla środowiska rozwiązanie. Wszystkie nasze produkty są poddawane rygorystycznym testom w akredytowanych laboratoriach, co potwierdza ich jakość i zgodność z obowiązującymi normami. Jako pionierzy w Polsce i jeden z nielicznych producentów w Europie, dostarczamy alternatywę dla plastikowych opakowań, wspierając zrównoważony rozwój i ograniczenie odpadów.","We have started the production of 3D catering packaging made of cellulose fibers obtained from spruce wood. Our technology allows us to achieve a barrier against water and fats without the use of commonly used PFAS, which makes our products fully biodegradable and compostable. We are the first venture of this type in Poland and a unique player in Europe.",,7831540582,https://www4.pwe-expoplanner.com/sklep/img/logo/31797.jpg,https://xylomatrix.eu/,biuro@xylomatrix.eu; k.stankowiak@xylomatrix.eu; a.pietkiewicz@xylomatrix.eu,2023-09-21; 2025-03-06; +0152-0153,,,https://www.facebook.com/profile.php,https://www.instagram.com/xylomatrix,,,
Nerano,2024,,C1.07b,,,Sprzedane (Targi PWE),,https://www.jedzbezglutenu.pl/regulamin/,,,,1251724397,https://www4.pwe-expoplanner.com/sklep/img/logo/31960.jpg,https://www.jedzbezglutenu.pl/regulamin/,biuro@jedzbezglutenu.pl; zakupy@jedzbezglutenu.pl,419392172; +48 507 518 915; 1181901723,,,https://www.facebook.com/profile.php,https://www.instagram.com/jedzbezglutenu/,,,
"""AGROIP""ra",2024,,C1.35,,,Sprzedane (Targi PWE),,https://aleo.com/pl/firma/agroip-spolka-z-ograniczona-odpowiedzialnoscia,,,,5730106009,,,,,,,,,,,
PIERROT PK,"2024,2025",,C1.07a,C1.39,,Sprzedane,Sprzedane (Targi PWE),https://wodapierrot.pl/,,,,7990001142,https://www4.pwe-expoplanner.com/sklep/img/logo/33282.jpg,https://wodapierrot.pl/,,(48) 618 65 15; (48) 618 63 71; 56264981,,,,,,,
Druk Serwis 24 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C3.04,,,Sprzedane,,drukserwis24.com.pl,"Druk Serwis 24 to największy dystrybutor firmy Squid Ink Manufacturing w Europie. Na polskim rynku obecnie jesteśmy również największym dystrybutorem amerykańskich systemów znakujących na liniach produkcyjnych. W naszej ofercie znajdują się także drukarki naszej produkcji. Ich największą zaletą jest stosunek ceny do ich parametrów technicznych. W działalności Druk Serwis 24 zajmujemy się również serwisem takich drukarek jak Linx czy Hitachi. Ekspresowo dojeżdżamy do awarii w zakładach produkcyjnych zlokalizowanych w całej Polsce. Dostarczamy wszystkie części zamienne oraz urządzenia zastępcze. Naszym klientom oferujemy również tusze i rozpuszczalniki od amerykańskich, brytyjskich, francuskich oraz niemieckich producentów. To wszystko sprawia, że współpraca z nami oznacza nie tylko wejście na wyższy poziom znakowania, ale również znaczące obniżenie kosztów eksploatacyjnych.","Druk Serwis 24 is the largest distributor of Squid Ink Manufacturing products in Europe. We are also currently the leading distributor of American marking systems for production lines in the Polish market. Additionally, we offer printers of our own production, known for their excellent price-to-performance ratio. At Druk Serwis 24, we also specialize in servicing printers such as Linx and Hitachi. We promptly respond to breakdowns in manufacturing plants located throughout Poland, providing all necessary parts and replacement equipment. We also supply inks and solvents from American, British, French, and German manufacturers to our customers. All of these factors contribute to elevating the marking standards and significantly reducing operational costs for our clients","ul. Jana Pawła II nr 7, 05-077, Warszawa, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/1304.jpg,https://drukserwis24.com.pl,biuro@drukserwis24.com.pl; zamowienia@drukserwis24.com.pl; handlowy@drukserwis24.com.pl,+48 514 128 375; 5252700739; 2025-03-17,,,,,,,Krzysztof Niczyporuk (Dyrektor) | Krzysztof Walczak (Kierownik) | Arkadiusz Jędrzejczyk (Kierownik)
"HUROM / PUREGREEN MARCIN PEC, MAGDALENA PEC",2024,,C3.08a,,,Sprzedane (Targi PWE),,https://hurom.pl/,.,,,7831835375,https://www4.pwe-expoplanner.com/sklep/img/logo/40156.jpg,https://hurom.pl/,bok@hurom.pl; info@hurom.pl,959222901; 1743165583; 44 711 1655,,,,,,,
Daktyli.pl,2024,,C3.14a,,,Sprzedane,,https://daktyli.pl,,,,5223261527,,https://daktyli.pl,shop@daktyli.pl,481466050387497; 10941301782; 568386214,,,https://www.facebook.com/daktylipl/,https://www.instagram.com/daktyli.pl/,,,
Toyota Chodzeń Piaseczno,2024,,C1.01,,,Sprzedane,,https://www.chodzen.pl/,"Jest oficjalnym dystrybutorem marek Toyota, Lexus i Maserati.",,,1230040386,https://www4.pwe-expoplanner.com/sklep/img/logo/45498.jpg,https://www.chodzen.pl/,recepcja@toyota.chodzen.pl; recepcja@czerniakowska.chodzen.pl; info@lexuswarszawa-pulawska.pl,+48 22 757 00 25; +48 22 851 51 51; +48 22 544 06 06,,,,,,,
KONICZYNA BIOGAZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C3.02,,,Sprzedane,,https://www.koniczyna.com.pl/,,,,5273044789,,https://www.koniczyna.com.pl/,biuro@koniczyna.com.pl,33.333333333333; 1780480497; +48 698 368 871,,https://www.linkedin.com/company/koniczynabiogaz,https://www.facebook.com/KoniczynaBiogaz,https://www.instagram.com/koniczyna.biogaz/,https://www.youtube.com/@KoniczynaBiogaz,https://www.tiktok.com/@koniczynabiogaz,
Witpol,2024,,C1.05e,,,Sprzedane (Targi PWE),,https://wit-pol.com.pl/aktualnosci/witpol-sp-z-o-o-producentem-napojow-roslinnych-lovege-organic-napoj-owsiany-lovege-organic-na,,,,7692180475,https://www4.pwe-expoplanner.com/sklep/img/logo/46894.jpg,https://wit-pol.com.pl/aktualnosci/witpol-sp-z-o-o-producentem-napojow-roslinnych-lovege-organic-napoj-owsiany-lovege-organic-napoj-migdalowy/,BIURO@WIT-POL.COM.PL; jkurzela@wit-pol.com.pl; laboratorium.stodzew@wit-pol.com.pl,09.01.2024; +48 48 36 55 059; 2025-12-11 12,,,,,,,
"ZHONG ZHAN GLOBAL (TIANJIN) BUSINESS EXHIBITION SERVICE CO.,LTD.","2024,2025",,C3.42,C3.68a,,Sprzedane,Sprzedane (Agenci),,"No.10-14-504, Ji Sheng Li, Huanghe Road, Nankai District, Tianjin, China",,,111,,,,,,,,,,,
Eat-Me Sp. z o.o.,2024,,C3.16a,,,Sprzedane,,https://www.eatme.pl/,,,,7010063715,https://www4.pwe-expoplanner.com/sklep/img/logo/49661.jpg,,,,,,,,,,
EKOANKA Anna Krawców,"2024,2025",,C1.49b,C3.49b,,Sprzedane,Sprzedane (Targi PWE),https://ekoanka.business.site/?utm_source=gmb&utm_medium=referral,-,,,8841166513,https://www4.pwe-expoplanner.com/sklep/img/logo/23751.png,,,,,,,,,,
Topass: international tradingia,2024,,C3.59a,,,Sprzedane (Targi PWE),,https://www.topasstrading.com/,,,,NL863550721B01,https://www4.pwe-expoplanner.com/sklep/img/logo/21245.jpg,https://www.topasstrading.com/cgi-sys/suspendedpage.cgi,,428571429,,,,,,,
LNS Trade,2024,,C3.39a,,,Sprzedane (Targi PWE),,http://lnstrade.fr/,,,,1111111112,https://www4.pwe-expoplanner.com/sklep/img/logo/23574.jpg,https://lnstrade.fr/,info@lnstrade.fr,88 84 03 80,,https://fr.linkedin.com/company/ultrapopbylnstrade,,https://www.instagram.com/ultrapop_/,,https://www.tiktok.com/@ultrapop_,Eric Uzan (Founder) | In Cyril Motz (Managing Director) | Jonathan Bertrand Operational (Director)
ZAKŁADY MIĘSNE KOZŁOWSKInośc,2024,,C1.48a,,,Sprzedane (Targi PWE),,http://kozlowskiwedliny.pl/,,,,9950236934,https://www4.pwe-expoplanner.com/sklep/img/logo/23837.jpg,http://kozlowskiwedliny.pl/,biuro@kozlowskiwedliny.pl; iod@kozlowskiwedliny.pl; szymon@kozlowskiwedliny.pl,2018-06-27; 2022-08-24; 800149878927703,,,https://www.facebook.com/ZakladyMiesneKozlowski/,https://www.instagram.com/kozlowskiwedliny/,,,Szymon Kozłowski (Dyrektor) | Piotr Kozłowski (Dyrektor) | Marek Nowicki (Manager)
Create And Production,2024,,C3.37a,,,Sprzedane,,https://krs-pobierz.pl/create-and-production-spolka-z-ograniczona-odpowiedzialnoscia-i7018591,,,,9512479909,https://www4.pwe-expoplanner.com/sklep/img/logo/28359.jpg,,,,,,,,,,
Firma Handlowo Usługowa DANMAR Mariusz Król,2024,,C3.27a,,,Sprzedane,,https://www.fhudanmar.pl/,,,,8621519091,,https://www.fhudanmar.pl/,fhu.mariuszkrol@gmail.com,+48 518 455 984; +48 607 558 378; 91592482,,,,,,,
MultiCook Polska,"2024,2025",,C0.04,C3.16,,Sprzedane,Sprzedane (Dział Prawny),https://aleo.com/pl/firma/multi-cook-svitlana-borovyk,,,,5252610829,,,,,,,,,,,
URI FOOD,2024,,C3.23a,,,Sprzedane,,https://aleo.com/pl/firma/uri-food-spolka-z-ograniczona-odpowiedzialnoscia-warszawa,,,,7011084760,,,,,,,,,,,
Browar Gryfus,2024,,C3.07a,,,Sprzedane,,https://krs-pobierz.pl/mustank-craft-spolka-z-ograniczona-odpowiedzialnoscia-i0000453525,",",Nazwa firmy :Browar Gryfus,,8522679182,,,,,,,,,,,
Vėtrija UAB,2024,,C1.54a,,,Sprzedane,,https://vetrija.lt/en/,,,,149752041,https://www4.pwe-expoplanner.com/sklep/img/logo/39488.jpg,https://vetrija.lt/en/,vetrija@vetrija.lt,2021-08-11; 2026-01-26; 18053843866,,https://lt.linkedin.com/company/vetrija,https://www.facebook.com/Vetrija-Frozen-Food-Industry-200613638614/,,,,
Paperovyi Eco Svit,2024,,C1.50a,,,Sprzedane,,https://warsawexpo.eu,,,,42796159,,https://warsawexpo.eu,info@warsawexpo.eu; rodo@warsawexpo.eu,2025-06-16; 2026-02-18; 00000099,,https://www.linkedin.com/company/warsaw-expo/,https://www.facebook.com/warsawexpo/,https://www.instagram.com/ptak_warsaw_expo/,https://www.youtube.com/@ptakwarsawexpo2557,,
ReVend Sp. z o.o.,"2024,2025",,C2.43a,C4.07,,Sprzedane,Sprzedane (Dział Prawny),https://revend.pl/,,,,5862398948,https://www4.pwe-expoplanner.com/sklep/img/logo/47670.jpg,https://revend.pl/,kontakt@revend.pl; serwis@revend.pl,679577-77; 674594-02; 758016-23,,,,,,,Rafał Stremel (Dyrektor)
mGrupa.coPL,2024,,C1.43a,,,Sprzedane,,https://aleo.com/pl/firma/mgrupacopl-kieszkowski-tomasz-zakres-dzialalnosci-handel-i-uslugi-okole,,,,5542479237,,,,,,,,,,,
Atlantika International SIA,2024,,C0.06,,,Sprzedane,,https://atlantika.lv/pl/atlantika-international-polish/,,,,40203106827,,https://atlantika.lv/pl/atlantika-international-polish/,info@atlantika.lv,+371 66 102 172; (250 250 250; 31.01.2024,https://wa.me/+37125483101,,https://www.facebook.com/atlantikainternationale,https://www.instagram.com/atlantika_international/,https://www.youtube.com/channel/UCQvixE0Qn6KrkPclb4iiLqw,,
ARH Group,"2024,2025",,C2.44a,C3.43c,,Sprzedane,Sprzedane (Dział Prawny),https://weed-land.pl/,,,,7282859322,,,,,,,,,,,
WANTED VEGAN,2024,,C1.60a,,,Sprzedane,,http://www.kringredients.ua/,.,.,,,,https://kringredients.ua/,office@kringredients.ua,143210053; +38 (044) 593-20-44; +380503485834,,,,,,,
Dried Foods,2024,,C3.47a,,,Sprzedane,,https://objerky.com/en-pl,.,.,,37046318,,https://objerky.com/en-pl,info@objerky.com,60746039447; 131145990295; 36865979,,,https://www.facebook.com/objerky/,https://www.instagram.com/objerky_official/,,,
RONIC Polska Sp.zo.o.,2024,,C1.12a,,,Sprzedane,,https://sklep.ronic.pl/,"ADRES KORESPONDENCYJNY: BRUKPWA 6 LOK 35, 91-341 ŁÓDŹ",,,9471983260,https://www4.pwe-expoplanner.com/sklep/img/logo/3160.jpg,https://sklep.ronic.pl/,bok@ronic.pl; p.ptaszek@ronic.pl; m.ptaszek@ronic.pl,1720700004; 9975054113; 1780480507,,,"https://www.facebook.com/rsrc.php/v3/yw/l/0,cross/fT90TVSi-j_.css",https://www.instagram.com/ronic_polska/,https://www.youtube.com/channel/UCNJ3Q1fS_dnJrV6VA66eZ7Q,https://www.tiktok.com/@ronicpolska,Google Tag (Manager)
AG HOUSE,"2024,2025",,C3.59b,C1.05,,Sprzedane,Sprzedane,https://ambasadazapachu.pl/,PERFUMY,,,7151163123,https://www4.pwe-expoplanner.com/sklep/img/logo/4592.jpg,https://ambasadazapachu.pl/,aghouse2016@gmail.com,2021-10-20; 2026-01-21; 499.04.701.663.321,,,https://www.facebook.com/ambasadazapachu,https://www.instagram.com/ambasadazapachu/,,,
DROK PRZEMYSLAW JAROMIN,2024,,C1.58b,,,Sprzedane,,http://drok.pl/,,,,6112305759,https://www4.pwe-expoplanner.com/sklep/img/logo/40193.jpg,http://drok.pl/,sklep@drok.pl,+48 509 586 110,,,,,,,
Fundacja Hodowców Polskiej Białej Gęsi - Fundacja,"2024,2025",,C0.10,C3.79b,,Sprzedane,Sprzedane (Dział Prawny),http://polskabialages.pl/,Ges,,,5562752417,https://www4.pwe-expoplanner.com/sklep/img/logo/23997.png,,,,,,,,,,
Euro-Most,2024,,C1.18b,,,Sprzedane,,https://euro-most.eu/,EURO – MOST należy do czołówki firm zajmujących się konsultingiem europejskim w Polsce.,,,7122404216,https://www4.pwe-expoplanner.com/sklep/img/logo/30545.jpg,,,,,,,,,,
Dobrodiya,"2024,2025",,C3.39b,C4.39a,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://dobrodiya.com.ua/,,,,34786,https://www4.pwe-expoplanner.com/sklep/img/logo/18536.jpg,https://dobrodiya.com.ua/,,2021-08-09; 2025-07-07; 486911896337215,,,,,,,
Stema & Manless Paluszki I Przekąski,2024,,C3.25,,,Sprzedane,,https://stema-manless.pl/,,,,7010832579,https://www4.pwe-expoplanner.com/sklep/img/logo/22835.jpg,https://paluszkizpieca.pl/,bok@paluszkizpieca.pl,2021-10-22; 2025-10-02; 60 88 777 08,,,https://www.facebook.com/naturalnepaluszkizpieca,https://www.instagram.com/paluszkizpieca.pl/,,,
FOREVER YOUNG KOMBUCHA SP. Z O.O.,2024,,C0.08,,,Sprzedane,,https://fyk.bar/,,,,5272954288,https://www4.pwe-expoplanner.com/sklep/img/logo/25682.jpg,,,,,,,,,,
Browar Bałtów,"2024,2025",,C0.02,C3.60a,,Sprzedane,Sprzedane (Targi PWE),https://www.browarbaltow.pl/,,,,6612366557,https://www4.pwe-expoplanner.com/sklep/img/logo/40546.jpg,https://www.browarbaltow.pl/,,739178520630074,,,,,,,
ArmLand Sp.zo.o,2024,,C3.27b,,,Sprzedane,,"http://krs.infoveriti.pl/Beeapi,Lomianki,KRS,0000895132.html",,,,9522240707,https://www4.pwe-expoplanner.com/sklep/img/logo/23862.jpg,,,,,,,,,,
ALLCOR cywilna,2024,,C3.31b,,,Sprzedane,,http://allcor.pl/,,,,5242755940,https://www4.pwe-expoplanner.com/sklep/img/logo/26178.jpg,https://allcor.pl/,iza.parzonka@allcor.pl; biuro@allcor.pl; trade@allcor.pl,48) 664 452 100; +48 25 787 22 88; 48) 537 111 100,,,,,,,Izabela Parzonka (Kierownik)
Chris (DRY AGER),"2024,2025",,C3.45b,C4.59b,,Sprzedane,Sprzedane (Dział Prawny),http://dry-ager.pl/#cel,,,,6762087675,https://www4.pwe-expoplanner.com/sklep/img/logo/40874.jpg,https://dry-ager.pl/,biuro@dry-ager.pl,1775724955; 2026-06-03 11; 2262130826,,,https://www.facebook.com/szafy.dry.ager,,https://www.youtube.com/channel/UCg-VnTy_ojOD67DcZr4Tw6A,,
REYPOL Sp. z o.o.,2024,,C0.18,,,Sprzedane,,https://www.reypol.com.pl/,.,,,7162804152,https://www4.pwe-expoplanner.com/sklep/img/logo/46902.jpg,https://reypol.com.pl/,reypol@reypol.com.pl; agnieszka.zlot@reypol.com.pl; j.jasik@reypol.com.pl,1796032519; 2025-12-11 12; 13325663,,,https://www.facebook.com/reypol.janowiec,https://www.instagram.com/reypol.kusiodpokolen,,,
Ekovoltis,"2024,2025",,C1.54b,C4.40,,Sprzedane,Sprzedane (Dział Prawny),https://e2v.pl/,,,,8992751675,https://www4.pwe-expoplanner.com/sklep/img/logo/32428.jpg,https://ekovoltis.pl/,bok@ekovoltis.pl; iod@ekovoltis.pl; biuro@ekovoltis.pl,2025-09-30; 2026-05-21; 51588449604,,https://www.linkedin.com/company/ekovoltispl/,https://www.facebook.com/ekovoltis/,,https://www.youtube.com/channel/UCzUk5Nc6TvfyhyHImX2z4pQ,,Hotel Bartosz Binkowski (Dyrektor) | Gerard Maćko (Właściciel) | Juergen Mayerhofer (CEO)
MGDF,2024,,C0.09,,,Sprzedane,,https://mgdf.pl,,,,6762567085,https://www4.pwe-expoplanner.com/sklep/img/logo/35246.jpg,https://mgdf.pl,biuro@mgdf.pl,2023-11-05; 2024-09-17; 999999999,,https://www.linkedin.com/company/mgdf-consulting/,,,,,Bartłomiej Muzykiewicz (Prezes)
DELTA-TECH,2024,,C3.13a,,,Sprzedane,,http://www.deltatech.com.pl/,,,,6793062021,https://www4.pwe-expoplanner.com/sklep/img/logo/40490.jpg,http://www.deltatech.com.pl/,biuro@deltatech.com.pl,+48 (12) 410 00 50; 693 418 190,,,https://www.facebook.com/delta.tech.technology/,,,,
DRACO-BIS,2024,,C3.13a,,,Sprzedane,,https://draco-bis.pl/,,,".Miejscowość poczty: Mycielin, 62-831, Korzeniew, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/134172.png,https://draco-bis.pl/,r.wawrzyniak@draco-bis.pl,48 62 767 23 55; +48 62 767 23 55; +48 62 767 23 85,,,,,,,Renata Jackowska (Specjalista) | Mateusz Turkiewicz (Dyrektor) | Tomasz Kozubek (Przedstawiciel)
Kuchnie Świata S.A.,2024,,C3.43b,,,Sprzedane,,https://www.kuchnieswiata.com.pl/,,,,1180039859,https://www4.pwe-expoplanner.com/sklep/img/logo/40939.jpg,https://www.kuchnieswiata.com.pl/,zamowienie@kuchnieswiata.com.pl; iodo@kuchnieswiata.com.pl; iod@kuchnieswiata.com.pl,2014-2020; 03.04.00-14-0284; +48 22 785-95-20,,,https://www.facebook.com/KuchnieSwiata,https://www.instagram.com/_kuchnie_swiata_/,,,Chojnacka Prezes Zarządu (Dyrektor) | Jarosław Rymuszka (Prezes) | Joanna Kołodziejczyk (Dyrektor)
Emborio Quality Products Sp.zo.o.,"2024,2025",,C3.55b,C1.72a,,Sprzedane,Sprzedane (Dział Prawny),https://aleo.com/pl/firma/emborio-quality-products-spolka-z-ograniczona-odpowiedzialnoscia,,,,8792752664,,,,,,,,,,,
"Przedsiębiorstwo Produkcyjno Handlowe ""WAF"" ANETA ŻUREK I MAREK",2024,,C2.43b,,,Sprzedane,,https://aleo.com/pl/firma/przedsiebiorstwo-produkcyjno-handlowe-waf-aneta-zurek-i-marek-sadowski-spolka-cywilna-dabrowa-gornicza,,,,6292473552,,,,,,,,,,,
Iwoniczanka Sp. z o.o.,2024,,C2.46b,,,Sprzedane,,https://iwoniczanka.pl/polityka-prywatnosci,,,,8133850807,,https://iwoniczanka.pl/polityka-prywatnosci,,23261086; 849423772317218,,,,,,,
SLOMAX GROUP,2024,,C3.37b,,,Sprzedane,,https://slomax.eu/,,,,28195809,,https://slomax.eu/,info@slomax.eu,+420 720 071 920; 28195809,,,,,,,
ZIOMEK FISH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"2024,2025",,C0.05,C3.61a,,Sprzedane,Sprzedane (Targi PWE),https://brak@brak.pl,.,,,5223239864,,,,,,,,,,,
"LLC ""PRINTING HOUSE  ""PARUS""",2024,,C1.36b,,,Sprzedane,,https://en.parusflex.com.ua/kolorist/,-,-,,403119926571,,https://en.parusflex.com.ua/kolorist/,office@parusflex.com; office@parusflex.com.ua,+38 097 182 68 17; +38 050 526 73 17; +38 098 096 28 00,https://api.whatsapp.com/send?phone=380505267317,,https://www.facebook.com/Tipografiia.Parusflex,"
https://www.instagram.com/tipografiiaparus/",https://www.youtube.com/watch,,
Food trade Sp. z o.o.,2024,,C3.16,,,Sprzedane,,https://foodtrade.com.pl/,.,,,5252799896,https://www4.pwe-expoplanner.com/sklep/img/logo/52789.jpg,https://foodtrade.com.pl/,info@foodtrade.com.pl,2022-06-07; 2025-09-11; 2024-02-05 07,,,,,,,
Volynski Browar LLC,2024,,C0.07,,,Sprzedane,,https://volynskibrowar.ua/,"Volynski Browar is the newest Ukrainian brewing company, specializing in the production of craft beer, ciders, energy drinks, kombucha, kvas, vitamin water, lemonades of the highest quality. It was created in 2014 and is located in the city of Berezne, western Ukraine.Our trademarks:Volynski Browar - has 18 types of beer in its portfolio and is constantly updated. The product is presented in a 0.35 l glass bottles, a 0.5 l cans, and a 30 l kegs.Mikki Brew - the assortment includes 10 types of beer and 5 flavors of cider. Beer is presented in cans of 0.33 l and kegs of 30 l and cider - in glass bottles of 0.33 l and kegs of 30 l.Forever Brewing Co. - 8 exquisite flavors of beer, which are bottled in 0.5 l cans, glass and 30 l kegs.Geyser – the energy drink is presented in four flavors in 0.5 l cans.Kombucha - fermented beverage from TM Mikki Brew has five different tastes in a 0.35 l bottles and 0.33 cans.Ever Aid - vitamin water in 0.5L cans","Volynski Browar is the newest Ukrainian brewing company, specializing in the production of craft beer, ciders, energy drinks, kombucha, kvas, vitamin water, lemonades of the highest quality. It was created in 2014 and is located in the city of Berezne, western Ukraine.Our trademarks:Volynski Browar - has 18 types of beer in its portfolio and is constantly updated. The product is presented in a 0.35 l glass bottles, a 0.5 l cans, and a 30 l kegs.Mikki Brew - the assortment includes 10 types of beer and 5 flavors of cider. Beer is presented in cans of 0.33 l and kegs of 30 l and cider - in glass bottles of 0.33 l and kegs of 30 l.Forever Brewing Co. - 8 exquisite flavors of beer, which are bottled in 0.5 l cans, glass and 30 l kegs.Geyser – the energy drink is presented in four flavors in 0.5 l cans.Kombucha - fermented beverage from TM Mikki Brew has five different tastes in a 0.35 l bottles and 0.33 cans.Ever Aid - vitamin water in 0.5L cans",,34254691,https://www4.pwe-expoplanner.com/sklep/img/logo/53647.jpg,https://volynskibrowar.ua/,info@volynskibrowar.ua,2021-08-25; 2026-04-08; +38 097 773 77 07,,,https://www.facebook.com/volynskibrowar.ua,https://instagram.com/volynskibrowar,https://www.youtube.com/@volynskibrowar,,
LLC BIO Products Factory,2024,,C0.16,,,Sprzedane,,https://ukrainian-food.com.ua/producers/producer/lls-bio-products-factory,.,.,,7011100430,,https://ukrainian-food.com.ua/producers/producer/lls-bio-products-factory,,157594455; +380934628035,,,,,,,
F.H. MANY ZBIGNIEW PRUSACZYK,2024,,C3.16b,,,Sprzedane (Targi PWE),,https://aleo.com/pl/firma/fh-many-zbigniew-prusaczyk-lodz,,,,7292524238,,,,,,,,,,,
Świat Pigwowca,"2024,2025",,C3.57c,C3.61d,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://lokalninaturalni.pl/gospodarstwo-rolne-rodziny-poslednikow,,,,7191374783,https://www4.pwe-expoplanner.com/sklep/img/logo/15847.jpg,https://lokalninaturalni.pl/gospodarstwo-rolne-rodziny-poslednikow,kontakt@lokalninaturalni.pl,10943699187; 1666392111; 1666881705,,,https://www.facebook.com/lokalninaturalni/,https://www.instagram.com/lokalni_naturalni/,,,
BOROWCZYK s.c.,2024,,C1.65e,,,Sprzedane,,http://ubojniaborowczyk.pl/,",",,,6961635719,https://www4.pwe-expoplanner.com/sklep/img/logo/35349.jpg,,,,,,,,,,
Galeria Konopi,"2024,2025",,C1.52c,C1.22,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://galeriakonopi.pl/,KONOPIA,,,6482791462,https://www4.pwe-expoplanner.com/sklep/img/logo/3524.jpg,https://galeriakonopi.pl/,bok@galeriakonopi.pl,355966050490282; 19-06-2024; 19-12-2023,,,https://www.facebook.com/Galeria-Konopi-2266598773374540/,https://instagram.com/galeriakonopi,,,
Pure & Sweet,2024,,C1.57d,,,Sprzedane,,https://www.pureandsweet.pl/o-nas-puresweet/,,,,6392019249,https://www4.pwe-expoplanner.com/sklep/img/logo/8776.jpg,,,,,,,,,,
